,geometry,cell_suid,resolution,cell_region,ellipsoidal_shape,nucleus,theoretical_area,calculated_area,error
0,"POLYGON ((19.999999999999996 1.0000005876196056, 20.000000077435242 1.0000005876196056, 20.000000154870484 1.0000005876196056, 20.000000232305727 1.0000005876196056, 20.000000309740972 1.0000005876196056, 20.000000387176215 1.0000005876196056, 20.000000464611457 1.0000005876196056, 20.000000542046703 1.0000005876196056, 20.000000619481945 1.0000005876196056, 20.00000069691719 1.0000005876196056, 20.00000069691719 1.0000005215856187, 20.00000069691719 1.0000004555516324, 20.00000069691719 1.0000003895176457, 20.00000069691719 1.000000323483659, 20.00000069691719 1.0000002574496725, 20.00000069691719 1.0000001914156857, 20.00000069691719 1.000000125381699, 20.00000069691719 1.000000059347712, 20.00000069691719 0.9999999933137257, 20.000000619481945 0.9999999933137257, 20.000000542046703 0.9999999933137257, 20.000000464611457 0.9999999933137257, 20.000000387176215 0.9999999933137257, 20.000000309740972 0.9999999933137257, 20.000000232305727 0.9999999933137257, 20.000000154870484 0.9999999933137257, 20.000000077435242 0.9999999933137257, 19.999999999999996 0.9999999933137257, 19.999999999999996 1.000000059347712, 19.999999999999996 1.0000001253816992, 19.999999999999996 1.0000001914156857, 19.999999999999996 1.0000002574496725, 19.999999999999996 1.000000323483659, 19.999999999999996 1.0000003895176457, 19.999999999999996 1.0000004555516326, 19.999999999999996 1.000000521585619, 19.999999999999996 1.0000005876196056))",Q35303300000030333,17,equatorial,quad,"(np.float64(20.00000034845859), np.float64(1.0000002904666656))",0.00509744023210555,0.005097440357661642,-1.2555609156528202e-10
1,"POLYGON ((19.999999999999996 1.0000011819254886, 20.000000232305727 1.0000011819254886, 20.000000464611457 1.0000011819254886, 20.00000069691719 1.0000011819254886, 20.000000929222928 1.0000011819254886, 20.00000116152865 1.0000011819254886, 20.00000139383438 1.0000011819254886, 20.000001626140122 1.0000011819254886, 20.000001858445845 1.0000011819254886, 20.000002090751575 1.0000011819254886, 20.000002090751575 1.0000009838235284, 20.000002090751575 1.0000007857215687, 20.000002090751575 1.0000005876196087, 20.000002090751575 1.0000003895176488, 20.000002090751575 1.000000191415689, 20.000002090751575 0.9999999933137287, 20.000002090751575 0.9999997952117688, 20.000002090751575 0.9999995971098088, 20.000002090751575 0.9999993990078492, 20.000001858445845 0.9999993990078492, 20.00000162614011 0.9999993990078492, 20.00000139383438 0.9999993990078492, 20.000001161528647 0.9999993990078492, 20.00000092922292 0.9999993990078492, 20.00000069691719 0.9999993990078492, 20.000000464611453 0.9999993990078492, 20.000000232305727 0.9999993990078492, 19.999999999999996 0.9999993990078492, 19.999999999999996 0.9999995971098088, 19.999999999999996 0.9999997952117688, 19.999999999999996 0.9999999933137287, 19.999999999999996 1.000000191415689, 19.999999999999996 1.0000003895176488, 19.999999999999996 1.0000005876196087, 19.999999999999996 1.0000007857215687, 19.999999999999996 1.0000009838235284, 19.999999999999996 1.0000011819254886))",Q3530330000003033,16,equatorial,quad,"(np.float64(20.000001045375786), np.float64(1.0000002904666687))",0.045876962088949945,0.04587696112994642,9.59003522427171e-10
2,"POLYGON ((19.999999999999996 1.0000029648431235, 20.00000069691719 1.0000029648431235, 20.00000139383438 1.0000029648431235, 20.000002090751575 1.0000029648431235, 20.000002787668773 1.0000029648431235, 20.000003484585967 1.0000029648431235, 20.000004181503158 1.0000029648431235, 20.000004878420352 1.0000029648431235, 20.000005575337543 1.0000029648431235, 20.000006272254737 1.0000029648431235, 20.000006272254737 1.0000023705372432, 20.000006272254737 1.0000017762313629, 20.000006272254737 1.000001181925483, 20.000006272254737 1.0000005876196032, 20.000006272254737 0.9999999933137232, 20.000006272254737 0.9999993990078438, 20.000006272254737 0.999998804701964, 20.000006272254737 0.9999982103960846, 20.000006272254737 0.999997616090205, 20.000005575337543 0.999997616090205, 20.000004878420352 0.999997616090205, 20.000004181503158 0.999997616090205, 20.00000348458596 0.999997616090205, 20.00000278766877 0.999997616090205, 20.000002090751575 0.999997616090205, 20.00000139383438 0.999997616090205, 20.00000069691719 0.999997616090205, 19.999999999999996 0.999997616090205, 19.999999999999996 0.9999982103960846, 19.999999999999996 0.999998804701964, 19.999999999999996 0.9999993990078438, 19.999999999999996 0.9999999933137232, 19.999999999999996 1.0000005876196032, 19.999999999999996 1.000001181925483, 19.999999999999996 1.0000017762313629, 19.999999999999996 1.0000023705372432, 19.999999999999996 1.0000029648431235))",Q353033000000303,15,equatorial,quad,"(np.float64(20.00000313612737), np.float64(1.0000002904666634))",0.41289265880054954,0.41289265799334646,8.072030821537624e-10
3,"POLYGON ((19.999999999999996 1.0000083135960554, 20.000002090751575 1.0000083135960554, 20.000004181503158 1.0000083135960554, 20.000006272254737 1.0000083135960554, 20.00000836300632 1.0000083135960554, 20.0000104537579 1.0000083135960554, 20.000012544509485 1.0000083135960554, 20.000014635261063 1.0000083135960554, 20.000016726012646 1.0000083135960554, 20.000018816764225 1.0000083135960554, 20.000018816764225 1.000006530678412, 20.000018816764225 1.00000474776077, 20.000018816764225 1.0000029648431288, 20.000018816764225 1.0000011819254886, 20.000018816764225 0.9999993990078492, 20.000018816764225 0.9999976160902103, 20.000018816764225 0.9999958331725731, 20.000018816764225 0.9999940502549366, 20.000018816764225 0.9999922673373012, 20.000016726012646 0.9999922673373012, 20.000014635261063 0.9999922673373012, 20.000012544509485 0.9999922673373012, 20.0000104537579 0.9999922673373012, 20.00000836300632 0.9999922673373012, 20.000006272254737 0.9999922673373012, 20.000004181503158 0.9999922673373012, 20.000002090751575 0.9999922673373012, 19.999999999999996 0.9999922673373012, 19.999999999999996 0.9999940502549366, 19.999999999999996 0.9999958331725731, 19.999999999999996 0.9999976160902103, 19.999999999999996 0.9999993990078492, 19.999999999999996 1.0000011819254886, 19.999999999999996 1.0000029648431288, 19.999999999999996 1.00000474776077, 19.999999999999996 1.000006530678412, 19.999999999999996 1.0000083135960554))",Q35303300000030,14,equatorial,quad,"(np.float64(20.000009408382116), np.float64(1.0000002904666687))",3.7160339292049462,3.7160339276817855,1.5231607086718668e-09
4,"POLYGON ((20 1.000008313596048, 20.00000627225474 1.000008313596048, 20.000012544509488 1.000008313596048, 20.00001881676423 1.000008313596048, 20.000025089018976 1.000008313596048, 20.000031361273717 1.000008313596048, 20.00003763352846 1.000008313596048, 20.00004390578321 1.000008313596048, 20.000050178037952 1.000008313596048, 20.000056450292693 1.000008313596048, 20.000056450292693 1.0000029648431215, 20.000056450292693 0.9999976160902034, 20.000056450292693 0.999992267337294, 20.000056450292693 0.9999869185843929, 20.000056450292693 0.9999815698315004, 20.000056450292693 0.9999762210786161, 20.000056450292693 0.9999708723257409, 20.000056450292693 0.9999655235728738, 20.000056450292693 0.9999601748200149, 20.000050178037952 0.9999601748200149, 20.00004390578321 0.9999601748200149, 20.00003763352846 0.9999601748200149, 20.000031361273717 0.9999601748200149, 20.000025089018976 0.9999601748200149, 20.00001881676423 0.9999601748200149, 20.000012544509488 0.9999601748200149, 20.00000627225474 0.9999601748200149, 20 0.9999601748200149, 20 0.9999655235728738, 20 0.9999708723257409, 20 0.9999762210786161, 20 0.9999815698315004, 20 0.9999869185843929, 20 0.999992267337294, 20 0.9999976160902034, 20 1.0000029648431215, 20 1.000008313596048))",Q3530330000003,13,equatorial,quad,"(np.float64(20.000028225146348), np.float64(0.9999842442079457))",33.44430536284452,33.44430532729994,3.554457350674056e-08
5,"POLYGON ((20 1.0000564523727735, 20.00001881676423 1.0000564523727735, 20.00003763352846 1.0000564523727735, 20.000056450292693 1.0000564523727735, 20.00007526705693 1.0000564523727735, 20.000094083821157 1.0000564523727735, 20.00011290058539 1.0000564523727735, 20.00013171734962 1.0000564523727735, 20.000150534113853 1.0000564523727735, 20.000169350878082 1.0000564523727735, 20.000169350878082 1.0000404061137906, 20.000169350878082 1.0000243598548837, 20.000169350878082 1.0000083135960538, 20.000169350878082 0.9999922673372994, 20.000169350878082 0.9999762210786216, 20.000169350878082 0.9999601748200204, 20.000169350878082 0.9999441285614954, 20.000169350878082 0.9999280823030465, 20.000169350878082 0.9999120360446743, 20.000150534113853 0.9999120360446743, 20.00013171734962 0.9999120360446743, 20.00011290058539 0.9999120360446743, 20.000094083821157 0.9999120360446743, 20.00007526705693 0.9999120360446743, 20.000056450292693 0.9999120360446743, 20.00003763352846 0.9999120360446743, 20.00001881676423 0.9999120360446743, 20 0.9999120360446743, 20 0.9999280823030465, 20 0.9999441285614954, 20 0.9999601748200204, 20 0.9999762210786216, 20 0.9999922673372992, 20 1.0000083135960538, 20 1.0000243598548837, 20 1.0000404061137906, 20 1.0000564523727735))",Q353033000000,12,equatorial,quad,"(np.float64(20.000084675439044), np.float64(0.9999842442079511))",300.9987482656006,300.9987478779373,3.8766330590078724e-07
6,"POLYGON ((19.999999999999996 1.0000564523727735, 20.00005645029269 1.0000564523727735, 20.000112900585385 1.0000564523727735, 20.00016935087808 1.0000564523727735, 20.000225801170775 1.0000564523727735, 20.000282251463467 1.0000564523727735, 20.000338701756167 1.0000564523727735, 20.00039515204886 1.0000564523727735, 20.000451602341556 1.0000564523727735, 20.000508052634245 1.0000564523727735, 20.000508052634245 1.0000083135960538, 20.000508052634245 0.9999601748200204, 20.000508052634245 0.9999120360446743, 20.000508052634245 0.9998638972700151, 20.000508052634245 0.9998157584960434, 20.000508052634245 0.9997676197227583, 20.000508052634245 0.99971948095016, 20.000508052634245 0.9996713421782487, 20.000508052634245 0.9996232034070244, 20.000451602341556 0.9996232034070244, 20.00039515204886 0.9996232034070244, 20.000338701756167 0.9996232034070244, 20.000282251463467 0.9996232034070244, 20.000225801170775 0.9996232034070244, 20.00016935087808 0.9996232034070244, 20.000112900585385 0.9996232034070244, 20.00005645029269 0.9996232034070244, 19.999999999999996 0.9996232034070244, 19.999999999999996 0.9996713421782487, 19.999999999999996 0.99971948095016, 19.999999999999996 0.9997676197227583, 19.999999999999996 0.9998157584960434, 19.999999999999996 0.9998638972700151, 19.999999999999996 0.9999120360446743, 19.999999999999996 0.9999601748200204, 19.999999999999996 1.0000083135960538, 19.999999999999996 1.0000564523727735))",Q35303300000,11,equatorial,quad,"(np.float64(20.000254026317123), np.float64(0.9998398278829436))",2708.988734390406,2708.988731383692,3.0067139960010536e-06
7,"POLYGON ((19.999999999999996 1.0000564523727735, 20.00016935087808 1.0000564523727735, 20.000338701756167 1.0000564523727735, 20.000508052634245 1.0000564523727735, 20.000677403512334 1.0000564523727735, 20.000846754390416 1.0000564523727735, 20.001016105268505 1.0000564523727735, 20.001185456146583 1.0000564523727735, 20.001354807024676 1.0000564523727735, 20.001524157902754 1.0000564523727735, 20.001524157902754 0.9999120360446743, 20.001524157902754 0.9997676197227583, 20.001524157902754 0.9996232034070244, 20.001524157902754 0.999478787097472, 20.001524157902754 0.9993343707940995, 20.001524157902754 0.9991899544969072, 20.001524157902754 0.9990455382058931, 20.001524157902754 0.9989011219210572, 20.001524157902754 0.998756705642398, 20.001354807024676 0.998756705642398, 20.001185456146583 0.998756705642398, 20.001016105268505 0.998756705642398, 20.000846754390416 0.998756705642398, 20.000677403512334 0.998756705642398, 20.000508052634245 0.998756705642398, 20.000338701756167 0.998756705642398, 20.00016935087808 0.998756705642398, 19.999999999999996 0.998756705642398, 19.999999999999996 0.9989011219210572, 19.999999999999996 0.9990455382058931, 19.999999999999996 0.9991899544969072, 19.999999999999996 0.9993343707940995, 19.999999999999996 0.999478787097472, 19.999999999999996 0.9996232034070244, 19.999999999999996 0.9997676197227583, 19.999999999999996 0.9999120360446743, 19.999999999999996 1.0000564523727735))",Q3530330000,10,equatorial,quad,"(np.float64(20.00076207895138), np.float64(0.9994065789450133))",24380.898609513646,24380.898582197064,2.7316582418279722e-05
8,"POLYGON ((19.999999999999996 1.0000564523727735, 20.000508052634245 1.0000564523727735, 20.001016105268505 1.0000564523727735, 20.001524157902754 1.0000564523727735, 20.00203221053701 1.0000564523727735, 20.002540263171262 1.0000564523727735, 20.00304831580551 1.0000564523727735, 20.00355636843977 1.0000564523727735, 20.00406442107402 1.0000564523727735, 20.00457247370827 1.0000564523727735, 20.00457247370827 0.9996232034070244, 20.00457247370827 0.9991899544969072, 20.00457247370827 0.998756705642398, 20.00457247370827 0.9983234568434728, 20.00457247370827 0.9978902081001074, 20.00457247370827 0.9974569594122773, 20.00457247370827 0.9970237107799592, 20.00457247370827 0.9965904622031284, 20.00457247370827 0.9961572136817605, 20.00406442107402 0.9961572136817605, 20.003556368439764 0.9961572136817605, 20.00304831580551 0.9961572136817605, 20.002540263171262 0.9961572136817605, 20.002032210537006 0.9961572136817605, 20.001524157902754 0.9961572136817605, 20.001016105268498 0.9961572136817605, 20.000508052634245 0.9961572136817605, 19.999999999999996 0.9961572136817605, 19.999999999999996 0.9965904622031284, 19.999999999999996 0.9970237107799592, 19.999999999999996 0.9974569594122773, 19.999999999999996 0.9978902081001074, 19.999999999999996 0.9983234568434728, 19.999999999999996 0.998756705642398, 19.999999999999996 0.9991899544969072, 19.999999999999996 0.9996232034070244, 19.999999999999996 1.0000564523727735))",Q353033000,9,equatorial,quad,"(np.float64(20.00228623685414), np.float64(0.9981068324648467))",219428.08748562282,219428.08724023978,0.0002453830384183675
9,"POLYGON ((20 1.0000564523727735, 20.001524157902757 1.0000564523727735, 20.003048315805515 1.0000564523727735, 20.004572473708276 1.0000564523727735, 20.006096631611037 1.0000564523727735, 20.007620789513794 1.0000564523727735, 20.009144947416555 1.0000564523727735, 20.010669105319312 1.0000564523727735, 20.01219326322207 1.0000564523727735, 20.013717421124827 1.0000564523727735, 20.013717421124827 0.998756705642398, 20.013717421124827 0.9974569594122773, 20.013717421124827 0.9961572136817605, 20.013717421124827 0.9948574684501953, 20.013717421124827 0.993557723716931, 20.013717421124827 0.9922579794813152, 20.013717421124827 0.9909582357426965, 20.013717421124827 0.9896584925004241, 20.013717421124827 0.988358749753846, 20.01219326322207 0.988358749753846, 20.010669105319312 0.988358749753846, 20.009144947416555 0.988358749753846, 20.00762078951379 0.988358749753846, 20.006096631611033 0.988358749753846, 20.004572473708276 0.988358749753846, 20.003048315805515 0.988358749753846, 20.001524157902757 0.988358749753846, 20 0.988358749753846, 20 0.9896584925004241, 20 0.9909582357426965, 20 0.9922579794813152, 20 0.993557723716931, 20 0.9948574684501953, 20 0.9961572136817605, 20 0.9974569594122773, 20 0.998756705642398, 20 1.0000564523727735))",Q35303300,8,equatorial,quad,"(np.float64(20.006858710562415), np.float64(0.9942075960213164))",1974852.7873706059,1974852.7851691255,0.0022014803253114223
