,geometry,cell_suid,resolution,cell_region,ellipsoidal_shape,nucleus,theoretical_area,calculated_area,error
78,"POLYGON ((19.6875 41.93785390421852, 20 41.93785390421852, 20.3125 41.93785390421852, 20.625 41.93785390421852, 20.9375 41.93785390421852, 21.249999999999996 41.93785390421852, 21.5625 41.93785390421852, 21.875 41.93785390421852, 22.1875 41.93785390421852, 22.5 41.93785390421852, 22.5 41.58277108270359, 22.5 41.229601200877305, 22.5 40.878300202184036, 22.5 40.52882547657826, 22.5 40.18113579351532, 22.5 39.835191238852225, 22.5 39.490953155383146, 22.5 39.14838408675687, 22.5 38.807447724543735, 22.1875 38.807447724543735, 21.875 38.807447724543735, 21.5625 38.807447724543735, 21.249999999999996 38.807447724543735, 20.9375 38.807447724543735, 20.625 38.807447724543735, 20.3125 38.807447724543735, 20 38.807447724543735, 19.6875 38.807447724543735, 19.6875 39.14838408675687, 19.6875 39.490953155383146, 19.6875 39.835191238852225, 19.6875 40.18113579351532, 19.6875 40.52882547657826, 19.6875 40.878300202184036, 19.6875 41.229601200877305, 19.6875 41.58277108270359, 19.6875 41.93785390421852))",Q00111,5,equatorial,quad,"(np.float64(21.09375), np.float64(40.35476002950207))",83018493119.15506,83018493166.46428,-47.30921936035156
79,"POLYGON ((16.874999999999996 41.93785390421852, 17.5 41.93785390421852, 18.125 41.93785390421852, 18.749999999999996 41.93785390421852, 19.374999999999996 41.93785390421852, 19.999999999999996 41.93785390421852, 20.624999999999996 41.93785390421852, 21.249999999999996 41.93785390421852, 21.875 41.93785390421852, 22.5 41.93785390421852, 22.5 41.229601200877305, 22.5 40.52882547657826, 22.5 39.835191238852225, 22.5 39.14838408675687, 22.5 38.46810885823861, 22.5 37.79408797996567, 22.5 37.126059993210376, 22.5 36.463778233335105, 22.5 35.807009643739676, 21.875 35.807009643739676, 21.249999999999996 35.807009643739676, 20.625 35.807009643739676, 20 35.807009643739676, 19.374999999999996 35.807009643739676, 18.749999999999996 35.807009643739676, 18.125 35.807009643739676, 17.5 35.807009643739676, 16.874999999999996 35.807009643739676, 16.874999999999996 36.463778233335105, 16.874999999999996 37.126059993210376, 16.874999999999996 37.79408797996567, 16.874999999999996 38.46810885823861, 16.874999999999996 39.14838408675687, 16.874999999999996 39.835191238852225, 16.874999999999996 40.52882547657826, 16.874999999999996 41.229601200877305, 16.874999999999996 41.93785390421852))",Q0011,4,equatorial,quad,"(np.float64(19.687499999999996), np.float64(38.807447724543735))",332073972476.62024,332073972673.5765,-196.95623779296875
80,"POLYGON ((11.25 41.93785390421852, 12.499999999999998 41.93785390421852, 13.75 41.93785390421852, 14.999999999999998 41.93785390421852, 16.249999999999996 41.93785390421852, 17.5 41.93785390421852, 18.749999999999996 41.93785390421852, 20 41.93785390421852, 21.249999999999996 41.93785390421852, 22.5 41.93785390421852, 22.5 40.52882547657826, 22.5 39.14838408675687, 22.5 37.79408797996567, 22.5 36.463778233335105, 22.5 35.15553370788175, 22.5 33.867634739422954, 22.5 32.59853357887734, 22.5 31.34683010597764, 22.5 30.111251706864515, 21.249999999999996 30.111251706864515, 20 30.111251706864515, 18.749999999999996 30.111251706864515, 17.5 30.111251706864515, 16.249999999999996 30.111251706864515, 14.999999999999998 30.111251706864515, 13.75 30.111251706864515, 12.499999999999998 30.111251706864515, 11.25 30.111251706864515, 11.25 31.34683010597764, 11.25 32.59853357887734, 11.25 33.867634739422954, 11.25 35.15553370788175, 11.25 36.463778233335105, 11.25 37.79408797996567, 11.25 39.14838408675687, 11.25 40.52882547657826, 11.25 41.93785390421852))",Q001,3,equatorial,quad,"(np.float64(16.874999999999996), np.float64(35.807009643739676))",1328295889906.481,1328295890706.8374,-800.3564453125
81,"POLYGON ((0 41.93785390421852, 2.5 41.93785390421852, 5 41.93785390421852, 7.499999999999999 41.93785390421852, 10 41.93785390421852, 12.5 41.93785390421852, 14.999999999999998 41.93785390421852, 17.5 41.93785390421852, 20 41.93785390421852, 22.5 41.93785390421852, 22.5 39.14838408675687, 22.5 36.463778233335105, 22.5 33.867634739422954, 22.5 31.34683010597764, 22.5 28.890636471343736, 22.5 26.49011873822961, 22.5 24.137709703291982, 22.5 21.82690245010688, 22.5 19.5520222522467, 20 19.5520222522467, 17.5 19.5520222522467, 14.999999999999998 19.5520222522467, 12.499999999999998 19.5520222522467, 9.999999999999998 19.5520222522467, 7.499999999999999 19.5520222522467, 4.999999999999999 19.5520222522467, 2.4999999999999982 19.5520222522467, 0 19.5520222522467, 0 21.82690245010688, 0 24.137709703291982, 0 26.49011873822961, 0 28.890636471343736, 0 31.34683010597764, 0 33.867634739422954, 0 36.463778233335105, 0 39.14838408675687, 0 41.93785390421852))",Q00,2,equatorial,quad,"(np.float64(11.25), np.float64(30.111251706864515))",5313183559625.924,5313183562091.572,-2465.6484375
82,"POLYGON ((0 41.93785390421852, 5 41.93785390421852, 10 41.93785390421852, 14.999999999999998 41.93785390421852, 20 41.93785390421852, 25 41.93785390421852, 29.999999999999996 41.93785390421852, 35 41.93785390421852, 40 41.93785390421852, 45 41.93785390421852, 45 36.463778233335105, 45 31.34683010597764, 45 26.49011873822961, 45 21.82690245010688, 45 17.308053719058666, 45 12.895312946407653, 45 8.557311551167023, 45 4.267025843506824, 45 0, 40 0, 35 0, 29.999999999999996 0, 24.999999999999996 0, 19.999999999999996 0, 14.999999999999998 0, 9.999999999999998 0, 4.9999999999999964 0, 0 0, 0 4.2670258435068265, 0 8.557311551167025, 0 12.895312946407653, 0 17.30805371905867, 0 21.82690245010688, 0 26.49011873822961, 0 31.34683010597764, 0 36.463778233335105, 0 41.93785390421852))",Q0,1,equatorial,quad,"(np.float64(22.5), np.float64(19.5520222522467))",21252734238503.695,21252734236039.062,2464.6328125
83,"POLYGON ((0 41.93785390421852, 10 41.93785390421852, 20 41.93785390421852, 29.999999999999996 41.93785390421852, 40 41.93785390421852, 50 41.93785390421852, 59.99999999999999 41.93785390421852, 70 41.93785390421852, 80 41.93785390421852, 90 41.93785390421852, 90 31.34683010597764, 90 21.82690245010688, 90 12.895312946407653, 90 4.267025843506824, 90 -4.267025843506831, 90 -12.895312946407653, 90 -21.82690245010688, 90 -31.346830105977645, 90 -41.93785390421852, 80 -41.93785390421852, 70 -41.93785390421852, 59.99999999999999 -41.93785390421852, 49.99999999999999 -41.93785390421852, 39.99999999999999 -41.93785390421852, 29.999999999999996 -41.93785390421852, 19.999999999999996 -41.93785390421852, 9.999999999999993 -41.93785390421852, 0 -41.93785390421852, 0 -31.34683010597764, 0 -21.82690245010688, 0 -12.895312946407653, 0 -4.267025843506824, 0 4.267025843506831, 0 12.895312946407653, 0 21.82690245010688, 0 31.346830105977645, 0 41.93785390421852))",Q,0,equatorial,quad,"(np.float64(45.0), np.float64(0.0))",85010936954014.78,85010936944142.98,9871.796875
84,"POLYGON ((1.2722218725854067e-14 42.00000055993778, 7.459623333251501e-8 42.0000004750692, 1.4919247302613938e-7 42.00000039020061, 2.2378869363643567e-7 42.00000030533203, 2.9838494605227877e-7 42.00000022046341, 3.7298116666257505e-7 42.000000135594846, 4.4757740635619943e-7 42.00000005072625, 5.221736587720426e-7 41.999999965857654, 5.967698730212294e-7 41.999999880989066, 6.713661127148538e-7 41.99999979612048, 5.967698793823389e-7 41.99999979612048, 5.221736524109331e-7 41.99999979612048, 4.4757741907841815e-7 41.99999979612048, 3.7298117302368443e-7 41.99999979612048, 2.9838493969116943e-7 41.99999979612048, 2.237887063586544e-7 41.99999979612048, 1.4919246030392067e-7 41.99999979612048, 7.459623333251501e-8 41.99999979612048, 0 41.99999979612048, -7.459624605473374e-8 41.99999979612048, -1.4919246030392067e-7 41.99999979612048, -2.237887063586544e-7 41.99999979612048, -2.983849269689507e-7 41.99999979612048, -3.7298117302368443e-7 41.99999979612048, -4.475773936339807e-7 41.99999979612048, -5.221736396887145e-7 41.99999979612048, -5.967698793823389e-7 41.99999979612048, -6.713660999926352e-7 41.99999979612048, -5.967698730212294e-7 41.999999880989066, -5.221736460498238e-7 41.999999965857654, -4.4757740635619943e-7 42.00000005072623, -3.7298117302368443e-7 42.000000135594824, -2.9838494605227877e-7 42.000000220463406, -2.2378871271976377e-7 42.000000305332, -1.491924539428113e-7 42.00000039020062, -7.459622061029628e-8 42.0000004750692, 1.2722218725854067e-14 42.00000055993778))",N111111111121122221222112111,27,north_polar,dart,"(np.float64(2.5444437451708134e-14), np.float64(42.00000017802912))",0.004719054977565239,0.004719054683886112,2.9367912702388255e-10
85,"POLYGON ((6.3611093629270335e-15 42.000001323755086, 1.4919246666503002e-7 42.00000115401792, 2.9838493333006005e-7 42.000000984280746, 4.4757740635619943e-7 42.00000081454357, 5.967698921045575e-7 42.00000064480636, 7.459623524084782e-7 42.000000475069186, 8.951548254346176e-7 42.000000305332, 1.044347279377429e-6 42.000000135594824, 1.1935397460424589e-6 41.999999965857654, 1.3427322063463795e-6 41.99999979612048, 1.1935397396813496e-6 41.99999979612048, 1.0443472730163195e-6 41.99999979612048, 8.951548127123989e-7 41.99999979612048, 7.459623206029314e-7 41.99999979612048, 5.967698539379014e-7 41.99999979612048, 4.475773936339807e-7 41.99999979612048, 2.983849269689507e-7 41.99999979612048, 1.4919246030392067e-7 41.99999979612048, 0 41.99999979612048, -1.4919246030392067e-7 41.99999979612048, -2.983849269689507e-7 41.99999979612048, -4.475773936339807e-7 41.99999979612048, -5.967698793823389e-7 41.99999979612048, -7.459623460473689e-7 41.99999979612048, -8.951548127123989e-7 41.99999979612048, -1.0443472730163195e-6 41.99999979612048, -1.1935397396813496e-6 41.99999979612048, -1.3427322063463795e-6 41.99999979612048, -1.1935397460424589e-6 41.999999965857654, -1.044347279377429e-6 42.000000135594824, -8.951548254346176e-7 42.000000305332, -7.459623333251501e-7 42.0000004750692, -5.967698666601201e-7 42.0000006448064, -4.4757740635619943e-7 42.00000081454357, -2.9838493333006005e-7 42.000000984280746, -1.4919246666503002e-7 42.00000115401792, 6.3611093629270335e-15 42.000001323755086))",N11111111112112222122211211,26,north_polar,dart,"(np.float64(-1.2722218725854067e-14), np.float64(42.00000055993778))",0.018876219910260957,0.018876218985972994,9.242879621396138e-10
86,"POLYGON ((-6.3611093629270335e-15 42.00000285138975, 2.9838493969116943e-7 42.0000025119154, 5.967699111878856e-7 42.000002172441015, 8.951548508790551e-7 42.00000183296666, 1.193539784209115e-6 42.0000014934923, 1.4919247366225034e-6 42.00000115401792, 1.790309663591454e-6 42.00000081454357, 2.0886945841992953e-6 42.0000004750692, 2.387079523890465e-6 42.000000135594824, 2.685464438137197e-6 41.99999979612048, 2.3870795048071366e-6 41.99999979612048, 2.0886945523937485e-6 41.99999979612048, 1.7903096254247977e-6 41.99999979612048, 1.4919246920947377e-6 41.99999979612048, 1.1935397396813496e-6 41.99999979612048, 8.951548127123989e-7 41.99999979612048, 5.967698793823389e-7 41.99999979612048, 2.983849269689507e-7 41.99999979612048, 0 41.99999979612048, -2.983849269689507e-7 41.99999979612048, -5.967698793823389e-7 41.99999979612048, -8.951548127123989e-7 41.99999979612048, -1.1935397396813496e-6 41.99999979612048, -1.4919246920947377e-6 41.99999979612048, -1.7903096254247977e-6 41.99999979612048, -2.0886945523937485e-6 41.99999979612048, -2.3870795048071366e-6 41.99999979612048, -2.685464438137197e-6 41.99999979612048, -2.387079523890465e-6 42.000000135594824, -2.0886945841992953e-6 42.0000004750692, -1.790309663591454e-6 42.00000081454357, -1.4919247366225034e-6 42.00000115401792, -1.193539784209115e-6 42.0000014934923, -8.951548508790551e-7 42.00000183296666, -5.967699111878856e-7 42.000002172441015, -2.9838493969116943e-7 42.0000025119154, -6.3611093629270335e-15 42.00000285138975))",N1111111111211222212221121,25,north_polar,dart,"(np.float64(3.180554681463517e-14), np.float64(42.000001323755086))",0.07550487964104383,0.07550487842737547,1.2136683602559373e-09
87,"POLYGON ((6.3611093629270335e-15 42.00000590665899, 5.967699493545418e-7 42.00000522771027, 1.193539854181318e-6 42.00000454876156, 1.7903097653692039e-6 42.000003869812836, 2.387079663834871e-6 42.000003190864106, 2.9838495241338814e-6 42.0000025119154, 3.580619397155111e-6 42.00000183296666, 4.177389219287465e-6 42.00000115401795, 4.774159060503148e-6 42.0000004750692, 5.370928876274394e-6 41.99999979612048, 4.774159003253164e-6 41.99999979612048, 4.177389136593044e-6 41.99999979612048, 3.5806192508495955e-6 41.99999979612048, 2.9838493651061476e-6 41.99999979612048, 2.3870795048071366e-6 41.99999979612048, 1.7903096254247977e-6 41.99999979612048, 1.193539765125787e-6 41.99999979612048, 5.967698793823389e-7 41.99999979612048, 0 41.99999979612048, -5.967698793823389e-7 41.99999979612048, -1.1935397396813496e-6 41.99999979612048, -1.7903096254247977e-6 41.99999979612048, -2.3870795048071366e-6 41.99999979612048, -2.9838493651061476e-6 41.99999979612048, -3.5806192508495955e-6 41.99999979612048, -4.177389111148606e-6 41.99999979612048, -4.774158990530945e-6 41.99999979612048, -5.370928876274394e-6 41.99999979612048, -4.774159060503148e-6 42.0000004750692, -4.177389244731903e-6 42.00000115401792, -3.580619397155111e-6 42.00000183296666, -2.9838495241338814e-6 42.0000025119154, -2.387079663834871e-6 42.000003190864106, -1.7903097653692039e-6 42.000003869812836, -1.193539866903537e-6 42.00000454876155, -5.967699366323231e-7 42.00000522771028, 6.3611093629270335e-15 42.00000590665899))",N111111111121122221222112,24,north_polar,dart,"(np.float64(-6.3611093629270335e-15), np.float64(42.00000285138975))",0.3020195185641753,0.302019516142476,2.421699285548584e-09
88,"POLYGON ((6.3611093629270335e-15 42.00000590665899, 1.1935398732646461e-6 42.00000454876155, 2.387079663834871e-6 42.000003190864106, 3.580619416238439e-6 42.00000183296663, 4.774159079586477e-6 42.000000475069186, 5.96769868568453e-6 41.99999911717172, 7.161238240893707e-6 41.99999775927423, 8.354777713408464e-6 41.99999640137675, 9.548317128673235e-6 41.999995043479274, 1.0741856473965804e-5 41.99999368558179, 9.548316874228861e-6 41.99999368558179, 8.35477724904748e-6 41.99999368558179, 7.1612376493105365e-6 41.99999368558179, 5.9676980495735926e-6 41.99999368558179, 4.774158437114431e-6 41.99999368558179, 3.5806188246552682e-6 41.99999368558179, 2.387079212196106e-6 41.99999368558179, 1.1935396124591624e-6 41.99999368558179, 0 41.99999368558179, -1.1935395997369435e-6 41.99999368558179, -2.3870792249183247e-6 41.99999368558179, -3.5806188246552682e-6 41.99999368558179, -4.774158424392212e-6 41.99999368558179, -5.967698024129156e-6 41.99999368558179, -7.1612376493105365e-6 41.99999368558179, -8.35477724904748e-6 41.99999368558179, -9.548316848784423e-6 41.99999368558179, -1.0741856473965804e-5 41.99999368558179, -9.548317109589908e-6 41.999995043479295, -8.354777681602917e-6 41.99999640137679, -7.161238202727051e-6 41.999997759274265, -5.967698666601201e-6 41.99999911717174, -4.774159060503148e-6 42.0000004750692, -3.580619378071783e-6 42.000001832966696, -2.3870796447515425e-6 42.000003190864135, -1.193539854181318e-6 42.00000454876156, 6.3611093629270335e-15 42.00000590665899))",N11111111112112222122211,23,north_polar,dart,"(np.float64(0.0), np.float64(41.99999979612048))",1.2080780742567012,1.2080780683322254,5.92447579883526e-09
89,"POLYGON ((1.2722218725854067e-14 42.000018127735586, 2.3870802490569323e-6 42.00001541194085, 4.774160205502834e-6 42.00001269614608, 7.161239939309907e-6 42.000009980351265, 9.54831939322817e-6 42.000007264556444, 1.1935398637229824e-5 42.00000454876155, 1.4322477594981552e-5 42.00000183296666, 1.6709556311011128e-5 41.99999911717172, 1.9096634747151892e-5 41.99999640137677, 2.1483712960653827e-5 41.99999368558179, 1.9096633723013286e-5 41.99999368558179, 1.6709554523539397e-5 41.99999368558179, 1.4322475298621073e-5 41.99999368558179, 1.1935396086424967e-5 41.99999368558179, 9.548316861506643e-6 41.99999368558179, 7.1612376493105365e-6 41.99999368558179, 4.774158424392212e-6 41.99999368558179, 2.387079212196106e-6 41.99999368558179, -1.2722218725854067e-14 41.99999368558179, -2.387079237640543e-6 41.99999368558177, -4.774158437114431e-6 41.99999368558177, -7.161237662032755e-6 41.99999368558177, -9.548316861506643e-6 41.99999368558177, -1.1935396111869405e-5 41.99999368558177, -1.4322475311343291e-5 41.99999368558177, -1.6709554529900506e-5 41.99999368558177, -1.90966337293744e-5 41.99999368558177, -2.1483712954292718e-5 41.99999368558177, -1.9096634747151892e-5 41.99999640137677, -1.670955629828891e-5 41.99999911717172, -1.4322477582259334e-5 42.00000183296666, -1.1935398618146493e-5 42.00000454876155, -9.54831939322817e-6 42.00000726455642, -7.161239926587689e-6 42.000009980351265, -4.774160192780615e-6 42.00001269614608, -2.3870802363347134e-6 42.00001541194085, 1.2722218725854067e-14 42.000018127735586))",N1111111111211222212221,22,north_polar,dart,"(np.float64(6.3611093629270335e-15), np.float64(42.00000590665899))",4.832312297026805,4.832312291717897,5.308907979895139e-09
90,"POLYGON ((0 42.00004256988702, 4.774162470057766e-6 42.000037138298026, 9.548323960504694e-6 42.000031706708896, 1.432248440772968e-5 42.0000262751197, 1.9096643875343828e-5 42.00002084353032, 2.387080230609715e-5 42.00001541194085, 2.8644959712711864e-5 42.000009980351294, 3.341911613335463e-5 42.00000454876156, 3.8193271517136565e-5 41.99999911717176, 4.2967425914946544e-5 41.99999368558179, 3.819326747783212e-5 41.99999368558179, 3.3419109047078794e-5 41.99999368558179, 2.8644950609964364e-5 41.99999368558179, 2.3870792185572152e-5 41.99999368558179, 1.9096633748457722e-5 41.99999368558179, 1.4322475311343291e-5 41.99999368558179, 9.548316874228861e-6 41.99999368558179, 4.774158437114431e-6 41.99999368558179, -1.2722218725854067e-14 41.99999368558179, -4.774158437114431e-6 41.99999368558177, -9.548316861506643e-6 41.99999368558177, -1.4322475311343291e-5 41.99999368558177, -1.90966337293744e-5 41.99999368558177, -2.3870792179211043e-5 41.99999368558177, -2.8644950603603255e-5 41.99999368558177, -3.34191090534399e-5 41.99999368558177, -3.819326747783212e-5 41.99999368558177, -4.296742592766877e-5 41.99999368558177, -3.819327154894211e-5 41.99999911717172, -3.3419116146076846e-5 42.00000454876155, -2.864495973179519e-5 42.000009980351265, -2.387080232518048e-5 42.00001541194085, -1.9096643894427155e-5 42.000020843530315, -1.4322484439535227e-5 42.000026275119666, -9.54832397322691e-6 42.000031706708896, -4.774162501863313e-6 42.00003713829799, 0 42.00004256988702))",N111111111121122221222,21,north_polar,dart,"(np.float64(1.2722218725854067e-14), np.float64(42.000018127735586))",19.32924918810722,19.32924918732577,7.814477953616006e-10
91,"POLYGON ((0 42.00004256988702, 9.548323960504694e-6 42.000031706708896, 1.9096643875343828e-5 42.00002084353032, 2.8644959712711864e-5 42.000009980351294, 3.8193271517136565e-5 41.99999911717176, 4.774157930134014e-5 41.9999882539917, 5.7289883008072626e-5 41.999977390811196, 6.683818262461179e-5 41.99996652763027, 7.638647823365204e-5 41.99995566444881, 8.593476977794342e-5 41.99994480126688, 7.638646202554538e-5 41.99994480126688, 6.683815427950847e-5 41.99994480126688, 5.728984652711043e-5 41.99994480126688, 4.7741538768351285e-5 41.99994480126688, 3.819323100323103e-5 41.99994480126688, 2.8644923257194104e-5 41.99994480126688, 1.909661550479607e-5 41.99994480126688, 9.548307746036925e-6 41.99994480126688, 6.3611093629270335e-15 41.99994480126688, -9.548307758759145e-6 41.99994480126688, -1.909661551751829e-5 41.99994480126688, -2.8644923244471886e-5 41.99994480126688, -3.819323100323103e-5 41.99994480126688, -4.77415387810735e-5 41.99994480126688, -5.7289846539832645e-5 41.99994480126688, -6.683815426678625e-5 41.99994480126688, -7.638646202554538e-5 41.99994480126688, -8.593476977794342e-5 41.99994480126688, -7.638647824637426e-5 41.9999556644488, -6.683818264369513e-5 41.99996652763025, -5.728988299535041e-5 41.99997739081122, -4.774157930134014e-5 41.9999882539917, -3.819327152985879e-5 41.99999911717174, -2.8644959719072973e-5 42.00000998035128, -1.909664386262161e-5 42.00002084353034, -9.548323960504694e-6 42.000031706708896, 0 42.00004256988702))",N11111111112112222122,20,north_polar,dart,"(np.float64(-1.2722218725854067e-14), np.float64(41.99999368558179))",77.31699675242888,77.31699681845683,-6.602795110666193e-08
92,"POLYGON ((0 42.00004256988702, 1.9096643875343828e-5 42.00002084353032, 3.8193271517136565e-5 41.99999911717176, 5.7289883008072626e-5 41.999977390811196, 7.638647823365204e-5 41.99995566444881, 9.548305727656926e-5 41.999933938084475, 0.0001145796201114 41.99991221171824, 0.0001336761667317 41.99989048535007, 0.000152772697163 41.999868758979986, 0.0001718692113417 41.99984703260804, 0.0001527726323115 41.99984703260804, 0.0001336760532623 41.99984703260804, 0.0001145794742193 41.99984703260804, 9.548289517641935e-5 41.99984703260804, 7.638631614622436e-5 41.99984703260804, 5.728973711602939e-5 41.99984703260804, 3.819315806038996e-5 41.99984703260804, 1.909657903019498e-5 41.99984703260804, -1.90833280887811e-14 41.99984703260804, -1.909657903655609e-5 41.99984703260803, -3.819315807947329e-5 41.99984703260803, -5.72897371223905e-5 41.99984703260803, -7.638631616530769e-5 41.99984703260803, -9.54828952082249e-5 41.99984703260803, -0.0001145794742257 41.99984703260803, -0.0001336760533004 41.99984703260803, -0.0001527726323179 41.99984703260803, -0.0001718692113608 41.99984703260803, -0.0001527726971376 41.99986875898001, -0.0001336761667317 41.99989048535007, -0.0001145796200987 41.99991221171824, -9.548305727656926e-5 41.999933938084475, -7.638647824637426e-5 41.9999556644488, -5.728988299535041e-5 41.99997739081122, -3.819327152985879e-5 41.99999911717174, -1.909664386262161e-5 42.00002084353034, 0 42.00004256988702))",N1111111111211222212,19,north_polar,dart,"(np.float64(6.3611093629270335e-15), np.float64(41.99994480126688))",309.2679870097155,309.267987289361,-2.796454623421596e-07
93,"POLYGON ((0 42.00004256988702, 3.8193271517136565e-5 41.99999911717176, 7.638647823365204e-5 41.99995566444881, 0.0001145796201114 41.99991221171824, 0.000152772697163 41.999868758979986, 0.0001909657093505 41.999825306234136, 0.0002291586567309 41.99978185348062, 0.0002673515392599 41.99973840071946, 0.0003055443569818 41.99969494795062, 0.0003437371098459 41.99965149517419, 0.0003055440976457 41.99965149517419, 0.0002673510854265 41.99965149517419, 0.0002291580732391 41.99965149517419, 0.0001909650610198 41.99965149517419, 0.0001527720488197 41.99965149517419, 0.0001145790366005 41.99965149517419, 7.638602441302676e-5 41.99965149517419, 3.819301219379116e-5 41.99965149517419, -6.3611093629270335e-15 41.99965149517419, -3.819301220651338e-5 41.99965149517418, -7.638602441938787e-5 41.99965149517418, -0.0001145790366132 41.99965149517418, -0.0001527720488261 41.99965149517418, -0.0001909650610198 41.99965149517418, -0.0002291580732327 41.99965149517418, -0.000267351085452 41.99965149517418, -0.0003055440976648 41.99965149517418, -0.0003437371098586 41.99965149517418, -0.0003055443569818 41.99969494795062, -0.0002673515392599 41.99973840071946, -0.0002291586567309 41.99978185348062, -0.0001909657093505 41.999825306234136, -0.0001527726971376 41.99986875898001, -0.0001145796200987 41.99991221171824, -7.638647824637426e-5 41.9999556644488, -3.819327152985879e-5 41.99999911717174, 0 42.00004256988702))",N111111111121122221,18,north_polar,dart,"(np.float64(-1.90833280887811e-14), np.float64(41.99984703260804))",1237.071948038862,1237.071948719292,-6.804300483054249e-07
94,"POLYGON ((-1.2722218725854067e-14 42.00043364398037, 7.63870617382139e-5 42.00034673867981, 0.0001527738641213 42.00025983334868, 0.0002291604071874 42.00017292798697, 0.0003055466909428 42.000086022594616, 0.0003819327153495 41.99999911717172, 0.0004583184804201 41.99991221171824, 0.00053470398618 41.999825306234136, 0.0006110892325976 41.99973840071946, 0.0006874742197045 41.99965149517419, 0.0006110881952851 41.99965149517419, 0.0005347021708785 41.99965149517419, 0.0004583161464591 41.99965149517419, 0.0003819301220524 41.99965149517419, 0.000305544097633 41.99965149517419, 0.0002291580732391 41.99965149517419, 0.0001527720488197 41.99965149517419, 7.638602441302676e-5 41.99965149517419, -6.3611093629270335e-15 41.99965149517419, -7.638602441938787e-5 41.99965149517418, -0.0001527720488261 41.99965149517418, -0.0002291580732327 41.99965149517418, -0.0003055440976648 41.99965149517418, -0.0003819301220779 41.99965149517418, -0.0004583161464845 41.99965149517418, -0.0005347021708912 41.99965149517418, -0.0006110881952979 41.99965149517418, -0.00068747421973 41.99965149517418, -0.0006110892326103 41.99973840071946, -0.0005347039861928 41.999825306234136, -0.0004583184804264 41.99991221171824, -0.0003819327153431 41.99999911717174, -0.0003055466909301 42.00008602259465, -0.0002291604072128 42.00017292798695, -0.000152773864134 42.00025983334868, -7.638706175093612e-5 42.00034673867981, -1.2722218725854067e-14 42.00043364398037))",N11111111112112222,17,north_polar,dart,"(np.float64(0.0), np.float64(42.00004256988702))",4948.287792155448,4948.287794954949,-2.799501089612022e-06
95,"POLYGON ((-1.2722218725854067e-14 42.00043364398037, 0.0001527738641213 42.00025983334868, 0.0003055466909428 42.000086022594616, 0.0004583184804201 41.99991221171824, 0.0006110892325976 41.99973840071946, 0.0007638589475135 41.9995645895983, 0.000916627625117 41.999390778354794, 0.0010693952654716 41.9992169669889, 0.0012221618685393 41.99904315550065, 0.0013749274343771 41.99886934389001, 0.0012221577194421 41.99886934389001, 0.001069388004507 41.99886934389001, 0.0009166182895911 41.99886934389001, 0.0007638485746561 41.99886934389001, 0.0006110788597083 41.99886934389001, 0.0004583091447796 41.99886934389001, 0.0003055394298446 41.99886934389001, 0.0001527697149223 41.99886934389001, -6.3611093629270335e-15 41.99886934389001, -0.000152769714935 41.99886934389001, -0.0003055394298828 41.99886934389001, -0.0004583091447987 41.99886934389001, -0.000611078859721 41.99886934389001, -0.0007638485746688 41.99886934389001, -0.0009166182895847 41.99886934389001, -0.0010693880045325 41.99886934389001, -0.0012221577194548 41.99886934389001, -0.0013749274343962 41.99886934389001, -0.001222161868552 41.99904315550065, -0.0010693952654716 41.999216966988904, -0.0009166276251361 41.99939077835477, -0.0007638589475263 41.9995645895983, -0.0006110892326103 41.99973840071946, -0.0004583184804264 41.99991221171824, -0.0003055466909301 42.00008602259465, -0.000152773864134 42.00025983334868, -1.2722218725854067e-14 42.00043364398037))",N1111111111211222,16,north_polar,dart,"(np.float64(-6.3611093629270335e-15), np.float64(41.99965149517419))",19793.151168621793,19793.151178439057,-9.817264071898535e-06
96,"POLYGON ((-1.2722218725854067e-14 42.00043364398037, 0.0003055466909428 42.000086022594616, 0.0006110892325976 41.99973840071946, 0.000916627625117 41.999390778354794, 0.0012221618685393 41.99904315550065, 0.0015276919629788 41.998695532156994, 0.0018332179085056 41.998347908323865, 0.0021387397052024 41.998000284001236, 0.0024442573531455 41.9976526591891, 0.0027497708524367 41.99730503388745, 0.0024442407577236 41.99730503388745, 0.0021387106630169 41.99730503388745, 0.0018331805682911 41.99730503388745, 0.0015276504735844 41.99730503388745, 0.001222120378865 41.99730503388745, 0.0009165902841519 41.99730503388745, 0.0006110601894452 41.99730503388745, 0.0003055300947194 41.99730503388745, 0 41.99730503388745, -0.0003055300947194 41.99730503388745, -0.0006110601894325 41.99730503388745, -0.0009165902841519 41.99730503388745, -0.0012221203788395 41.99730503388745, -0.0015276504735844 41.99730503388745, -0.0018331805683038 41.99730503388745, -0.0021387106629915 41.99730503388745, -0.0024442407577109 41.99730503388745, -0.0027497708524494 41.99730503388745, -0.0024442573531582 41.9976526591891, -0.0021387397052215 41.99800028400123, -0.0018332179085183 41.998347908323865, -0.0015276919630042 41.998695532156994, -0.0012221618685711 41.999043155500615, -0.0009166276251361 41.99939077835477, -0.0006110892326421 41.99973840071942, -0.0003055466909492 42.00008602259464, -1.2722218725854067e-14 42.00043364398037))",N111111111121122,15,north_polar,dart,"(np.float64(1.2722218725854067e-14), np.float64(41.99886934388999))",79172.60467448717,79172.60471750336,-4.301618901081383e-05
