,rCell_suid,rCell_region,rCell_shape,Theoretical_area_of_rcell,rCell_nucleus,qCell_suid,Theoretical_area_of_qcell,qCell_nucleus,Calculated_area_of_rcell,Calculated_area_of_qcell,Calculated_perimeter_of_rcell,Calculated_perimeter_of_qcell,Number_of_densification_points,rCell_ipq,qCell_ipq,rCell_c_sp,qCell_c_sp
11,N12,north_polar,skew_quad,1049517740173.0219,"(np.float64(33.749999999999986), np.float64(47.57255099833462))",N12,1049517740173.022,"(32.32263685408042, 49.7357510977115)",1049517740179.9218,1049517740176.2737,4217155.0544952415,4132517.6484873383,3 ** 9.0,0.741584270309045,0.7722718665861892,0.7400583767487282,0.7706828298236612
12,N13,north_polar,skew_quad,1049517740173.0219,"(np.float64(59.999999999999986), np.float64(58.528017482062175))",N13,1049517740173.022,"(61.777284326629704, 59.757623100253085)",1049517740183.2666,1049517740177.954,4237100.528058285,4130136.2844739216,3 ** 9.0,0.7346189242502976,0.7731626801053944,0.7331073626777515,0.7715718103932356
13,N14,north_polar,skew_quad,1049517740173.0219,"(np.float64(45.0), np.float64(58.528017482062175))",N14,1049517740173.022,"(45.0, 60.54830580620648)",1049517740188.1897,1049517740180.6713,4166884.315381601,4119494.6429207465,3 ** 9.0,0.7595856670002047,0.7771623683721727,0.7580227335289882,0.7755632688487615
14,N15,north_polar,skew_quad,1049517740173.0219,"(np.float64(29.999999999999986), np.float64(58.528017482062175))",N15,1049517740173.022,"(28.222715673370345, 59.757623100253085)",1049517740183.2615,1049517740177.9362,4237100.528057817,4130136.284473855,3 ** 9.0,0.7346189242504562,0.7731626801054061,0.7331073626779097,0.7715718103932476
15,N16,north_polar,skew_quad,1049517740173.0219,"(np.float64(67.49999999999997), np.float64(69.1776528070817))",N16,1049517740173.022,"(69.65762170876047, 69.36479029937706)",1049517740176.6547,1049517740174.4071,4345851.470733441,4148733.9183219573,3 ** 9.0,0.698312617948655,0.7662464650995757,0.6968757607100724,0.7646698262824964
16,N17,north_polar,skew_quad,1049517740173.0219,"(np.float64(45.0), np.float64(69.1776528070817))",N17,1049517740173.022,"(45.0, 70.49575611236622)",1049517740207.3237,1049517740190.4175,4180430.9681796604,4123327.02048375,3 ** 9.0,0.7546707808204756,0.7757183909802022,0.7531179602837572,0.7741222626036732
17,N18,north_polar,skew_quad,1049517740173.0219,"(np.float64(22.499999999999968), np.float64(69.1776528070817))",N18,1049517740173.022,"(20.342378291239598, 69.36479029937706)",1049517740176.6515,1049517740174.4238,4345851.470732978,4148733.918321931,3 ** 9.0,0.6983126179488018,0.7662464650995977,0.6968757607102191,0.7646698262825181
18,N20,north_polar,skew_quad,1049517740173.0219,"(np.float64(22.5), np.float64(47.57255099833462))",N20,1049517740173.022,"(20.342378291239598, 47.96849076491794)",1049517740176.0001,1049517740174.2584,4322596.975877289,4146043.3306241073,3 ** 9.0,0.7058463241486714,0.7672413038438889,0.7043939654570035,0.7656626180335088
19,N21,north_polar,skew_quad,1049517740173.0219,"(np.float64(11.25000000000002), np.float64(47.57255099833462))",N21,1049517740173.022,"(9.51702271538392, 45.264208166104815)",1049517740169.4286,1049517740171.4272,4489501.399858455,4167939.548536918,3 ** 9.0,0.6543399332053728,0.7592010939853284,0.6529935547419919,0.7576389518166368
20,N22,north_polar,dart,1049517740173.0219,"(np.float64(1.90833280887811e-14), np.float64(47.57255099833462))",N22,1049517740173.022,"(-2.5444437451708134e-14, 41.890793246238246)",1049517740114.1561,1049517740140.3798,4555150.71464336,4158129.704569576,3 ** 9.0,0.6356150124244667,0.7627875282631755,0.6343071626047367,0.7612180066001313
21,N23,north_polar,skew_quad,1049517740173.0219,"(np.float64(15.000000000000009), np.float64(58.528017482062175))",N23,1049517740173.022,"(12.981996969462974, 57.57261423103951)",1049517740168.4908,1049517740170.768,4436947.392025368,4160647.5388477733,3 ** 9.0,0.6699325650834389,0.7618645991275909,0.6685541030153719,0.7602969764956444
22,N24,north_polar,dart,1049517740173.0219,"(np.float64(3.180554681463517e-14), np.float64(58.528017482062175))",N24,1049517740173.022,"(2.5444437451708134e-14, 54.428570416282525)",1049517740121.8267,1049517740145.9937,4543409.155884459,4162382.245960378,3 ** 9.0,0.6389045046323155,0.761229704732059,0.6375898863100911,0.7596633884672186
23,N25,north_polar,skew_quad,1049517740173.0219,"(np.float64(-11.24999999999998), np.float64(47.57255099833464))",N25,1049517740173.022,"(-9.517022715383895, 45.2642081661048)",1049517740169.4084,1049517740171.4156,4489501.399857992,4167939.548536622,3 ** 9.0,0.6543399332054952,0.7592010939854279,0.652993554742114,0.7576389518167359
24,N26,north_polar,dart,1049517740173.0219,"(np.float64(-6.3611093629270335e-15), np.float64(69.1776528070817))",N26,1049517740173.022,"(2.5444437451708134e-14, 66.51551105595982)",1049517740116.8337,1049517740144.8569,4496177.632152597,4160303.994365162,3 ** 9.0,0.6523981584441008,0.7619904289454787,0.6510557754021067,0.7604225474044807
25,N27,north_polar,skew_quad,1049517740173.0219,"(np.float64(-14.99999999999999), np.float64(58.52801748206219))",N27,1049517740173.022,"(-12.981996969462925, 57.57261423103954)",1049517740168.4961,1049517740170.7722,4436947.392025514,4160647.5388479433,3 ** 9.0,0.6699325650833984,0.7618645991275317,0.6685541030153316,0.7602969764955855
26,N28,north_polar,skew_quad,1049517740173.0219,"(np.float64(-22.499999999999996), np.float64(47.57255099833464))",N28,1049517740173.022,"(-20.34237829123957, 47.96849076491791)",1049517740175.993,1049517740174.278,4322596.975877002,4146043.330623983,3 ** 9.0,0.7058463241487603,0.7672413038439492,0.704393965457092,0.7656626180335687
27,N30,north_polar,skew_quad,1049517740173.0219,"(np.float64(123.75000000000001), np.float64(47.57255099833462))",N30,1049517740173.022,"(122.32263685408041, 49.73575109771149)",1049517740179.9418,1049517740176.2965,4217155.054494139,4132517.6484874515,3 ** 9.0,0.7415842703094468,0.7722718665861635,0.7400583767491293,0.7706828298236356
28,N31,north_polar,skew_quad,1049517740173.0219,"(np.float64(120.00000000000001), np.float64(58.52801748206219))",N31,1049517740173.022,"(118.22271567337035, 59.757623100253085)",1049517740183.244,1049517740177.9526,4237100.528060708,4130136.284473893,3 ** 9.0,0.7346189242494416,0.7731626801054039,0.7331073626768971,0.7715718103932454
29,N32,north_polar,skew_quad,1049517740173.0219,"(np.float64(112.50000000000003), np.float64(69.1776528070817))",N32,1049517740173.022,"(110.34237829123963, 69.36479029937703)",1049517740176.6416,1049517740174.4155,4345851.470733416,4148733.9183220724,3 ** 9.0,0.6983126179486543,0.7662464650995393,0.6968757607100718,0.76466982628246
30,N33,north_polar,skew_quad,1049517740173.0219,"(np.float64(135.0), np.float64(47.57255099833462))",N33,1049517740173.022,"(135.0, 50.352492261593454)",1049517740181.259,1049517740177.0508,4181013.8558301446,4127899.307988702,3 ** 9.0,0.7544603736467191,0.7740008862916858,0.7529079860466109,0.7724082918754418
31,N34,north_polar,skew_quad,1049517740173.0219,"(np.float64(135.0), np.float64(58.52801748206219))",N34,1049517740173.022,"(135.00000000000006, 60.54830580620648)",1049517740188.1827,1049517740180.6667,4166884.3153849477,4119494.6429208005,3 ** 9.0,0.7595856669989794,0.7771623683721489,0.7580227335277656,0.7755632688487378
32,N35,north_polar,skew_quad,1049517740173.0219,"(np.float64(135.0), np.float64(69.1776528070817))",N35,1049517740173.022,"(135.00000000000006, 70.49575611236617)",1049517740207.3148,1049517740190.4197,4180430.9681817354,4123327.0204838347,3 ** 9.0,0.75467078081972,0.7757183909801719,0.7531179602830032,0.774122262603643
33,N36,north_polar,skew_quad,1049517740173.0219,"(np.float64(146.25), np.float64(47.57255099833462))",N36,1049517740173.022,"(147.67736314591957, 49.73575109771149)",1049517740179.941,1049517740176.2922,4217155.054490759,4132517.648487508,3 ** 9.0,0.7415842703106349,0.7722718665861394,0.7400583767503149,0.7706828298236115
34,N37,north_polar,skew_quad,1049517740173.0219,"(np.float64(149.99999999999997), np.float64(58.52801748206219))",N37,1049517740173.022,"(151.7772843266297, 59.757623100253085)",1049517740183.2781,1049517740177.9468,4237100.528060976,4130136.284473752,3 ** 9.0,0.7346189242493724,0.7731626801054524,0.7331073626768281,0.7715718103932939
35,N38,north_polar,skew_quad,1049517740173.0219,"(np.float64(157.49999999999997), np.float64(69.1776528070817))",N38,1049517740173.022,"(159.6576217087604, 69.36479029937703)",1049517740176.6663,1049517740174.4125,4345851.470735842,4148733.9183219676,3 ** 9.0,0.698312617947891,0.7662464650995758,0.6968757607093102,0.7646698262824965
36,N40,north_polar,dart,1049517740173.0219,"(np.float64(89.99999999999997), np.float64(79.63522172736641))",N40,1049517740173.022,"(90.0000000000001, 78.32429947019537)",1049517740070.2982,1049517740122.4657,4342075.332750722,4120600.94951883,3 ** 9.0,0.6995277379367006,0.776745116355998,0.6980883804513752,0.7751468753759185
37,N41,north_polar,skew_quad,1049517740173.0219,"(np.float64(45.0), np.float64(79.63522172736637))",N41,1049517740173.022,"(45.0, 80.28601338291129)",1049517740268.9294,1049517740219.9692,4349522.0092985835,4177283.8012752226,3 ** 9.0,0.6971345106865273,0.7558083475879156,0.6957000775368355,0.7542531863788174
38,N42,north_polar,dart,1049517740173.0219,"(np.float64(-4.4527765540489235e-14), np.float64(79.63522172736637))",N42,1049517740173.022,"(-5.088887490341627e-14, 78.3242994701954)",1049517740070.2909,1049517740122.4705,4342075.332749261,4120600.949518818,3 ** 9.0,0.6995277379371667,0.7767451163560061,0.6980883804518402,0.7751468753759266
39,N43,north_polar,skew_quad,1049517740173.0219,"(np.float64(135.0), np.float64(79.63522172736641))",N43,1049517740173.022,"(135.00000000000006, 80.28601338291124)",1049517740268.9344,1049517740219.9644,4349522.009298938,4177283.801275201,3 ** 9.0,0.6971345106864167,0.7558083475879199,0.6957000775367252,0.7542531863788217
40,N44,north_polar,cap,1049517740173.0219,"(np.float64(-180.0), np.float64(90.0))",N44,1049517740173.022,"(-135.0, 89.99999999999999)",1049517739058.9501,1049517739628.7465,3627910.238411128,3755688.3092864016,3 ** 9.0,1.0020435134193946,0.9350192737490131,0.9999816954927365,0.9330953657793339
41,N45,north_polar,skew_quad,1049517740173.0219,"(np.float64(-44.99999999999994), np.float64(79.63522172736637))",N45,1049517740173.022,"(-45.000000000000064, 80.28601338291129)",1049517740268.9196,1049517740219.9615,4349522.009298658,4177283.8012752556,3 ** 9.0,0.6971345106864968,0.7558083475878982,0.6957000775368051,0.7542531863788
42,N46,north_polar,dart,1049517740173.0219,"(np.float64(-179.99999999999991), np.float64(79.63522172736637))",N46,1049517740173.022,"(179.99999999999991, 78.32429947019536)",1049517740070.2909,1049517740122.4603,4342075.332751251,4120600.949518824,3 ** 9.0,0.6995277379365253,0.7767451163559962,0.6980883804512001,0.7751468753759169
43,N47,north_polar,skew_quad,1049517740173.0219,"(np.float64(-135.0), np.float64(79.63522172736637))",N47,1049517740173.022,"(-135.0, 80.28601338291126)",1049517740268.9327,1049517740219.9587,4349522.009298839,4177283.801275231,3 ** 9.0,0.6971345106864476,0.7558083475879049,0.695700077536756,0.7542531863788069
44,N48,north_polar,dart,1049517740173.0219,"(np.float64(-89.99999999999994), np.float64(79.63522172736637))",N48,1049517740173.022,"(-90.00000000000006, 78.32429947019538)",1049517740070.2993,1049517740122.4753,4342075.332750191,4120600.9495188617,3 ** 9.0,0.6995277379368724,0.7767451163559932,0.6980883804515466,0.7751468753759138
45,N50,north_polar,skew_quad,1049517740173.0219,"(np.float64(-22.499999999999996), np.float64(69.1776528070817))",N50,1049517740173.022,"(-20.342378291239598, 69.36479029937709)",1049517740176.6562,1049517740174.4142,4345851.470733244,4148733.9183219383,3 ** 9.0,0.6983126179487193,0.7662464650995879,0.6968757607101367,0.7646698262825086
46,N51,north_polar,skew_quad,1049517740173.0219,"(np.float64(-29.999999999999993), np.float64(58.52801748206219))",N51,1049517740173.022,"(-28.22271567337033, 59.75762310025311)",1049517740183.2833,1049517740177.9536,4237100.528058503,4130136.284473965,3 ** 9.0,0.7346189242502337,0.7731626801053778,0.7331073626776876,0.7715718103932193
47,N52,north_polar,skew_quad,1049517740173.0219,"(np.float64(-33.75), np.float64(47.57255099833464))",N52,1049517740173.022,"(-32.322636854080436, 49.73575109771149)",1049517740179.9468,1049517740176.3002,4217155.054492993,4132517.648487305,3 ** 9.0,0.7415842703098532,0.7722718665862212,0.7400583767495349,0.7706828298236931
48,N53,north_polar,skew_quad,1049517740173.0219,"(np.float64(-44.99999999999997), np.float64(69.1776528070817))",N53,1049517740173.022,"(-45.000000000000036, 70.49575611236622)",1049517740207.3168,1049517740190.4084,4180430.968179887,4123327.020483576,3 ** 9.0,0.7546707808203886,0.7757183909802607,0.7531179602836704,0.7741222626037317
49,N54,north_polar,skew_quad,1049517740173.0219,"(np.float64(-44.99999999999998), np.float64(58.52801748206219))",N54,1049517740173.022,"(-45.00000000000003, 60.5483058062065)",1049517740188.1846,1049517740180.6788,4166884.3153824117,4119494.6429208554,3 ** 9.0,0.7595856669999054,0.7771623683721371,0.7580227335286897,0.7755632688487261
50,N55,north_polar,skew_quad,1049517740173.0219,"(np.float64(-44.999999999999986), np.float64(47.57255099833464))",N55,1049517740173.022,"(-45.00000000000001, 50.352492261593454)",1049517740181.2592,1049517740177.0184,4181013.855832214,4127899.307988723,3 ** 9.0,0.7544603736459724,0.7740008862916541,0.7529079860458657,0.77240829187541
51,N56,north_polar,skew_quad,1049517740173.0219,"(np.float64(-67.5), np.float64(69.1776528070817))",N56,1049517740173.022,"(-69.65762170876047, 69.36479029937706)",1049517740176.6575,1049517740174.4128,4345851.470733714,4148733.9183220873,3 ** 9.0,0.6983126179485691,0.7662464650995319,0.6968757607099868,0.7646698262824526
52,N57,north_polar,skew_quad,1049517740173.0219,"(np.float64(-60.00000000000001), np.float64(58.52801748206219))",N57,1049517740173.022,"(-61.777284326629704, 59.75762310025309)",1049517740183.2595,1049517740177.9426,4237100.528058939,4130136.2844738313,3 ** 9.0,0.734618924250066,0.7731626801054198,0.7331073626775203,0.7715718103932613
53,N58,north_polar,skew_quad,1049517740173.0219,"(np.float64(-56.25), np.float64(47.57255099833464))",N58,1049517740173.022,"(-57.67736314591959, 49.73575109771149)",1049517740179.9434,1049517740176.2924,4217155.054492785,4132517.6484874394,3 ** 9.0,0.7415842703099241,0.7722718665861651,0.7400583767496056,0.7706828298236371
54,N60,north_polar,skew_quad,1049517740173.0219,"(np.float64(157.49999999999997), np.float64(47.57255099833462))",N60,1049517740173.022,"(159.65762170876044, 47.96849076491791)",1049517740175.991,1049517740174.2798,4322596.975874039,4146043.3306238684,3 ** 9.0,0.7058463241497265,0.7672413038439929,0.7043939654580562,0.7656626180336125
55,N61,north_polar,skew_quad,1049517740173.0219,"(np.float64(164.99999999999997), np.float64(58.52801748206219))",N61,1049517740173.022,"(167.01800303053705, 57.57261423103951)",1049517740168.4967,1049517740170.7551,4436947.392028057,4160647.538847685,3 ** 9.0,0.6699325650826308,0.761864599127614,0.6685541030145654,0.7602969764956675
56,N62,north_polar,dart,1049517740173.0219,"(np.float64(-180.0), np.float64(69.17765280708171))",N62,1049517740173.022,"(179.99999999999997, 66.51551105595978)",1049517740116.8241,1049517740144.8484,4496177.632154158,4160303.994365187,3 ** 9.0,0.6523981584436417,0.7619904289454635,0.6510557754016485,0.7604225474044656
57,N63,north_polar,skew_quad,1049517740173.0219,"(np.float64(168.75), np.float64(47.57255099833462))",N63,1049517740173.022,"(170.4829772846161, 45.264208166104794)",1049517740169.4126,1049517740171.4042,4489501.399854947,4167939.5485367966,3 ** 9.0,0.6543399332063854,0.759201093985356,0.6529935547430025,0.7576389518166643
58,N64,north_polar,dart,1049517740173.0219,"(np.float64(-180.0), np.float64(58.52801748206219))",N64,1049517740173.022,"(-179.99999999999997, 54.42857041628252)",1049517740121.8224,1049517740145.9946,4543409.1558865355,4162382.24596011,3 ** 9.0,0.6389045046317289,0.7612297047321579,0.6375898863095055,0.7596633884673172
59,N65,north_polar,skew_quad,1049517740173.0219,"(np.float64(-165.00000000000003), np.float64(58.52801748206219))",N65,1049517740173.022,"(-167.01800303053705, 57.57261423103951)",1049517740168.5176,1049517740170.7733,4436947.3920273995,4160647.5388479,3 ** 9.0,0.6699325650828426,0.7618645991275482,0.6685541030147768,0.760296976495602
60,N66,north_polar,dart,1049517740173.0219,"(np.float64(-180.0), np.float64(47.572550998334656))",N66,1049517740173.022,"(-179.99999999999997, 41.8907932462382)",1049517740114.1433,1049517740140.359,4555150.714638883,4158129.704569662,3 ** 9.0,0.6356150124257084,0.7627875282631287,0.6343071626059757,0.7612180066000848
61,N67,north_polar,skew_quad,1049517740173.0219,"(np.float64(-168.75), np.float64(47.572550998334656))",N67,1049517740173.022,"(-170.48297728461608, 45.26420816610478)",1049517740169.4249,1049517740171.3973,4489501.39985475,4167939.5485366513,3 ** 9.0,0.6543399332064505,0.7592010939854039,0.6529935547430673,0.7576389518167121
62,N68,north_polar,skew_quad,1049517740173.0219,"(np.float64(-157.50000000000003), np.float64(47.572550998334656))",N68,1049517740173.022,"(-159.65762170876044, 47.96849076491788)",1049517740175.9971,1049517740174.2666,4322596.975874042,4146043.330623869,3 ** 9.0,0.7058463241497297,0.7672413038439831,0.7043939654580594,0.7656626180336027
63,N70,north_polar,skew_quad,1049517740173.0219,"(np.float64(-157.49999999999997), np.float64(69.17765280708171))",N70,1049517740173.022,"(-159.65762170876047, 69.36479029937703)",1049517740176.6592,1049517740174.4148,4345851.470735777,4148733.9183218493,3 ** 9.0,0.6983126179479073,0.7662464650996212,0.6968757607093263,0.7646698262825417
64,N71,north_polar,skew_quad,1049517740173.0219,"(np.float64(-135.0), np.float64(69.17765280708171))",N71,1049517740173.022,"(-135.0, 70.4957561123662)",1049517740207.3286,1049517740190.4227,4180430.9681817824,4123327.0204837136,3 ** 9.0,0.7546707808197128,0.7757183909802197,0.753117960282996,0.7741222626036908
65,N72,north_polar,skew_quad,1049517740173.0219,"(np.float64(-112.49999999999994), np.float64(69.17765280708171))",N72,1049517740173.022,"(-110.34237829123958, 69.36479029937706)",1049517740176.6781,1049517740174.4137,4345851.470733444,4148733.9183219895,3 ** 9.0,0.6983126179486697,0.7662464650995685,0.6968757607100872,0.7646698262824893
66,N73,north_polar,skew_quad,1049517740173.0219,"(np.float64(-149.99999999999997), np.float64(58.52801748206219))",N73,1049517740173.022,"(-151.7772843266297, 59.75762310025306)",1049517740183.2434,1049517740177.9469,4237100.52806095,4130136.284473811,3 ** 9.0,0.7346189242493573,0.7731626801054305,0.733107362676813,0.771571810393272
67,N74,north_polar,skew_quad,1049517740173.0219,"(np.float64(-135.0), np.float64(58.52801748206219))",N74,1049517740173.022,"(-135.0, 60.54830580620647)",1049517740188.1832,1049517740180.6729,4166884.3153847745,4119494.6429208014,3 ** 9.0,0.759585666999043,0.7771623683721531,0.758022733527829,0.7755632688487419
68,N75,north_polar,skew_quad,1049517740173.0219,"(np.float64(-119.99999999999997), np.float64(58.52801748206219))",N75,1049517740173.022,"(-118.22271567337035, 59.757623100253085)",1049517740183.2861,1049517740177.9435,4237100.528060634,4130136.284473777,3 ** 9.0,0.734618924249497,0.7731626801054408,0.7331073626769522,0.7715718103932823
69,N76,north_polar,skew_quad,1049517740173.0219,"(np.float64(-146.25), np.float64(47.572550998334656))",N76,1049517740173.022,"(-147.6773631459196, 49.73575109771146)",1049517740179.928,1049517740176.2887,4217155.054490804,4132517.648487308,3 ** 9.0,0.74158427031061,0.7722718665862114,0.7400583767502901,0.7706828298236835
70,N77,north_polar,skew_quad,1049517740173.0219,"(np.float64(-135.0), np.float64(47.572550998334656))",N77,1049517740173.022,"(-135.0, 50.35249226159342)",1049517740181.266,1049517740177.0298,4181013.855830058,4127899.30798869,3 ** 9.0,0.7544603736467554,0.7740008862916747,0.752907986046647,0.7724082918754307
71,N78,north_polar,skew_quad,1049517740173.0219,"(np.float64(-123.74999999999999), np.float64(47.572550998334656))",N78,1049517740173.022,"(-122.32263685408041, 49.73575109771146)",1049517740179.9315,1049517740176.2988,4217155.0544941295,4132517.6484873416,3 ** 9.0,0.7415842703094429,0.7722718665862063,0.7400583767491253,0.7706828298236783
72,N80,north_polar,dart,1049517740173.0219,"(np.float64(-89.99999999999997), np.float64(69.1776528070817))",N80,1049517740173.022,"(-90.00000000000007, 66.51551105595979)",1049517740116.8329,1049517740144.8506,4496177.6321515655,4160303.9943651226,3 ** 9.0,0.6523981584443997,0.7619904289454886,0.6510557754024049,0.7604225474044907
73,N81,north_polar,skew_quad,1049517740173.0219,"(np.float64(-74.99999999999999), np.float64(58.52801748206219))",N81,1049517740173.022,"(-77.01800303053707, 57.57261423103952)",1049517740168.5265,1049517740170.7732,4436947.392026805,4160647.538847997,3 ** 9.0,0.6699325650830277,0.7618645991275128,0.6685541030149615,0.7602969764955666
74,N82,north_polar,skew_quad,1049517740173.0219,"(np.float64(-67.49999999999999), np.float64(47.57255099833464))",N82,1049517740173.022,"(-69.65762170876042, 47.96849076491791)",1049517740175.9796,1049517740174.2748,4322596.975877625,4146043.3306238935,3 ** 9.0,0.705846324148548,0.76724130384398,0.7043939654568802,0.7656626180335996
75,N83,north_polar,skew_quad,1049517740173.0219,"(np.float64(-104.99999999999999), np.float64(58.52801748206219))",N83,1049517740173.022,"(-102.98199696946298, 57.57261423103951)",1049517740168.5044,1049517740170.7639,4436947.392026662,4160647.5388479363,3 ** 9.0,0.669932565083057,0.7618645991275281,0.6685541030149907,0.7602969764955818
76,N84,north_polar,dart,1049517740173.0219,"(np.float64(-90.0), np.float64(58.52801748206219))",N84,1049517740173.022,"(-90.00000000000004, 54.428570416282525)",1049517740121.8264,1049517740145.9862,4543409.155885062,4162382.245960422,3 ** 9.0,0.6389045046321458,0.7612297047320377,0.6375898863099214,0.7596633884671973
77,N85,north_polar,skew_quad,1049517740173.0219,"(np.float64(-78.74999999999999), np.float64(47.57255099833464))",N85,1049517740173.022,"(-80.48297728461611, 45.264208166104794)",1049517740169.4142,1049517740171.3993,4489501.399859285,4167939.54853658,3 ** 9.0,0.654339933205122,0.7592010939854313,0.6529935547417415,0.7576389518167393
78,N86,north_polar,skew_quad,1049517740173.0219,"(np.float64(-112.49999999999999), np.float64(47.572550998334656))",N86,1049517740173.022,"(-110.34237829123958, 47.96849076491789)",1049517740175.9957,1049517740174.2881,4322596.975877451,4146043.3306238446,3 ** 9.0,0.7058463241486155,0.7672413038440078,0.7043939654569477,0.7656626180336272
79,N87,north_polar,skew_quad,1049517740173.0219,"(np.float64(-101.24999999999999), np.float64(47.572550998334656))",N87,1049517740173.022,"(-99.51702271538393, 45.26420816610479)",1049517740169.4255,1049517740171.3961,4489501.399858434,4167939.5485366625,3 ** 9.0,0.6543399332053772,0.7592010939853989,0.6529935547419962,0.7576389518167072
80,N88,north_polar,dart,1049517740173.0219,"(np.float64(-89.99999999999997), np.float64(47.57255099833464))",N88,1049517740173.022,"(-90.00000000000001, 41.8907932462382)",1049517740114.161,1049517740140.3954,4555150.714642111,4158129.7045696336,3 ** 9.0,0.6356150124248183,0.7627875282631655,0.6343071626050875,0.7612180066001215
81,O00,equatorial,quad,1049517740173.0219,"(np.float64(-175.0), np.float64(36.46377824194512))",O00,1049517740173.022,"(-173.37488427361322, 31.947296147958852)",1049517740163.4606,1049517740140.3895,4131493.673005994,4158011.3508919775,3 ** 9.0,0.7726547234879803,0.7628309528651975,0.7710648989540688,0.7612613418511204
82,O01,equatorial,quad,1049517740173.0219,"(np.float64(-165.0), np.float64(36.46377824194512))",O01,1049517740173.022,"(-165.01561413524448, 35.17985714775368)",1049517740163.4552,1049517740171.4064,4131493.67300598,4167343.1673214897,3 ** 9.0,0.7726547234879816,0.7594184054237055,0.7710648989540702,0.7578558161121365
