,rCell_suid,rCell_region,rCell_shape,Theoretical_area_of_rcell,rCell_nucleus,qCell_suid,Theoretical_area_of_qcell,qCell_nucleus,Calculated_area_of_rcell,Calculated_area_of_qcell,Calculated_perimeter_of_rcell,Calculated_perimeter_of_qcell,Number_of_densification_points,rCell_ipq,qCell_ipq,rCell_c_sp,qCell_c_sp
17,O8,equatorial,quad,9445659661557.2,"(np.float64(-105.00000000000001), np.float64(-26.490118751439734))",O8,9445659661557.197,"(-108.07055995167714, -24.462028254889496)",9445659661498.754,9445659661468.078,12181050.947484026,12191320.554079223,3 ** 9.999999999999998,0.7999680428055669,0.7986208717782386,0.7851538197907406,0.7838315963750774
18,P0,equatorial,quad,9445659661557.2,"(np.float64(-74.99999999999999), np.float64(26.490118751439734))",P0,9445659661557.197,"(-71.92944004832289, 24.462028254889496)",9445659661498.826,9445659661467.758,12181050.947481556,12191320.554079413,3 ** 9.999999999999998,0.7999680428058974,0.7986208717781864,0.7851538197910649,0.7838315963750268
19,P1,equatorial,quad,9445659661557.2,"(np.float64(-45.0), np.float64(26.490118751439734))",P1,9445659661557.197,"(-45.0, 29.671922540371927)",9445659661498.867,9445659661602.535,12181050.947485832,12496949.678603748,3 ** 9.999999999999998,0.7999680428053391,0.7600359153820219,0.7851538197905169,0.7459611762082131
20,P2,equatorial,quad,9445659661557.2,"(np.float64(-14.999999999999998), np.float64(26.490118751439734))",P2,9445659661557.197,"(-18.07055995167712, 24.462028254889507)",9445659661498.89,9445659661467.709,12181050.947484514,12191320.554080082,3 ** 9.999999999999998,0.7999680428055143,0.7986208717780948,0.7851538197906888,0.7838315963749369
21,P3,equatorial,quad,9445659661557.2,"(np.float64(-74.99999999999999), np.float64(0.0))",P3,9445659661557.197,"(-74.5616628441972, 3.845434756540767e-15)",9445659661537.758,9445659661602.625,12216319.896943418,12500309.525714524,3 ** 9.999999999999998,0.7953556382137581,0.7596274036905699,0.7806268300987188,0.7455602295480843
22,P4,equatorial,quad,9445659661557.2,"(np.float64(-45.0), np.float64(0.0))",P4,9445659661557.197,"(-45.0, 0.0)",9445659661537.746,9445659661013.092,12216319.896947986,11186736.210525978,3 ** 9.999999999999998,0.7953556382131624,0.9484956921805369,0.7806268300981342,0.9309309571411684
23,P5,equatorial,quad,9445659661557.2,"(np.float64(-14.999999999999998), np.float64(0.0))",P5,9445659661557.197,"(-15.438337155802824, 3.845434756540766e-15)",9445659661537.734,9445659661602.193,12216319.896952057,12500309.525714261,3 ** 9.999999999999998,0.7953556382126313,0.7596274036905671,0.7806268300976128,0.7455602295480821
24,P6,equatorial,quad,9445659661557.2,"(np.float64(-74.99999999999999), np.float64(-26.490118751439734))",P6,9445659661557.197,"(-71.92944004832289, -24.462028254889486)",9445659661498.773,9445659661467.42,12181050.947486948,12191320.554079648,3 ** 9.999999999999998,0.7999680428051846,0.7986208717781272,0.7851538197903654,0.7838315963749692
25,P7,equatorial,quad,9445659661557.2,"(np.float64(-45.0), np.float64(-26.490118751439734))",P7,9445659661557.197,"(-45.0, -29.671922540371906)",9445659661498.762,9445659661602.844,12181050.94747478,12496949.678602723,3 ** 9.999999999999998,0.799968042806782,0.7600359153821712,0.7851538197919332,0.7459611762083592
26,P8,equatorial,quad,9445659661557.2,"(np.float64(-14.999999999999998), np.float64(-26.490118751439734))",P8,9445659661557.197,"(-18.07055995167711, -24.462028254889493)",9445659661498.688,9445659661468.02,12181050.947464352,12191320.554080354,3 ** 9.999999999999998,0.7999680428081454,0.7986208717780854,0.7851538197932715,0.783831596374927
27,Q0,equatorial,quad,9445659661557.2,"(np.float64(14.999999999999998), np.float64(26.490118751439734))",Q0,9445659661557.197,"(18.0705599516771, 24.462028254889496)",9445659661498.893,9445659661467.736,12181050.947480604,12191320.554080334,3 ** 9.999999999999998,0.799968042806028,0.7986208717780641,0.7851538197911929,0.7838315963749066
28,Q1,equatorial,quad,9445659661557.2,"(np.float64(45.0), np.float64(26.490118751439734))",Q1,9445659661557.197,"(45.0, 29.671922540371927)",9445659661498.916,9445659661602.527,12181050.94748947,12496949.678603707,3 ** 9.999999999999998,0.7999680428048654,0.7600359153820262,0.7851538197900519,0.7459611762082174
29,Q2,equatorial,quad,9445659661557.2,"(np.float64(74.99999999999999), np.float64(26.490118751439734))",Q2,9445659661557.197,"(71.92944004832286, 24.462028254889507)",9445659661498.885,9445659661467.6,12181050.947482662,12191320.55407948,3 ** 9.999999999999998,0.7999680428057571,0.7986208717781643,0.785153819790927,0.7838315963750053
30,Q3,equatorial,quad,9445659661557.2,"(np.float64(14.999999999999998), np.float64(0.0))",Q3,9445659661557.197,"(15.438337155802806, 3.845434756540767e-15)",9445659661537.746,9445659661602.639,12216319.896948582,12500309.525714789,3 ** 9.999999999999998,0.7953556382130847,0.7596274036905389,0.780626830098058,0.7455602295480538
31,Q4,equatorial,quad,9445659661557.2,"(np.float64(45.0), np.float64(0.0))",Q4,9445659661557.197,"(45.0, 0.0)",9445659661537.729,9445659661013.129,12216319.896952448,11186736.210525896,3 ** 9.999999999999998,0.7953556382125798,0.9484956921805544,0.7806268300975625,0.9309309571411855
32,Q5,equatorial,quad,9445659661557.2,"(np.float64(74.99999999999999), np.float64(0.0))",Q5,9445659661557.197,"(74.56166284419717, 3.845434756540767e-15)",9445659661537.732,9445659661602.398,12216319.89694285,12500309.525714215,3 ** 9.999999999999998,0.7953556382138299,0.7596274036905893,0.7806268300987894,0.7455602295481037
33,Q6,equatorial,quad,9445659661557.2,"(np.float64(14.999999999999998), np.float64(-26.490118751439734))",Q6,9445659661557.197,"(18.0705599516771, -24.462028254889486)",9445659661498.629,9445659661467.375,12181050.947464801,12191320.554080386,3 ** 9.999999999999998,0.7999680428080813,0.7986208717780269,0.7851538197932088,0.7838315963748707
34,Q7,equatorial,quad,9445659661557.2,"(np.float64(45.0), np.float64(-26.490118751439734))",Q7,9445659661557.197,"(45.0, -29.671922540371906)",9445659661498.717,9445659661602.727,12181050.947476739,12496949.678602869,3 ** 9.999999999999998,0.7999680428065208,0.7600359153821441,0.785153819791677,0.7459611762083329
35,Q8,equatorial,quad,9445659661557.2,"(np.float64(74.99999999999999), np.float64(-26.490118751439734))",Q8,9445659661557.197,"(71.92944004832286, -24.462028254889496)",9445659661498.693,9445659661467.838,12181050.947487414,12191320.554079155,3 ** 9.999999999999998,0.7999680428051166,0.7986208717782272,0.7851538197902989,0.7838315963750666
36,R0,equatorial,quad,9445659661557.2,"(np.float64(105.00000000000001), np.float64(26.490118751439734))",R0,9445659661557.197,"(108.07055995167713, 24.462028254889507)",9445659661498.832,9445659661467.742,12181050.947481392,12191320.554079305,3 ** 9.999999999999998,0.7999680428059195,0.7986208717781995,0.7851538197910866,0.7838315963750395
37,R1,equatorial,quad,9445659661557.2,"(np.float64(134.99999999999997), np.float64(26.490118751439734))",R1,9445659661557.197,"(135.0, 29.671922540371927)",9445659661498.834,9445659661602.45,12181050.947486902,12496949.67860334,3 ** 9.999999999999998,0.799968042805196,0.7600359153820645,0.7851538197903765,0.7459611762082551
38,R2,equatorial,quad,9445659661557.2,"(np.float64(165.0), np.float64(26.490118751439734))",R2,9445659661557.197,"(161.92944004832287, 24.462028254889507)",9445659661498.816,9445659661467.701,12181050.947484912,12191320.554079253,3 ** 9.999999999999998,0.7999680428054556,0.7986208717782027,0.7851538197906313,0.7838315963750427
39,R3,equatorial,quad,9445659661557.2,"(np.float64(105.00000000000001), np.float64(0.0))",R3,9445659661557.197,"(105.43833715580281, 3.8454347565407674e-15)",9445659661537.72,9445659661602.598,12216319.896941138,12500309.525714386,3 ** 9.999999999999998,0.795355638214052,0.7596274036905846,0.7806268300990074,0.7455602295480988
40,R4,equatorial,quad,9445659661557.2,"(np.float64(134.99999999999997), np.float64(0.0))",R4,9445659661557.197,"(135.0, 0.0)",9445659661537.742,9445659661013.035,12216319.896949036,11186736.210525563,3 ** 9.999999999999998,0.7953556382130254,0.9484956921806017,0.7806268300979996,0.930930957141232
41,R5,equatorial,quad,9445659661557.2,"(np.float64(165.0), np.float64(0.0))",R5,9445659661557.197,"(164.5616628441972, 3.8454347565407674e-15)",9445659661537.736,9445659661602.46,12216319.896949284,12500309.525713949,3 ** 9.999999999999998,0.7953556382129925,0.7596274036906268,0.7806268300979674,0.7455602295481403
42,R6,equatorial,quad,9445659661557.2,"(np.float64(105.00000000000001), np.float64(-26.490118751439734))",R6,9445659661557.197,"(108.0705599516771, -24.462028254889486)",9445659661498.805,9445659661467.398,12181050.947484534,12191320.554079568,3 ** 9.999999999999998,0.7999680428055044,0.7986208717781359,0.7851538197906791,0.7838315963749778
43,R7,equatorial,quad,9445659661557.2,"(np.float64(134.99999999999997), np.float64(-26.490118751439734))",R7,9445659661557.197,"(135.0, -29.671922540371906)",9445659661498.73,9445659661602.742,12181050.947470976,12496949.678603102,3 ** 9.999999999999998,0.7999680428072788,0.7600359153821171,0.7851538197924209,0.7459611762083064
44,R8,equatorial,quad,9445659661557.2,"(np.float64(165.0), np.float64(-26.490118751439734))",R8,9445659661557.197,"(161.92944004832287, -24.462028254889486)",9445659661498.674,9445659661468.09,12181050.947467668,12191320.554078711,3 ** 9.999999999999998,0.7999680428077086,0.7986208717783065,0.7851538197928428,0.7838315963751441
45,S0,south_polar,dart,9445659661557.2,"(np.float64(-179.99999999999997), np.float64(-58.52801748206219))",S0,9445659661557.197,"(-179.99999999999997, -54.42857041628252)",9445659661389.686,9445659661467.908,12827512.031387735,12192486.856976118,3 ** 9.999999999999998,0.7213687026296112,0.7984680909226232,0.7080100229515219,0.7836816447945663
46,S1,south_polar,skew_quad,9445659661557.2,"(np.float64(-134.99999999999997), np.float64(-58.52801748206219))",S1,9445659661557.197,"(-135.00000000000006, -60.54830580620647)",9445659661648.186,9445659661602.334,13038164.8764983,12498702.019395633,3 ** 9.999999999999998,0.6982472276244519,0.7598228134819168,0.6853167234090599,0.7457520206395919
47,S2,south_polar,dart,9445659661557.2,"(np.float64(-90.00000000000003), np.float64(-58.52801748206219))",S2,9445659661557.197,"(-90.00000000000004, -54.428570416282525)",9445659661390.191,9445659661468.002,12827512.031388076,12192486.856975256,3 ** 9.999999999999998,0.7213687026296115,0.7984680909227442,0.7080100229515215,0.7836816447946848
48,S3,south_polar,skew_quad,9445659661557.2,"(np.float64(135.0), np.float64(-58.52801748206219))",S3,9445659661557.197,"(135.0, -60.54830580620648)",9445659661648.275,9445659661602.44,13038164.87649167,12498702.019395705,3 ** 9.999999999999998,0.6982472276251688,0.7598228134819165,0.6853167234097631,0.7457520206395913
49,S4,south_polar,cap,9445659661557.2,"(np.float64(-180.0), np.float64(-90.0))",S4,9445659661557.197,"(135.0, -89.99999999999997)",9445659660443.021,9445659661013.115,10794370.596664857,11187890.43700815,3 ** 9.999999999999998,1.0187028205671531,0.9482999944519074,0.9998379535218382,0.9307388834445505
50,S5,south_polar,skew_quad,9445659661557.2,"(np.float64(-45.0), np.float64(-58.52801748206219))",S5,9445659661557.197,"(-45.0, -60.5483058062065)",9445659661647.912,9445659661602.877,13038164.876494281,12498702.019395236,3 ** 9.999999999999998,0.6982472276248622,0.7598228134820086,0.6853167234094628,0.7457520206396812
51,S6,south_polar,dart,9445659661557.2,"(np.float64(90.0), np.float64(-58.52801748206219))",S6,9445659661557.197,"(90.0, -54.42857041628252)",9445659661389.896,9445659661467.896,12827512.031390328,12192486.856976312,3 ** 9.999999999999998,0.7213687026293356,0.7984680909225969,0.7080100229512512,0.7836816447945404
52,S7,south_polar,skew_quad,9445659661557.2,"(np.float64(44.999999999999964), np.float64(-58.52801748206219))",S7,9445659661557.197,"(45.00000000000005, -60.54830580620648)",9445659661647.854,9445659661602.602,13038164.876496326,12498702.01939567,3 ** 9.999999999999998,0.6982472276246389,0.7598228134819337,0.6853167234092437,0.7457520206396081
53,S8,south_polar,dart,9445659661557.2,"(np.float64(0.0), np.float64(-58.52801748206219))",S8,9445659661557.197,"(2.5444437451708134e-14, -54.428570416282525)",9445659661390.027,9445659661467.64,12827512.03138649,12192486.856975118,3 ** 9.999999999999998,0.7213687026297771,0.7984680909227316,0.7080100229516845,0.7836816447946733
