,rCell_suid,rCell_region,rCell_shape,Theoretical_area_of_rcell,rCell_nucleus,qCell_suid,Theoretical_area_of_qcell,qCell_nucleus,Calculated_area_of_rcell,Calculated_area_of_qcell,Calculated_perimeter_of_rcell,Calculated_perimeter_of_qcell,Number_of_densification_points,rCell_ipq,qCell_ipq,rCell_c_sp,qCell_c_sp
18,N00102,north_polar,skew_quad,83018493119.15506,"(np.float64(80.68965517241381), np.float64(46.699933190048846))",N00102,83018493119.15508,"(82.21745985536715, 43.78466881126555)",83018493118.58656,83018493118.90062,1269352.1574358318,1173654.7568293407,2 ** 12.0,0.6474712056057614,0.7573628241820226,0.6473658229225581,0.7572395554931912
19,N00103,north_polar,skew_quad,83018493119.15506,"(np.float64(77.58620689655173), np.float64(46.699933190048846))",N00103,83018493119.15508,"(79.42335888724075, 44.661387891432014)",83018493118.87167,83018493119.0135,1254361.2152696047,1171592.941792538,2 ** 12.0,0.6630396128146141,0.7600308431422481,0.6629316962109663,0.759907140205539
20,N00110,north_polar,skew_quad,83018493119.15506,"(np.float64(72.5806451612903), np.float64(43.53497542415357))",N00110,83018493119.15508,"(74.7052128775888, 42.732610696589056)",83018493119.28322,83018493119.19447,1233294.461166955,1169339.0587924456,2 ** 12.0,0.6858847519836939,0.762963562263145,0.6857731170956756,0.7628393819958496
21,N00111,north_polar,skew_quad,83018493119.15506,"(np.float64(69.6774193548387), np.float64(43.53497542415357))",N00111,83018493119.15508,"(71.85176315882289, 43.465951942820254)",83018493119.45396,83018493119.27115,1222406.7349632457,1167949.5168027051,2 ** 12.0,0.698157233675471,0.7647800800977848,0.6980436013132189,0.7646556041732895
22,N00112,north_polar,skew_quad,83018493119.15506,"(np.float64(74.48275862068965), np.float64(46.699933190048846))",N00112,83018493119.15508,"(76.5285973330623, 45.483771864902)",83018493119.1304,83018493119.12407,1240478.3937112377,1169703.6798529488,2 ** 12.0,0.6779634821962972,0.7624879730534192,0.6778531365774503,0.7623638701932217
23,N00113,north_polar,skew_quad,83018493119.15506,"(np.float64(71.37931034482759), np.float64(46.699933190048846))",N00113,83018493119.15508,"(73.5346655711352, 46.24590033352015)",83018493119.36317,83018493119.22775,1227764.994603647,1167986.196012193,2 ** 12.0,0.6920766813916364,0.7647320468442462,0.6919640387026075,0.7646075787376634
24,N00120,north_polar,skew_quad,83018493119.15506,"(np.float64(83.33333333333333), np.float64(49.828909529106234))",N00120,83018493119.15508,"(84.51809378390502, 46.42455400114024)",83018493118.11664,83018493118.70529,1283834.940870701,1175682.5803310263,2 ** 12.0,0.6329455161699599,0.7547524705295272,0.632842497694022,0.7546296267029443
25,N00121,north_polar,skew_quad,83018493119.15506,"(np.float64(80.00000000000001), np.float64(49.828909529106234))",N00121,83018493119.15508,"(81.60527360154575, 47.329563427145004)",83018493118.51231,83018493118.85757,1266360.184301272,1173134.3352411746,2 ** 12.0,0.6505343229779214,0.7580349303116425,0.6504284417404584,0.7579115522305375
26,N00122,north_polar,skew_quad,83018493119.15506,"(np.float64(86.39999999999996), np.float64(52.92533684065943))",N00122,83018493119.15508,"(87.09597431874663, 49.008671948176016)",83018493117.3753,83018493118.40508,1302340.9000974428,1178789.8421582938,2 ** 12.0,0.6150853037647389,0.7507786959088939,0.6149851922244147,0.7506564988555244
27,N00123,north_polar,skew_quad,83018493119.15506,"(np.float64(82.79999999999998), np.float64(52.92533684065943))",N00123,83018493119.15508,"(84.05983631410245, 49.942820815532855)",83018493117.93355,83018493118.61092,1281887.3952547382,1175622.9837287688,2 ** 12.0,0.6348702198054501,0.754828994760551,0.6347668880639469,0.7547061384788524
28,N00130,north_polar,skew_quad,83018493119.15506,"(np.float64(76.66666666666666), np.float64(49.828909529106234))",N00130,83018493119.15508,"(78.5761067666117, 48.18226389906194)",83018493118.87105,83018493119.00578,1250130.1476534707,1170792.1053590707,2 ** 12.0,0.667535325235137,0.7610709399324054,0.6674266769074625,0.7609470677091094
29,N00131,north_polar,skew_quad,83018493119.15506,"(np.float64(73.33333333333333), np.float64(49.828909529106234))",N00131,83018493119.15508,"(75.43116984819146, 48.97585690844011)",83018493119.19466,83018493119.14853,1235225.054064496,1168655.5836003746,2 ** 12.0,0.6837424226540032,0.7638562446946805,0.6836311364523994,0.7637319191340205
30,N00132,north_polar,skew_quad,83018493119.15506,"(np.float64(79.19999999999997), np.float64(52.92533684065943))",N00132,83018493119.15508,"(80.88889126427378, 50.82762201269376)",83018493118.44168,83018493118.81345,1262827.217772419,1172705.5409644898,2 ** 12.0,0.6541793678651686,0.7585893754863556,0.6540728933586811,0.7584659071635231
31,N00133,north_polar,skew_quad,83018493119.15506,"(np.float64(75.59999999999998), np.float64(52.92533684065943))",N00133,83018493119.15508,"(77.58224533491297, 51.65527938592124)",83018493118.89851,83018493119.00847,1245265.055252321,1170036.8127584427,2 ** 12.0,0.6727614657201065,0.7620538436809475,0.672651966783629,0.7619298114798279
32,N00200,north_polar,skew_quad,83018493119.15506,"(np.float64(101.61290322580642), np.float64(43.53497542415357))",N00200,83018493119.15508,"(99.84591893945783, 41.08858079022901)",83018493118.88632,83018493119.02791,1258114.6567937098,1172554.987597734,2 ** 12.0,0.6590893081991372,0.7587841902606838,0.6589820345487146,0.7586606902297172
33,N00201,north_polar,skew_quad,83018493119.15506,"(np.float64(99.31034482758619), np.float64(46.699933190048824))",N00201,83018493119.15508,"(97.78254014463289, 43.78466881126552)",83018493118.58926,83018493118.90077,1269352.15743574,1173654.7568293659,2 ** 12.0,0.647471205605876,0.7573628241819915,0.6473658229226726,0.7572395554931601
34,N00202,north_polar,skew_quad,83018493119.15506,"(np.float64(104.51612903225806), np.float64(43.53497542415357))",N00202,83018493119.15508,"(102.52667152856563, 41.93843511016495)",83018493119.09341,83018493119.11227,1245212.6773808594,1170873.6853427978,2 ** 12.0,0.6728180641732229,0.7609648892249353,0.6727085560247573,0.7608410342624965
35,N00203,north_polar,skew_quad,83018493119.15506,"(np.float64(102.41379310344828), np.float64(46.699933190048824))",N00203,83018493119.15508,"(100.57664111275925, 44.66138789143195)",83018493118.87227,83018493119.01468,1254361.2152695556,1171592.9417925086,2 ** 12.0,0.6630396128146708,0.760030843142297,0.662931696211023,0.7599071402055878
36,N00210,north_polar,skew_quad,83018493119.15506,"(np.float64(96.66666666666661), np.float64(49.82890952910627))",N00210,83018493119.15508,"(95.48190621609504, 46.42455400114022)",83018493118.11765,83018493118.70543,1283834.9408706343,1175682.5803310776,2 ** 12.0,0.6329455161700335,0.7547524705294627,0.6328424976940956,0.7546296267028798
37,N00211,north_polar,skew_quad,83018493119.15506,"(np.float64(93.59999999999995), np.float64(52.92533684065946))",N00211,83018493119.15508,"(92.90402568125349, 49.00867194817596)",83018493117.37491,83018493118.40453,1302340.900097468,1178789.8421582142,2 ** 12.0,0.6150853037647122,0.7507786959089904,0.6149851922243881,0.7506564988556208
38,N00212,north_polar,skew_quad,83018493119.15506,"(np.float64(99.99999999999996), np.float64(49.82890952910627))",N00212,83018493119.15508,"(98.39472639845424, 47.32956342714499)",83018493118.51271,83018493118.8588,1266360.1843013112,1173134.335241161,2 ** 12.0,0.6505343229778844,0.758034930311671,0.6504284417404214,0.757911552230566
39,N00213,north_polar,skew_quad,83018493119.15506,"(np.float64(97.19999999999999), np.float64(52.92533684065946))",N00213,83018493119.15508,"(95.94016368589766, 49.94282081553279)",83018493117.93265,83018493118.61137,1281887.3952547414,1175622.983728699,2 ** 12.0,0.63487021980544,0.7548289947606448,0.6347668880639368,0.7547061384789463
40,N00220,north_polar,skew_quad,83018493119.15506,"(np.float64(107.41935483870967), np.float64(43.53497542415357))",N00220,83018493119.15508,"(105.29478712241125, 42.73261069658903)",83018493119.28242,83018493119.19417,1233294.4611669595,1169339.058792422,2 ** 12.0,0.6858847519836825,0.7629635622631729,0.6857731170956641,0.7628393819958774
41,N00221,north_polar,skew_quad,83018493119.15506,"(np.float64(105.51724137931033), np.float64(46.699933190048824))",N00221,83018493119.15508,"(103.47140266693772, 45.483771864901975)",83018493119.1315,83018493119.12294,1240478.3937111993,1169703.6798530302,2 ** 12.0,0.6779634821963483,0.7624879730533024,0.6778531365775012,0.762363870193105
42,N00222,north_polar,skew_quad,83018493119.15506,"(np.float64(110.32258064516128), np.float64(43.53497542415357))",N00222,83018493119.15508,"(108.14823684117721, 43.465951942820226)",83018493119.45264,83018493119.27104,1222406.73496329,1167949.5168026346,2 ** 12.0,0.6981572336754094,0.7647800800978761,0.6980436013131571,0.7646556041733809
43,N00223,north_polar,skew_quad,83018493119.15506,"(np.float64(108.62068965517241), np.float64(46.699933190048824))",N00223,83018493119.15508,"(106.46533442886484, 46.24590033352013)",83018493119.36476,83018493119.22919,1227764.9946036027,1167986.1960121929,2 ** 12.0,0.6920766813916994,0.7647320468442598,0.6919640387026706,0.7646075787376769
44,N00230,north_polar,skew_quad,83018493119.15506,"(np.float64(103.3333333333333), np.float64(49.82890952910627))",N00230,83018493119.15508,"(101.4238932333883, 48.182263899061894)",83018493118.87091,83018493119.00702,1250130.1476534992,1170792.105359093,2 ** 12.0,0.6675353252351056,0.7610709399323876,0.6674266769074311,0.7609470677090916
45,N00231,north_polar,skew_quad,83018493119.15506,"(np.float64(100.79999999999997), np.float64(52.92533684065946))",N00231,83018493119.15508,"(99.11110873572626, 50.827622012693695)",83018493118.44109,83018493118.81302,1262827.2177723954,1172705.5409644665,2 ** 12.0,0.6541793678651886,0.758589375486382,0.654072893358701,0.7584659071635493
46,N00232,north_polar,skew_quad,83018493119.15506,"(np.float64(106.66666666666663), np.float64(49.82890952910627))",N00232,83018493119.15508,"(104.5688301518086, 48.97585690844007)",83018493119.1954,83018493119.14977,1235225.0540645116,1168655.5836004023,2 ** 12.0,0.6837424226539921,0.7638562446946556,0.6836311364523882,0.7637319191339957
47,N00233,north_polar,skew_quad,83018493119.15506,"(np.float64(104.39999999999996), np.float64(52.92533684065946))",N00233,83018493119.15508,"(102.41775466508712, 51.655279385921176)",83018493118.89899,83018493119.0098,1245265.0552523944,1170036.812758489,2 ** 12.0,0.6727614657200313,0.7620538436808995,0.6726519667835535,0.7619298114797797
48,N00300,north_polar,dart,83018493119.15506,"(np.float64(89.99999999999996), np.float64(55.99240304020874))",N00300,83018493119.15508,"(90.0000000000001, 51.537701505098866)",83018493096.31334,83018493106.5901,1311582.2709604325,1179661.5810864738,2 ** 12.0,0.6064480933274146,0.7496694943103833,0.6063493875830851,0.7495474777911455
49,N00301,north_polar,skew_quad,83018493119.15506,"(np.float64(86.08695652173911), np.float64(55.992403040208714))",N00301,83018493119.15508,"(86.83725621867461, 52.500869053604504)",83018493116.98724,83018493118.22165,1301910.619338971,1179255.881164922,2 ** 12.0,0.6154919416707728,0.7501854013984385,0.6153917639458941,0.750063300909931
50,N00302,north_polar,skew_quad,83018493119.15506,"(np.float64(93.91304347826086), np.float64(55.99240304020874))",N00302,83018493119.15508,"(93.16274378132549, 52.50086905360445)",83018493116.98605,83018493118.2218,1301910.6193389948,1179255.8811650136,2 ** 12.0,0.6154919416707415,0.7501854013983231,0.6153917639458629,0.7500633009098157
51,N00303,north_polar,dart,83018493119.15506,"(np.float64(90.0), np.float64(59.03308684010004))",N00303,83018493119.15508,"(90.0, 55.003719980872994)",83018493097.73058,83018493107.51645,1312198.8470681317,1180572.085019577,2 ** 12.0,0.6058783114687526,0.7485135906402685,0.6057796984623541,0.7483917622563923
52,N00310,north_polar,skew_quad,83018493119.15506,"(np.float64(82.17391304347821), np.float64(55.992403040208714))",N00310,83018493119.15508,"(83.51810203706387, 53.41891766147613)",83018493117.72176,83018493118.4997,1279402.5969099272,1175605.9531783012,2 ** 12.0,0.6373386474493451,0.754850864751553,0.6372349139455303,0.7547280049102859
53,N00311,north_polar,skew_quad,83018493119.15506,"(np.float64(78.26086956521736), np.float64(55.992403040208714))",N00311,83018493119.15508,"(80.03935885908773, 54.282939189598636)",83018493118.38345,83018493118.77115,1258583.342675973,1172260.131198156,2 ** 12.0,0.6585985209322686,0.7591659494019507,0.6584913271625865,0.7590423872357074
54,N00312,north_polar,skew_quad,83018493119.15506,"(np.float64(85.7142857142857), np.float64(59.03308684010004))",N00312,83018493119.15508,"(86.52795175549153, 55.9550065772655)",83018493116.4979,83018493117.99193,1301070.703566238,1179746.615786332,2 ** 12.0,0.6162868688797777,0.7495614277791001,0.6161865617722159,0.7494394288487992
55,N00313,north_polar,skew_quad,83018493119.15506,"(np.float64(81.42857142857142), np.float64(59.03308684010004))",N00313,83018493119.15508,"(82.86784566150966, 56.85699515808313)",83018493117.48064,83018493118.37357,1276208.4402651764,1175531.4465388737,2 ** 12.0,0.640532964316709,0.7549465545487387,0.6404287109045502,0.7548236791329604
56,N00320,north_polar,skew_quad,83018493119.15506,"(np.float64(97.8260869565217), np.float64(55.99240304020874))",N00320,83018493119.15508,"(96.48189796293623, 53.4189176614761)",83018493117.72061,83018493118.49957,1279402.5969099316,1175605.9531781594,2 ** 12.0,0.6373386474493319,0.7548508647517341,0.6372349139455171,0.7547280049104669
57,N00321,north_polar,skew_quad,83018493119.15506,"(np.float64(94.28571428571428), np.float64(59.03308684010004))",N00321,83018493119.15508,"(93.47204824450853, 55.9550065772655)",83018493116.49826,83018493117.9913,1301070.7035661924,1179746.6157861557,2 ** 12.0,0.6162868688798236,0.7495614277793184,0.6161865617722618,0.7494394288490176
58,N00322,north_polar,skew_quad,83018493119.15506,"(np.float64(101.7391304347826), np.float64(55.99240304020874))",N00322,83018493119.15508,"(99.96064114091236, 54.28293918959858)",83018493118.38187,83018493118.77249,1258583.3426759217,1172260.1311980037,2 ** 12.0,0.6585985209323095,0.7591659494021601,0.6584913271626276,0.7590423872359168
59,N00323,north_polar,skew_quad,83018493119.15506,"(np.float64(98.57142857142856), np.float64(59.03308684010004))",N00323,83018493119.15508,"(97.13215433849044, 56.85699515808312)",83018493117.48189,83018493118.37332,1276208.4402652204,1175531.446538851,2 ** 12.0,0.6405329643166745,0.7549465545487658,0.6404287109045158,0.7548236791329875
60,N00330,north_polar,dart,83018493119.15506,"(np.float64(89.99999999999996), np.float64(62.050187824453396))",N00330,83018493119.15508,"(90.0, 58.43508694820144)",83018493098.86531,83018493108.28542,1312485.1547662234,1181479.028603714,2 ** 12.0,0.6056140056998686,0.747364862613337,0.6055154357119857,0.7472432211969121
61,N00331,north_polar,skew_quad,83018493119.15506,"(np.float64(85.26315789473682), np.float64(62.05018782445337))",N00331,83018493119.15508,"(86.1516252580204, 59.37525396247683)",83018493115.88487,83018493117.69539,1299682.9332656376,1180176.0633325414,2 ** 12.0,0.6176036842413525,0.7490160197492636,0.6175031628083744,0.7488941095898013
62,N00332,north_polar,skew_quad,83018493119.15506,"(np.float64(94.73684210526312), np.float64(62.050187824453396))",N00332,83018493119.15508,"(93.84837474197964, 59.37525396247681)",83018493115.8825,83018493117.69638,1299682.9332657305,1180176.063332583,2 ** 12.0,0.6176036842412466,0.7490160197492196,0.6175031628082686,0.7488941095897573
63,N00333,north_polar,dart,83018493119.15506,"(np.float64(89.99999999999999), np.float64(65.04635232330824))",N00333,83018493119.15508,"(90.00000000000006, 61.83586360218648)",83018493099.63187,83018493108.86765,1312331.9847678933,1182308.1500286628,2 ** 12.0,0.6057553835133827,0.7463170157512796,0.6056567905147872,0.7461955448828456
64,N01000,north_polar,skew_quad,83018493119.15506,"(np.float64(66.7741935483871), np.float64(43.53497542415357))",N01000,83018493119.15508,"(68.91630128476014, 44.13338134231918)",83018493119.60544,83018493119.34355,1212594.8052482486,1166705.097384466,2 ** 12.0,0.709501476244694,0.7664123944420318,0.7093859974887942,0.7662876528413736
65,N01001,north_polar,skew_quad,83018493119.15506,"(np.float64(63.87096774193547), np.float64(43.53497542415357))",N01001,83018493119.15508,"(65.90355527442722, 44.72999315671613)",83018493119.7377,83018493119.40974,1203901.803253437,1165607.146141988,2 ** 12.0,0.7197846492571967,0.7678569287592332,0.7196674968077725,0.7677319520455675
66,N01002,north_polar,skew_quad,83018493119.15506,"(np.float64(68.27586206896552), np.float64(46.699933190048846))",N01002,83018493119.15508,"(70.44462519027151, 46.941880735058156)",83018493119.57004,83018493119.32571,1216281.1810931216,1166441.9403936495,2 ** 12.0,0.7052071970001373,0.7667582488275748,0.7050924171829167,0.7666334509355127
67,N01003,north_polar,skew_quad,83018493119.15506,"(np.float64(65.17241379310343), np.float64(46.699933190048846))",N01003,83018493119.15508,"(67.2632914845283, 47.56596218178769)",83018493119.75093,83018493119.4169,1206084.891973265,1165074.15918938,2 ** 12.0,0.7171812974785018,0.768559633102914,0.7170645687516979,0.7684345420167965
68,N01010,north_polar,skew_quad,83018493119.15506,"(np.float64(60.96774193548387), np.float64(43.53497542415357))",N01010,83018493119.15508,"(62.81973167304481, 45.251156430397515)",83018493119.85138,83018493119.46786,1196367.8871419083,1164657.9605729508,2 ** 12.0,0.7288786274224124,0.7691090315040713,0.7287599948333127,0.7689838509976411
69,N01011,north_polar,skew_quad,83018493119.15506,"(np.float64(58.06451612903226), np.float64(43.53497542415357))",N01011,83018493119.15508,"(59.6725339936966, 45.692623911653605)",83018493119.94714,83018493119.51624,1190029.4280761983,1163860.4177107485,2 ** 12.0,0.7366637643465405,0.7701634665145329,0.736543864645311,0.770038114387821
70,N01012,north_polar,skew_quad,83018493119.15506,"(np.float64(62.06896551724138), np.float64(46.699933190048846))",N01012,83018493119.15508,"(63.997367615376554, 48.11266431705823)",83018493119.9066,83018493119.4954,1197230.6559686845,1163887.394495967,2 ** 12.0,0.7278284919833544,0.7701277649615321,0.7277100303147362,0.7700024186456199
71,N01013,north_polar,skew_quad,83018493119.15506,"(np.float64(58.965517241379324), np.float64(46.699933190048846))",N01013,83018493119.15508,"(60.655508479582444, 48.57691706191121)",83018493120.03586,83018493119.56299,1189768.3465272998,1162886.9401648287,2 ** 12.0,0.7369871053060091,0.7714534468661292,0.7368671529776702,0.7713278847816776
72,N01020,north_polar,skew_quad,83018493119.15506,"(np.float64(70.00000000000001), np.float64(49.828909529106234))",N01020,83018493119.15508,"(72.17293566116619, 49.70349078300942)",83018493119.48135,83018493119.28253,1221724.754263407,1166727.6505293674,2 ** 12.0,0.6989368898915388,0.7663827648313082,0.6988231306321159,0.7662580280531779
73,N01021,north_polar,skew_quad,83018493119.15506,"(np.float64(66.66666666666666), np.float64(49.828909529106234))",N01021,83018493119.15508,"(68.8060625522482, 50.35839784803155)",83018493119.73276,83018493119.40646,1209707.1956624023,1165013.8190386998,2 ** 12.0,0.7128927241492419,0.7686392479610658,0.71277669343242,0.768514143916801
74,N01022,north_polar,skew_quad,83018493119.15506,"(np.float64(72.0), np.float64(52.92533684065943))",N01022,83018493119.15508,"(74.14126279426951, 52.41781774282306)",83018493119.30476,83018493119.19576,1229306.836039231,1167620.8047838595,2 ** 12.0,0.6903417145104732,0.7652107469530306,0.6902293542053769,0.7650862009330187
75,N01023,north_polar,skew_quad,83018493119.15506,"(np.float64(68.39999999999998), np.float64(52.92533684065943))",N01023,83018493119.15508,"(70.57001770649858, 53.10724544031749)",83018493119.66045,83018493119.36746,1215057.6294538083,1165465.5590791083,2 ** 12.0,0.706628186171601,0.7680435069211399,0.7065131750735906,0.767918499839935
76,N01030,north_polar,skew_quad,83018493119.15506,"(np.float64(63.33333333333333), np.float64(49.828909529106234))",N01030,83018493119.15508,"(65.33762988668182, 50.93405532638457)",83018493119.94926,83018493119.51727,1199246.6805478225,1163521.5372503593,2 ** 12.0,0.7253834791021709,0.7706121584372044,0.7252654153848681,0.7704867332812083
77,N01031,north_polar,skew_quad,83018493119.15506,"(np.float64(60.00000000000001), np.float64(49.828909529106234))",N01031,83018493119.15508,"(61.777284326629704, 51.4243653560254)",83018493120.12926,83018493119.61113,1190411.9704190805,1162259.390457886,2 ** 12.0,0.7361903823427819,0.7722867480860389,0.7360705596894044,0.7721610503731335
78,N01032,north_polar,skew_quad,83018493119.15506,"(np.float64(64.79999999999998), np.float64(52.92533684065943))",N01032,83018493119.15508,"(66.87569453902975, 53.715753991988485)",83018493119.96597,83018493119.52159,1202619.1284537017,1163582.2082825375,2 ** 12.0,0.721320866276076,0.7705317986383082,0.7212034637913294,0.7704063865617065
79,N01033,north_polar,skew_quad,83018493119.15506,"(np.float64(61.20000000000001), np.float64(52.92533684065943))",N01033,83018493119.15508,"(63.0688812187773, 54.23595027406938)",83018493120.21992,83018493119.65492,1192086.7841989296,1161983.812023721,2 ** 12.0,0.7341232246855937,0.7726531057028496,0.7340037384836577,0.7725273483614258
80,N01100,north_polar,skew_quad,83018493119.15506,"(np.float64(55.16129032258064), np.float64(43.53497542415357))",N01100,83018493119.15508,"(56.4711155084188, 46.05064222529091)",83018493120.01976,83018493119.55717,1184918.2125982265,1163217.6042948968,2 ** 12.0,0.7430327575885473,0.7710149120212356,0.742911821267324,0.7708894213128983
81,N01101,north_polar,skew_quad,83018493119.15506,"(np.float64(52.25806451612904), np.float64(43.53497542415357))",N01101,83018493119.15508,"(53.225958720824316, 46.32205763601845)",83018493120.07887,83018493119.58807,1181060.69763489,1162732.4693253182,2 ** 12.0,0.747894388826334,0.7716584380926168,0.7477726612239846,0.7715328426437079
82,N01102,north_polar,skew_quad,83018493119.15506,"(np.float64(55.86206896551723), np.float64(46.699933190048846))",N01102,83018493119.15508,"(57.24829400723261, 48.95420513923683)",83018493120.13933,83018493119.6194,1183741.930381368,1162078.2851978845,2 ** 12.0,0.7445101919036712,0.7725274824545408,0.7443890151146229,0.7724017455596093
