,rCell_suid,rCell_region,rCell_shape,Theoretical_area_of_rcell,rCell_nucleus,qCell_suid,Theoretical_area_of_qcell,qCell_nucleus,Calculated_area_of_rcell,Calculated_area_of_qcell,Calculated_perimeter_of_rcell,Calculated_perimeter_of_qcell,Number_of_densification_points,rCell_ipq,qCell_ipq,rCell_c_sp,qCell_c_sp
11,N0023,north_polar,skew_quad,332073972476.62024,"(np.float64(103.84615384615381), np.float64(51.380987280164405))",N0023,332073972476.6203,"(101.90023282329415, 49.92453165098931)",332073972475.39526,332073972475.97723,2497254.810129472,2340861.4270616667,2 ** 13.0,0.669143070511446,0.7615410015562343,0.6687074304915834,0.7610452066333471
12,N0030,north_polar,dart,332073972476.62024,"(np.float64(90.0), np.float64(57.51586388937132))",N0030,332073972476.6203,"(90.0, 53.2753072184931)",332073972428.17346,332073972450.5985,2596489.0300961453,2352788.171853021,2 ** 13.0,0.618973017187959,0.7538397691692921,0.6185700399632861,0.7533489880696108
13,N0031,north_polar,skew_quad,332073972476.62024,"(np.float64(81.8181818181818), np.float64(57.51586388937132))",N0031,332073972476.6203,"(83.20847645890711, 55.14246868669512)",332073972470.0632,332073972473.634,2558381.1519512013,2351147.3991858717,2 ** 13.0,0.6375499378318873,0.7548922861959395,0.6371348662577861,0.7544008198637852
14,N0032,north_polar,skew_quad,332073972476.62024,"(np.float64(98.18181818181814), np.float64(57.51586388937132))",N0032,332073972476.6203,"(96.79152354109294, 55.142468686695146)",332073972470.06464,332073972473.6315,2558381.1519511766,2351147.3991858307,2 ** 13.0,0.6375499378319024,0.75489228619596,0.6371348662578012,0.7544008198638057
15,N0033,north_polar,dart,332073972476.62024,"(np.float64(89.99999999999994), np.float64(63.55072709071254))",N0033,332073972476.6203,"(90.0000000000001, 60.13905569392954)",332073972430.4479,332073972452.5968,2592747.380193219,2355257.648975363,2 ** 13.0,0.6207608130014509,0.7522598026421297,0.6203566718472094,0.7517700501664867
16,N0100,north_polar,skew_quad,332073972476.62024,"(np.float64(66.00000000000001), np.float64(45.12217715162933))",N0100,332073972476.6203,"(68.12022961100715, 45.85771647209873)",332073972478.656,332073972477.49164,2419834.073265403,2331838.053499916,2 ** 13.0,0.7126454656605724,0.7674461838441013,0.7121815037688635,0.7669465444014932
17,N0101,north_polar,skew_quad,332073972476.62024,"(np.float64(59.999999999999986), np.float64(45.12217715162933))",N0101,332073972476.6203,"(61.777284326629704, 46.923621753313796)",332073972479.73456,332073972478.038,2387144.013643312,2327649.190562518,2 ** 13.0,0.7322973473429679,0.7702108783859536,0.7318205912574537,0.7697094390120022
18,N0102,north_polar,skew_quad,332073972476.62024,"(np.float64(69.23076923076925), np.float64(51.38098728016437))",N0102,332073972476.6203,"(71.4053900641225, 51.41203936604847)",332073972478.1677,332073972477.2481,2438520.7888340233,2332342.6045983396,2 ** 13.0,0.7017651170660842,0.7671141795046758,0.7013082387346589,0.7666147562107264
19,N0103,north_polar,skew_quad,332073972476.62024,"(np.float64(62.30769230769228), np.float64(51.38098728016437))",N0103,332073972476.6203,"(64.25141074647476, 52.5934866295023)",332073972480.24963,332073972478.29694,2392886.969263529,2325744.562474133,2 ** 13.0,0.7287865216882982,0.7714728965544054,0.7283120512965687,0.770970635554042
20,N0110,north_polar,skew_quad,332073972476.62024,"(np.float64(54.0), np.float64(45.12217715162933))",N0110,332073972476.6203,"(55.17767373112603, 47.65738981153336)",332073972480.44586,332073972478.42865,2364932.073007324,2324807.4757211055,2 ** 13.0,0.7461177281054093,0.7720949547169325,0.7456319743761685,0.7715922887307859
21,N0111,north_polar,skew_quad,332073972476.62024,"(np.float64(47.99999999999999), np.float64(45.12217715162933))",N0111,332073972476.6203,"(48.41177821434827, 48.03162144591275)",332073972480.81085,332073972478.6257,2353694.597454523,2323369.215636029,2 ** 13.0,0.7532592622383107,0.7730511669817866,0.7527688590727848,0.7725478784616131
22,N0112,north_polar,skew_quad,332073972476.62024,"(np.float64(55.38461538461538), np.float64(51.38098728016437))",N0112,332073972476.6203,"(56.71907243891973, 53.41587390627655)",332073972481.6383,332073972479.0483,2361637.0316997003,2321215.5151510653,2 ** 13.0,0.7482012013832742,0.7744863573359093,0.7477140912261164,0.7739821344470149
23,N0113,north_polar,skew_quad,332073972476.62024,"(np.float64(48.46153846153845), np.float64(51.38098728016437))",N0113,332073972476.6203,"(48.93573792190059, 53.83828390091172)",332073972482.3344,332073972479.44086,2345747.108162452,2318904.8411969286,2 ** 13.0,0.7583720565322214,0.7760306010147963,0.7578783247245748,0.775525372758923
24,N0120,north_polar,skew_quad,332073972476.62024,"(np.float64(73.63636363636364), np.float64(57.51586388937132))",N0120,332073972476.6203,"(75.72180692964467, 56.781840847814486)",332073972475.91534,332073972476.14185,2475173.287062094,2337699.058643965,2 ** 13.0,0.6811354483592797,0.7636027743264584,0.6806920008017551,0.7631056371035904
25,N0121,north_polar,skew_quad,332073972476.62024,"(np.float64(65.45454545454541), np.float64(57.51586388937132))",N0121,332073972476.6203,"(67.55611374995952, 58.11184854324793)",332073972480.30176,332073972478.282,2409598.6209434676,2327156.2524496973,2 ** 13.0,0.7187126511413006,0.7705372049981625,0.718244739259042,0.7700355531719892
26,N0122,north_polar,skew_quad,332073972476.62024,"(np.float64(79.99999999999999), np.float64(63.55072709071249))",N0122,332073972476.6203,"(81.6052736015458, 61.95065274884824)",332073972467.65607,332073972472.35223,2543071.3633232065,2350315.1160028954,2 ** 13.0,0.6452493958595482,0.7554270190831645,0.6448293116174634,0.7549352046176219
27,N0123,north_polar,skew_quad,332073972476.62024,"(np.float64(69.99999999999994), np.float64(63.55072709071249))",N0123,332073972476.6203,"(72.17293566116625, 63.47024343514941)",332073972478.1461,332073972477.1091,2444707.0983481593,2333116.157451247,2 ** 13.0,0.6982179899954574,0.7666055850328085,0.6977634209915519,0.7661064928550521
28,N0130,north_polar,skew_quad,332073972476.62024,"(np.float64(57.272727272727266), np.float64(57.51586388937132))",N0130,332073972476.6203,"(58.80437890707268, 59.053473967320265)",332073972483.22363,332073972479.8447,2364161.4539194033,2319824.775629979,2 ** 13.0,0.7466042145746046,0.7754152478828021,0.746118144122398,0.7749104202474568
29,N0131,north_polar,skew_quad,332073972476.62024,"(np.float64(49.09090909090907), np.float64(57.51586388937132))",N0131,332073972476.6203,"(49.64957853292909, 59.54249856677991)",332073972484.68646,332073972480.6733,2340875.687085786,2316047.466539271,2 ** 13.0,0.761531723373154,0.7779466049394091,0.7610359344907376,0.7774401292851456
30,N0132,north_polar,skew_quad,332073972476.62024,"(np.float64(59.999999999999986), np.float64(63.55072709071249))",N0132,332073972476.6203,"(61.777284326629704, 64.57626105301932)",332073972485.13794,332073972480.73004,2375270.202398918,2320975.890304157,2 ** 13.0,0.739637054408829,0.7746462864074581,0.7391555198681858,0.7741419593980721
31,N0133,north_polar,skew_quad,332073972476.62024,"(np.float64(49.99999999999998), np.float64(63.55072709071249))",N0133,332073972476.6203,"(50.67911151833263, 65.1614416993645)",332073972488.63763,332073972482.6978,2339219.2517934726,2314634.7206797083,2 ** 13.0,0.7626106086894864,0.7788965399270634,0.7621141174077695,0.778389445825539
32,N0200,north_polar,skew_quad,332073972476.62024,"(np.float64(114.00000000000001), np.float64(45.122177151629295))",N0200,332073972476.6203,"(111.87977038899285, 45.857716472098694)",332073972478.6559,332073972477.4915,2419834.0732657374,2331838.0534999617,2 ** 13.0,0.7126454656603752,0.767446183844071,0.7121815037686665,0.7669465444014628
33,N0201,north_polar,skew_quad,332073972476.62024,"(np.float64(110.76923076923077), np.float64(51.380987280164405))",N0201,332073972476.6203,"(108.5946099358775, 51.412039366048496)",332073972478.17316,332073972477.2479,2438520.788833999,2332342.6045984263,2 ** 13.0,0.7017651170661097,0.7671141795046184,0.7013082387346843,0.7666147562106691
34,N0202,north_polar,skew_quad,332073972476.62024,"(np.float64(119.99999999999999), np.float64(45.122177151629295))",N0202,332073972476.6203,"(118.22271567337035, 46.923621753313775)",332073972479.7315,332073972478.0418,2387144.0136439493,2327649.190562541,2 ** 13.0,0.73229734734257,0.7702108783859469,0.7318205912570561,0.7697094390119955
35,N0203,north_polar,skew_quad,332073972476.62024,"(np.float64(117.69230769230766), np.float64(51.380987280164405))",N0203,332073972476.6203,"(115.74858925352528, 52.59348662950231)",332073972480.2542,332073972478.3008,2392886.969263682,2325744.562474128,2 ** 13.0,0.7287865216882149,0.7714728965544178,0.7283120512964857,0.7709706355540543
36,N0210,north_polar,skew_quad,332073972476.62024,"(np.float64(106.36363636363637), np.float64(57.51586388937132))",N0210,332073972476.6203,"(104.27819307035537, 56.78184084781448)",332073972475.92,332073972476.1366,2475173.2870621136,2337699.0586440917,2 ** 13.0,0.6811354483592784,0.7636027743263635,0.6806920008017538,0.7631056371034955
37,N0211,north_polar,skew_quad,332073972476.62024,"(np.float64(100.00000000000001), np.float64(63.55072709071254))",N0211,332073972476.6203,"(98.39472639845424, 61.95065274884821)",332073972467.6535,332073972472.3526,2543071.363323238,2350315.116002946,2 ** 13.0,0.6452493958595271,0.7554270190831327,0.6448293116174424,0.75493520461759
38,N0212,north_polar,skew_quad,332073972476.62024,"(np.float64(114.54545454545455), np.float64(57.51586388937132))",N0212,332073972476.6203,"(112.44388625004052, 58.11184854324795)",332073972480.30493,332073972478.282,2409598.6209433377,2327156.252449698,2 ** 13.0,0.7187126511413849,0.7705372049981623,0.7182447392591262,0.770035553171989
39,N0213,north_polar,skew_quad,332073972476.62024,"(np.float64(109.99999999999997), np.float64(63.55072709071254))",N0213,332073972476.6203,"(107.82706433883386, 63.470243435149385)",332073972478.1509,332073972477.1068,2444707.0983481556,2333116.1574514084,2 ** 13.0,0.6982179899954695,0.7666055850326972,0.6977634209915641,0.7661064928549407
40,N0220,north_polar,skew_quad,332073972476.62024,"(np.float64(126.0), np.float64(45.122177151629295))",N0220,332073972476.6203,"(124.82232626887397, 47.65738981153335)",332073972480.4521,332073972478.4243,2364932.0730080307,2324807.475721017,2 ** 13.0,0.7461177281049772,0.7720949547169811,0.7456319743757366,0.7715922887308345
41,N0221,north_polar,skew_quad,332073972476.62024,"(np.float64(124.61538461538461), np.float64(51.380987280164405))",N0221,332073972476.6203,"(123.28092756108032, 53.41587390627656)",332073972481.643,332073972479.0517,2361637.031699977,2321215.5151511296,2 ** 13.0,0.7482012013831095,0.7744863573358743,0.7477140912259517,0.7739821344469799
42,N0222,north_polar,skew_quad,332073972476.62024,"(np.float64(132.0), np.float64(45.122177151629295))",N0222,332073972476.6203,"(131.58822178565183, 48.03162144591272)",332073972480.80316,332073972478.62555,2353694.5974551053,2323369.215636097,2 ** 13.0,0.7532592622379208,0.773051166981741,0.7527688590723952,0.7725478784615675
43,N0223,north_polar,skew_quad,332073972476.62024,"(np.float64(131.53846153846155), np.float64(51.380987280164405))",N0223,332073972476.6203,"(131.06426207809946, 53.83828390091175)",332073972482.3318,332073972479.4421,2345747.1081626574,2318904.8411970413,2 ** 13.0,0.7583720565320826,0.7760306010147237,0.7578783247244361,0.7755253727588505
44,N0230,north_polar,skew_quad,332073972476.62024,"(np.float64(122.72727272727273), np.float64(57.51586388937132))",N0230,332073972476.6203,"(121.19562109292731, 59.053473967320265)",332073972483.2317,332073972479.84485,2364161.453919318,2319824.775629922,2 ** 13.0,0.7466042145746766,0.7754152478828408,0.7461181441224698,0.7749104202474953
45,N0231,north_polar,skew_quad,332073972476.62024,"(np.float64(119.99999999999999), np.float64(63.55072709071254))",N0231,332073972476.6203,"(118.22271567337035, 64.5762610530193)",332073972485.1321,332073972480.73364,2375270.202398872,2320975.890304186,2 ** 13.0,0.7396370544088446,0.7746462864074474,0.7391555198682015,0.7741419593980613
46,N0232,north_polar,skew_quad,332073972476.62024,"(np.float64(130.9090909090909), np.float64(57.51586388937132))",N0232,332073972476.6203,"(130.35042146707102, 59.54249856677989)",332073972484.686,332073972480.6692,2340875.68708564,2316047.46653926,2 ** 13.0,0.7615317233732477,0.777946604939407,0.7610359344908312,0.7774401292851434
47,N0233,north_polar,skew_quad,332073972476.62024,"(np.float64(130.0), np.float64(63.55072709071254))",N0233,332073972476.6203,"(129.32088848166748, 65.16144169936446)",332073972488.629,332073972482.70013,2339219.25179328,2314634.7206797986,2 ** 13.0,0.7626106086895923,0.7788965399270081,0.7621141174078755,0.7783894458254839
48,N0300,north_polar,dart,332073972476.62024,"(np.float64(90.00000000000006), np.float64(69.50681505856748))",N0300,332073972476.6203,"(90.00000000000006, 66.8879399393937)",332073972427.6162,332073972452.0329,2582359.8909283904,2356022.8600638644,2 ** 13.0,0.6257648521862516,0.751771230079266,0.6253574531940029,0.7512817956847194
49,N0301,north_polar,skew_quad,332073972476.62024,"(np.float64(77.1428571428571), np.float64(69.50681505856748))",N0301,332073972476.6203,"(79.01596540659129, 68.6378605102737)",332073972465.24896,332073972470.9234,2517643.9245198104,2347167.1339609358,2 ** 13.0,0.6583488595422428,0.757454710564117,0.657920247003493,0.7569615759869354
50,N0302,north_polar,skew_quad,332073972476.62024,"(np.float64(102.85714285714286), np.float64(69.50681505856748))",N0302,332073972476.6203,"(100.98403459340881, 68.63786051027367)",332073972465.25104,332073972470.92523,2517643.9245198104,2347167.133960944,2 ** 13.0,0.658348859542247,0.7574547105641158,0.6579202470034972,0.7569615759869341
51,N0303,north_polar,dart,332073972476.62024,"(np.float64(89.99999999999993), np.float64(75.40341606877416))",N0303,332073972476.6203,"(90.0000000000001, 73.5508190201842)",332073972413.35547,332073972445.8507,2559147.2495163567,2352743.6004547635,2 ** 13.0,0.637168285320355,0.7538683315661052,0.636753462218012,0.7533775318711207
52,N0310,north_polar,skew_quad,332073972476.62024,"(np.float64(64.28571428571429), np.float64(69.50681505856748))",N0310,332073972476.6203,"(66.33846026974672, 69.97570759510124)",332073972485.76135,332073972480.79474,2403099.2716854224,2326121.625931408,2 ** 13.0,0.7226055251063106,0.771222805887903,0.7221350788008899,0.7707207077069801
53,N0311,north_polar,skew_quad,332073972476.62024,"(np.float64(51.42857142857141), np.float64(69.50681505856748))",N0311,332073972476.6203,"(52.29233880768663, 70.70862000216667)",332073972496.01526,332073972486.43506,2342217.1060314775,2314922.5598705797,2 ** 13.0,0.7606596944517923,0.778702854829203,0.7601644732965213,0.778195886824742
54,N0312,north_polar,skew_quad,332073972476.62024,"(np.float64(72.00000000000001), np.float64(75.40341606877416))",N0312,332073972476.6203,"(74.14126279426957, 75.21007677155691)",332073972468.1755,332073972471.7863,2475084.9614522457,2340045.5179991904,2 ** 13.0,0.681184063060283,0.7620721506403345,0.6807405838525727,0.7615760099172686
55,N0313,north_polar,skew_quad,332073972476.62024,"(np.float64(53.99999999999997), np.float64(75.40341606877416))",N0313,332073972476.6203,"(55.17767373112613, 76.19083347270897)",332073972511.67236,332073972494.17114,2355862.394647951,2318396.60261601,2 ** 13.0,0.751873644847466,0.7763708809841464,0.75138414377655,0.7758654311918123
56,N0320,north_polar,skew_quad,332073972476.62024,"(np.float64(115.71428571428574), np.float64(69.50681505856748))",N0320,332073972476.6203,"(113.66153973025332, 69.97570759510121)",332073972485.7654,332073972480.7956,2403099.271685453,2326121.6259313,2 ** 13.0,0.7226055251063009,0.7712228058879764,0.7221350788008801,0.7707207077070535
57,N0321,north_polar,skew_quad,332073972476.62024,"(np.float64(107.99999999999997), np.float64(75.40341606877416))",N0321,332073972476.6203,"(105.85873720573053, 75.21007677155687)",332073972468.1861,332073972471.7842,2475084.9614522946,2340045.5179991308,2 ** 13.0,0.6811840630602779,0.7620721506403685,0.6807405838525676,0.7615760099173026
58,N0322,north_polar,skew_quad,332073972476.62024,"(np.float64(128.57142857142858), np.float64(69.50681505856748))",N0322,332073972476.6203,"(127.70766119231352, 70.70862000216663)",332073972496.0139,332073972486.43805,2342217.106031703,2314922.5598705495,2 ** 13.0,0.7606596944516427,0.7787028548292303,0.7601644732963719,0.7781958868247693
59,N0323,north_polar,skew_quad,332073972476.62024,"(np.float64(126.00000000000003), np.float64(75.40341606877416))",N0323,332073972476.6203,"(124.82232626887408, 76.19083347270893)",332073972511.682,332073972494.1708,2355862.3946479214,2318396.6026159623,2 ** 13.0,0.7518736448475066,0.7763708809841773,0.7513841437765907,0.7758654311918431
60,N0330,north_polar,dart,332073972476.62024,"(np.float64(90.00000000000003), np.float64(81.25843610169868))",N0330,332073972476.6203,"(90.0000000000001, 80.15394385532981)",332073972363.9984,332073972422.22565,2504605.8514578333,2339020.611718897,2 ** 13.0,0.6652209522776134,0.7627401426332379,0.6647878657202878,0.7622435670196258
61,N0331,north_polar,skew_quad,332073972476.62024,"(np.float64(59.99999999999994), np.float64(81.25843610169868))",N0331,332073972476.6203,"(61.77728432662986, 81.59192936233907)",332073972530.02075,332073972502.2819,2414545.829580125,2332369.8144944147,2 ** 13.0,0.7157705005537335,0.7670962810498263,0.7153045041340271,0.7665968694084792
62,N0332,north_polar,skew_quad,332073972476.62024,"(np.float64(120.00000000000004), np.float64(81.25843610169868))",N0332,332073972476.6203,"(118.2227156733705, 81.59192936233907)",332073972530.00604,332073972502.28253,2414545.82958021,2332369.8144943984,2 ** 13.0,0.7157705005536511,0.7670962810498385,0.715304504133945,0.7665968694084914
63,N0333,north_polar,dart,332073972476.62024,"(np.float64(90.0), np.float64(87.08885921360366))",N0333,332073972476.6203,"(90.00000000000071, 86.72185871550226)",332073971966.6646,332073972227.3356,2321109.2497112816,2275542.092368736,2 ** 13.0,0.7745572731106249,0.8058884925513162,0.7740530040533846,0.805363825564372
64,N1000,north_polar,skew_quad,332073972476.62024,"(np.float64(41.999999999999986), np.float64(45.12217715162933))",N1000,332073972476.6203,"(41.58822178565179, 48.031621445912755)",332073972480.8064,332073972478.6228,2353694.597454525,2323369.2156360354,2 ** 13.0,0.7532592622382994,0.7730511669817757,0.7527688590727735,0.7725478784616021
65,N1001,north_polar,skew_quad,332073972476.62024,"(np.float64(36.0), np.float64(45.12217715162933))",N1001,332073972476.6203,"(34.822326268874, 47.65738981153336)",332073972480.4459,332073972478.42834,2364932.073007336,2324807.4757211586,2 ** 13.0,0.7461177281054018,0.7720949547168964,0.7456319743761609,0.7715922887307499
66,N1002,north_polar,skew_quad,332073972476.62024,"(np.float64(41.53846153846152), np.float64(51.38098728016437))",N1002,332073972476.6203,"(41.06426207809946, 53.83828390091172)",332073972482.329,332073972479.4353,2345747.1081624147,2318904.8411970036,2 ** 13.0,0.7583720565322332,0.7760306010147331,0.7578783247245865,0.7755253727588598
67,N1003,north_polar,skew_quad,332073972476.62024,"(np.float64(34.61538461538462), np.float64(51.38098728016437))",N1003,332073972476.6203,"(33.28092756108035, 53.41587390627655)",332073972481.6376,332073972479.05035,2361637.0316997487,2321215.515151058,2 ** 13.0,0.748201201383242,0.774486357335919,0.7477140912260841,0.7739821344470247
68,N1010,north_polar,skew_quad,332073972476.62024,"(np.float64(29.999999999999993), np.float64(45.12217715162933))",N1010,332073972476.6203,"(28.222715673370345, 46.923621753313796)",332073972479.7291,332073972478.03864,2387144.013643258,2327649.1905625253,2 ** 13.0,0.732297347342989,0.7702108783859501,0.7318205912574748,0.7697094390119987
69,N1011,north_polar,skew_quad,332073972476.62024,"(np.float64(23.99999999999998), np.float64(45.12217715162933))",N1011,332073972476.6203,"(21.879770388992878, 45.85771647209872)",332073972478.6522,332073972477.49115,2419834.073264979,2331838.053499791,2 ** 13.0,0.7126454656608143,0.7674461838441827,0.7121815037691052,0.7669465444015744
70,N1012,north_polar,skew_quad,332073972476.62024,"(np.float64(27.692307692307686), np.float64(51.38098728016437))",N1012,332073972476.6203,"(25.748589253525264, 52.59348662950231)",332073972480.24664,332073972478.2988,2392886.9692631634,2325744.562474137,2 ** 13.0,0.7287865216885143,0.7714728965544071,0.7283120512967848,0.7709706355540435
71,N1013,north_polar,skew_quad,332073972476.62024,"(np.float64(20.76923076923076), np.float64(51.38098728016437))",N1013,332073972476.6203,"(18.59460993587752, 51.412039366048475)",332073972478.1737,332073972477.2486,2438520.7888335404,2332342.60459848,2 ** 13.0,0.7017651170663747,0.7671141795045847,0.7013082387349492,0.7666147562106354
72,N1020,north_polar,skew_quad,332073972476.62024,"(np.float64(40.909090909090885), np.float64(57.51586388937132))",N1020,332073972476.6203,"(40.35042146707099, 59.54249856677991)",332073972484.68256,332073972480.6734,2340875.6870857556,2316047.466539323,2 ** 13.0,0.7615317233731647,0.7779466049393747,0.7610359344907482,0.7774401292851112
73,N1021,north_polar,skew_quad,332073972476.62024,"(np.float64(32.727272727272734), np.float64(57.51586388937132))",N1021,332073972476.6203,"(31.195621092927365, 59.053473967320265)",332073972483.2224,332073972479.8469,2364161.4539193925,2319824.775629951,2 ** 13.0,0.7466042145746086,0.7754152478828261,0.746118144122402,0.7749104202474807
74,N1022,north_polar,skew_quad,332073972476.62024,"(np.float64(39.99999999999997), np.float64(63.55072709071249))",N1022,332073972476.6203,"(39.320888481667424, 65.1614416993645)",332073972488.63477,332073972482.6966,2339219.251793451,2314634.7206797595,2 ** 13.0,0.7626106086894938,0.778896539927026,0.7621141174077769,0.7783894458255017
75,N1023,north_polar,skew_quad,332073972476.62024,"(np.float64(30.000000000000018), np.float64(63.55072709071249))",N1023,332073972476.6203,"(28.222715673370367, 64.57626105301932)",332073972485.1382,332073972480.7359,2375270.202398912,2320975.89030421,2 ** 13.0,0.7396370544088332,0.7746462864074365,0.7391555198681901,0.7741419593980504
76,N1030,north_polar,skew_quad,332073972476.62024,"(np.float64(24.54545454545454), np.float64(57.51586388937132))",N1030,332073972476.6203,"(22.443886250040475, 58.11184854324793)",332073972480.30365,332073972478.27594,2409598.620943433,2327156.252449706,2 ** 13.0,0.7187126511413252,0.7705372049981427,0.7182447392590666,0.7700355531719695
77,N1031,north_polar,skew_quad,332073972476.62024,"(np.float64(16.363636363636353), np.float64(57.51586388937132))",N1031,332073972476.6203,"(14.278193070355378, 56.78184084781448)",332073972475.91455,332073972476.1422,2475173.287062046,2337699.058644122,2 ** 13.0,0.6811354483593044,0.7636027743263566,0.6806920008017798,0.7631056371034886
78,N1032,north_polar,skew_quad,332073972476.62024,"(np.float64(20.000000000000014), np.float64(63.55072709071249))",N1032,332073972476.6203,"(17.827064338833807, 63.47024343514942)",332073972478.1498,332073972477.10706,2444707.09834808,2333116.157451308,2 ** 13.0,0.6982179899955102,0.7666055850327638,0.6977634209916048,0.7661064928550072
79,N1033,north_polar,skew_quad,332073972476.62024,"(np.float64(10.000000000000007), np.float64(63.55072709071249))",N1033,332073972476.6203,"(8.394726398454239, 61.95065274884826)",332073972467.65656,332073972472.34985,2543071.36332318,2350315.116002863,2 ** 13.0,0.6452493958595626,0.75542701908318,0.6448293116174779,0.7549352046176374
80,N1100,north_polar,skew_quad,332073972476.62024,"(np.float64(17.999999999999986), np.float64(45.12217715162933))",N1100,332073972476.6203,"(15.85873720573049, 44.496387467899396)",332073972477.2195,332073972476.8192,2462324.489691007,2337319.4922509277,2 ** 13.0,0.6882625394146028,0.7638508033079491,0.6878144518238374,0.7633535046078784
81,N1101,north_polar,skew_quad,332073972476.62024,"(np.float64(11.99999999999996), np.float64(45.12217715162933))",N1101,332073972476.6203,"(10.198262636799665, 42.88176112418896)",332073972475.4324,332073972476.0516,2513818.536581687,2344068.167628044,2 ** 13.0,0.6603540607811506,0.7594588146511989,0.6599241427728311,0.7589643753187445
82,N1102,north_polar,skew_quad,332073972476.62024,"(np.float64(13.846153846153841), np.float64(51.38098728016437))",N1102,332073972476.6203,"(11.900232823294136, 49.92453165098927)",332073972475.3918,332073972475.97424,2497254.8101294306,2340861.427061682,2 ** 13.0,0.6691430705114612,0.7615410015562174,0.6687074304915985,0.7610452066333302
