,rCell_suid,rCell_region,rCell_shape,Theoretical_area_of_rcell,rCell_nucleus,qCell_suid,Theoretical_area_of_qcell,qCell_nucleus,Calculated_area_of_rcell,Calculated_area_of_qcell,Calculated_perimeter_of_rcell,Calculated_perimeter_of_qcell,Number_of_densification_points,rCell_ipq,qCell_ipq,rCell_c_sp,qCell_c_sp
84,O110,equatorial,quad,1328295889906.481,"(np.float64(-106.875), np.float64(35.807009652689125))",O110,1328295889906.4812,"(-106.87108190772219, 35.05655649107054)",1328295889884.9224,1328295889903.4077,4641811.530586663,4683982.322939334,2 ** 14.0,0.7746930981953153,0.7608064714000133,0.7726756682521312,0.7588252045474136
85,O111,equatorial,quad,1328295889906.481,"(np.float64(-95.625), np.float64(35.807009652689125))",O111,1328295889906.4812,"(-97.40542870256945, 31.500333470042015)",1328295889884.924,1328295889839.9194,4641811.530586659,4671916.769110284,2 ** 14.0,0.7746930981953176,0.7647412181953056,0.7726756682521334,0.7627497046063553
86,O112,equatorial,quad,1328295889906.481,"(np.float64(-106.875), np.float64(24.721673381714922))",O112,1328295889906.4812,"(-110.00740079168067, 22.996271576819222)",1328295889893.745,1328295889850.8386,4604175.312931915,4675981.163617512,2 ** 14.0,0.7874101144328226,0.7634123594832185,0.78535956725984,0.7614243064638142
87,O113,equatorial,quad,1328295889906.481,"(np.float64(-95.625), np.float64(24.721673381714922))",O113,1328295889906.4812,"(-96.61727260487321, 22.828331211352843)",1328295889893.7427,1328295889903.4048,4604175.31293191,4685432.700805405,2 ** 14.0,0.7874101144328227,0.7603355283093128,0.7853595672598401,0.7583554878710118
88,O120,equatorial,quad,1328295889906.481,"(np.float64(-129.375), np.float64(14.539764060139051))",O120,1328295889906.4812,"(-129.97650274246885, 16.264447144235245)",1328295889898.9744,1328295889932.949,4609649.77429362,4662243.805427188,2 ** 14.0,0.7855409544011308,0.7679177950679359,0.7834952748323895,0.7659180091432399
89,O121,equatorial,quad,1328295889906.481,"(np.float64(-118.125), np.float64(14.539764060139051))",O121,1328295889906.4812,"(-120.67732730474783, 13.954956878677867)",1328295889898.974,1328295889840.1887,4609649.77429325,4663696.44717097,2 ** 14.0,0.7855409544012567,0.7674394895633465,0.783495274832515,0.7654409492260417
90,O122,equatorial,quad,1328295889906.481,"(np.float64(-129.375), np.float64(4.8015545941779685))",O122,1328295889906.4812,"(-130.33104690947388, 4.6743297634533905)",1328295889901.4846,1328295889655.1206,4618396.857631245,4546752.9383653095,2 ** 14.0,0.7825681976191955,0.8074246064406069,0.7805302596045699,0.8053219381950657
91,O123,equatorial,quad,1328295889906.481,"(np.float64(-118.125), np.float64(4.8015545941779685))",O123,1328295889906.4812,"(-118.74527326554605, 4.845214047955154)",1328295889901.4873,1328295889932.9377,4618396.857630465,4663388.310334541,2 ** 14.0,0.7825681976194613,0.7675409112329,0.7805302596048349,0.7655421067765247
92,O130,equatorial,quad,1328295889906.481,"(np.float64(-106.875), np.float64(14.539764060139051))",O130,1328295889906.4812,"(-108.27306461729673, 14.137129931662011)",1328295889898.971,1328295889903.82,4609649.77429268,4674370.25015361,2 ** 14.0,0.7855409544014491,0.7639386349656178,0.7834952748327069,0.7619492114370654
93,O131,equatorial,quad,1328295889906.481,"(np.float64(-95.625), np.float64(14.539764060139051))",O131,1328295889906.4812,"(-96.13266337579408, 13.833606962911917)",1328295889898.9763,1328295889911.048,4609649.774292681,4659480.293054595,2 ** 14.0,0.7855409544014519,0.7688289608987408,0.7834952748327098,0.7668268021463933
94,O132,equatorial,quad,1328295889906.481,"(np.float64(-106.875), np.float64(4.8015545941779685))",O132,1328295889906.4812,"(-107.4285205726143, 4.771283596424487)",1328295889901.487,1328295889923.878,4618396.857629318,4640764.160191524,2 ** 14.0,0.7825681976198501,0.7750428174235083,0.7805302596052227,0.7730244767531081
95,O133,equatorial,quad,1328295889906.481,"(np.float64(-95.625), np.float64(4.8015545941779685))",O133,1328295889906.4812,"(-95.90175746247883, 4.634549659228103)",1328295889901.4905,1328295889915.5042,4618396.857629318,4646103.924325554,2 ** 14.0,0.7825681976198521,0.7732623287803245,0.7805302596052247,0.771248624799112
96,O200,equatorial,quad,1328295889906.481,"(np.float64(-174.37499999999997), np.float64(-4.801554594177967))",O200,1328295889906.4812,"(-174.09824253752123, -4.634549659228103)",1328295889901.4983,1328295889915.5066,4618396.857630091,4646103.924325555,2 ** 14.0,0.7825681976195946,0.7732623287803255,0.780530259604968,0.7712486247991129
97,O201,equatorial,quad,1328295889906.481,"(np.float64(-163.12499999999997), np.float64(-4.801554594177967))",O201,1328295889906.4812,"(-162.5714794273857, -4.771283596424487)",1328295889901.4985,1328295889923.886,4618396.857630088,4640764.160191493,2 ** 14.0,0.7825681976195957,0.7750428174235232,0.780530259604969,0.7730244767531231
98,O202,equatorial,quad,1328295889906.481,"(np.float64(-174.37499999999997), np.float64(-14.539764060139058))",O202,1328295889906.4812,"(-173.86733662420596, -13.833606962911917)",1328295889898.9866,1328295889911.0334,4609649.774293519,4659480.293054646,2 ** 14.0,0.7855409544011726,0.7688289608987153,0.7834952748324311,0.766826802146368
99,O203,equatorial,quad,1328295889906.481,"(np.float64(-163.12499999999997), np.float64(-14.539764060139058))",O203,1328295889906.4812,"(-161.72693538270332, -14.137129931662015)",1328295889898.9941,1328295889903.8135,4609649.774293513,4674370.250153487,2 ** 14.0,0.785540954401179,0.7639386349656541,0.7834952748324374,0.7619492114371017
100,O210,equatorial,quad,1328295889906.481,"(np.float64(-151.875), np.float64(-4.801554594177967))",O210,1328295889906.4812,"(-151.25472673445398, -4.845214047955154)",1328295889901.5002,1328295889932.955,4618396.85763026,4663388.310334612,2 ** 14.0,0.7825681976195383,0.7675409112328868,0.7805302596049118,0.7655421067765112
101,O211,equatorial,quad,1328295889906.481,"(np.float64(-140.625), np.float64(-4.801554594177967))",O211,1328295889906.4812,"(-139.66895309052614, -4.674329763453383)",1328295889901.501,1328295889655.1296,4618396.857630445,4546752.938365277,2 ** 14.0,0.7825681976194764,0.8074246064406239,0.7805302596048499,0.8053219381950826
102,O212,equatorial,quad,1328295889906.481,"(np.float64(-151.875), np.float64(-14.539764060139058))",O212,1328295889906.4812,"(-149.32267269525218, -13.954956878677866)",1328295889898.976,1328295889840.192,4609649.774293623,4663696.4471708415,2 ** 14.0,0.7855409544011308,0.7674394895633906,0.7834952748323895,0.7654409492260856
103,O213,equatorial,quad,1328295889906.481,"(np.float64(-140.625), np.float64(-14.539764060139058))",O213,1328295889906.4812,"(-140.02349725753118, -16.264447144235238)",1328295889898.993,1328295889932.9653,4609649.77429374,4662243.805427298,2 ** 14.0,0.7855409544011007,0.7679177950679091,0.7834952748323594,0.7659180091432133
104,O220,equatorial,quad,1328295889906.481,"(np.float64(-174.37499999999997), np.float64(-24.721673381714922))",O220,1328295889906.4812,"(-173.3827273951268, -22.828331211352843)",1328295889893.7263,1328295889903.3896,4604175.31292793,4685432.700805249,2 ** 14.0,0.7874101144341745,0.7603355283093548,0.7853595672611886,0.7583554878710538
105,O221,equatorial,quad,1328295889906.481,"(np.float64(-163.12499999999997), np.float64(-24.721673381714922))",O221,1328295889906.4812,"(-159.99259920831938, -22.996271576819222)",1328295889893.7288,1328295889850.804,4604175.31292793,4675981.163617489,2 ** 14.0,0.7874101144341759,0.7634123594832063,0.7853595672611898,0.7614243064638021
106,O222,equatorial,quad,1328295889906.481,"(np.float64(-174.37499999999997), np.float64(-35.807009652689125))",O222,1328295889906.4812,"(-172.59457129743058, -31.500333470041987)",1328295889884.953,1328295889839.9448,4641811.530585347,4671916.7691101665,2 ** 14.0,0.7746930981957725,0.7647412181953587,0.772675668252587,0.7627497046064079
107,O223,equatorial,quad,1328295889906.481,"(np.float64(-163.12499999999997), np.float64(-35.807009652689125))",O223,1328295889906.4812,"(-163.12891809227781, -35.05655649107052)",1328295889884.956,1328295889903.376,4641811.530585345,4683982.322939262,2 ** 14.0,0.7746930981957748,0.7608064714000187,0.7726756682525894,0.7588252045474192
108,O230,equatorial,quad,1328295889906.481,"(np.float64(-151.875), np.float64(-24.721673381714922))",O230,1328295889906.4812,"(-150.6815626445213, -25.96473692181795)",1328295889893.722,1328295889903.7966,4604175.312927852,4672887.887618874,2 ** 14.0,0.7874101144341982,0.7644233945649894,0.7853595672612123,0.7624327086416471
109,O231,equatorial,quad,1328295889906.481,"(np.float64(-140.625), np.float64(-24.721673381714922))",O231,1328295889906.4812,"(-140.35527084118758, -27.573944622450924)",1328295889893.726,1328295889923.8767,4604175.312927729,4639849.851361906,2 ** 14.0,0.7874101144342428,0.7753483007187197,0.7853595672612567,0.7733291645189049
110,O232,equatorial,quad,1328295889906.481,"(np.float64(-151.875), np.float64(-35.807009652689125))",O232,1328295889906.4812,"(-152.47676940263983, -37.67547459364755)",1328295889884.9553,1328295889911.0312,4641811.530585367,4658316.582075906,2 ** 14.0,0.7746930981957669,0.7692131367872658,0.7726756682525815,0.7672099775768754
111,O233,equatorial,quad,1328295889906.481,"(np.float64(-140.625), np.float64(-35.807009652689125))",O233,1328295889906.4812,"(-140.93681995064276, -39.07303100130085)",1328295889884.9524,1328295889915.4863,4641811.530585373,4645115.136401049,2 ** 14.0,0.7746930981957634,0.7735915666177653,0.7726756682525779,0.7715770052463513
112,O300,equatorial,quad,1328295889906.481,"(np.float64(-129.375), np.float64(-4.801554594177967))",O300,1328295889906.4812,"(-130.33104690947388, -4.6743297634533905)",1328295889901.4924,1328295889655.1208,4618396.857630341,4546752.938365246,2 ** 14.0,0.7825681976195062,0.8074246064406294,0.7805302596048798,0.8053219381950882
113,O301,equatorial,quad,1328295889906.481,"(np.float64(-118.125), np.float64(-4.801554594177967))",O301,1328295889906.4812,"(-118.74527326554605, -4.845214047955154)",1328295889901.493,1328295889932.9434,4618396.857630028,4663388.310334511,2 ** 14.0,0.7825681976196126,0.7675409112329131,0.7805302596049858,0.7655421067765377
114,O302,equatorial,quad,1328295889906.481,"(np.float64(-129.375), np.float64(-14.539764060139058))",O302,1328295889906.4812,"(-129.97650274246885, -16.264447144235245)",1328295889898.9905,1328295889932.9475,4609649.774293817,4662243.80542726,2 ** 14.0,0.7855409544010733,0.7679177950679114,0.783495274832332,0.7659180091432156
115,O303,equatorial,quad,1328295889906.481,"(np.float64(-118.125), np.float64(-14.539764060139058))",O303,1328295889906.4812,"(-120.67732730474783, -13.954956878677867)",1328295889898.9949,1328295889840.222,4609649.774294135,4663696.447171095,2 ** 14.0,0.7855409544009674,0.7674394895633245,0.7834952748322263,0.7654409492260198
116,O310,equatorial,quad,1328295889906.481,"(np.float64(-106.875), np.float64(-4.801554594177967))",O310,1328295889906.4812,"(-107.4285205726143, -4.771283596424487)",1328295889901.4956,1328295889923.8652,4618396.857629614,4640764.160191566,2 ** 14.0,0.7825681976197546,0.775042817423487,0.7805302596051275,0.773024476753087
117,O311,equatorial,quad,1328295889906.481,"(np.float64(-95.625), np.float64(-4.801554594177967))",O311,1328295889906.4812,"(-95.90175746247883, -4.634549659228103)",1328295889901.4932,1328295889915.5164,4618396.857629615,4646103.924325546,2 ** 14.0,0.7825681976197528,0.773262328780334,0.7805302596051258,0.7712486247991215
118,O312,equatorial,quad,1328295889906.481,"(np.float64(-106.875), np.float64(-14.539764060139058))",O312,1328295889906.4812,"(-108.27306461729673, -14.137129931662011)",1328295889898.9885,1328295889903.8152,4609649.774294951,4674370.250153677,2 ** 14.0,0.7855409544006856,0.7639386349655929,0.7834952748319454,0.7619492114370406
119,O313,equatorial,quad,1328295889906.481,"(np.float64(-95.625), np.float64(-14.539764060139058))",O313,1328295889906.4812,"(-96.13266337579408, -13.833606962911917)",1328295889898.995,1328295889911.0527,4609649.774294949,4659480.293054606,2 ** 14.0,0.78554095440069,0.7688289608987399,0.7834952748319497,0.7668268021463924
120,O320,equatorial,quad,1328295889906.481,"(np.float64(-129.375), np.float64(-24.721673381714922))",O320,1328295889906.4812,"(-129.64472915881245, -27.573944622450924)",1328295889893.7244,1328295889923.8677,4604175.312927811,4639849.851361948,2 ** 14.0,0.7874101144342137,0.7753483007187004,0.7853595672612278,0.7733291645188856
121,O321,equatorial,quad,1328295889906.481,"(np.float64(-118.125), np.float64(-24.721673381714922))",O321,1328295889906.4812,"(-119.31843735547872, -25.96473692181796)",1328295889893.727,1328295889903.8074,4604175.312928104,4672887.887619099,2 ** 14.0,0.7874101144341153,0.7644233945649221,0.7853595672611295,0.7624327086415801
122,O322,equatorial,quad,1328295889906.481,"(np.float64(-129.375), np.float64(-35.807009652689125))",O322,1328295889906.4812,"(-129.06318004935727, -39.07303100130087)",1328295889884.9497,1328295889915.5024,4641811.530585697,4645115.136401164,2 ** 14.0,0.7746930981956536,0.7735915666177364,0.7726756682524684,0.7715770052463223
123,O323,equatorial,quad,1328295889906.481,"(np.float64(-118.125), np.float64(-35.807009652689125))",O323,1328295889906.4812,"(-117.52323059736018, -37.67547459364754)",1328295889884.9497,1328295889911.0547,4641811.530586337,4658316.582076102,2 ** 14.0,0.7746930981954401,0.7692131367872148,0.7726756682522555,0.7672099775768245
124,O330,equatorial,quad,1328295889906.481,"(np.float64(-106.875), np.float64(-24.721673381714922))",O330,1328295889906.4812,"(-110.00740079168067, -22.996271576819222)",1328295889893.7268,1328295889850.8047,4604175.312928666,4675981.163617554,2 ** 14.0,0.7874101144339228,0.7634123594831854,0.7853595672609376,0.7614243064637813
125,O331,equatorial,quad,1328295889906.481,"(np.float64(-95.625), np.float64(-24.721673381714922))",O331,1328295889906.4812,"(-96.61727260487321, -22.828331211352843)",1328295889893.7292,1328295889903.367,4604175.31292866,4685432.700805374,2 ** 14.0,0.7874101144339265,0.7603355283093012,0.7853595672609411,0.7583554878710004
126,O332,equatorial,quad,1328295889906.481,"(np.float64(-106.875), np.float64(-35.807009652689125))",O332,1328295889906.4812,"(-106.87108190772219, -35.05655649107054)",1328295889884.9482,1328295889903.3806,4641811.53058621,4683982.322939206,2 ** 14.0,0.7746930981954816,0.7608064714000395,0.7726756682522968,0.75882520454744
127,O333,equatorial,quad,1328295889906.481,"(np.float64(-95.625), np.float64(-35.807009652689125))",O333,1328295889906.4812,"(-97.40542870256945, -31.500333470042015)",1328295889884.9487,1328295889839.914,4641811.530586468,4671916.769110251,2 ** 14.0,0.7746930981953958,0.7647412181953132,0.7726756682522112,0.7627497046063626
128,P000,equatorial,quad,1328295889906.481,"(np.float64(-84.375), np.float64(35.807009652689125))",P000,1328295889906.4812,"(-82.59457129743056, 31.500333470042)",1328295889884.92,1328295889839.9011,4641811.530586663,4671916.769110093,2 ** 14.0,0.774693098195314,0.7647412181953575,0.7726756682521297,0.7627497046064069
129,P001,equatorial,quad,1328295889906.481,"(np.float64(-73.125), np.float64(35.807009652689125))",P001,1328295889906.4812,"(-73.12891809227783, 35.05655649107054)",1328295889884.9258,1328295889903.375,4641811.530585787,4683982.322939408,2 ** 14.0,0.7746930981956096,0.7608064713999708,0.7726756682524246,0.7588252045473713
130,P002,equatorial,quad,1328295889906.481,"(np.float64(-84.375), np.float64(24.721673381714922))",P002,1328295889906.4812,"(-83.38272739512679, 22.828331211352843)",1328295889893.7412,1328295889903.4043,4604175.312931913,4685432.700805403,2 ** 14.0,0.7874101144328208,0.7603355283093132,0.7853595672598384,0.7583554878710121
131,P003,equatorial,quad,1328295889906.481,"(np.float64(-73.125), np.float64(24.721673381714922))",P003,1328295889906.4812,"(-69.99259920831936, 22.996271576819204)",1328295889893.7441,1328295889850.807,4604175.312931948,4675981.163617481,2 ** 14.0,0.7874101144328105,0.7634123594832107,0.785359567259828,0.7614243064638065
132,P010,equatorial,quad,1328295889906.481,"(np.float64(-61.87499999999999), np.float64(35.807009652689125))",P010,1328295889906.4812,"(-62.47676940263981, 37.67547459364754)",1328295889884.93,1328295889911.0203,4641811.530586049,4658316.5820759535,2 ** 14.0,0.7746930981955247,0.7692131367872438,0.77267566825234,0.7672099775768535
133,P011,equatorial,quad,1328295889906.481,"(np.float64(-50.625), np.float64(35.807009652689125))",P011,1328295889906.4812,"(-50.93681995064275, 39.07303100130085)",1328295889884.921,1328295889915.526,4641811.530586007,4645115.136401188,2 ** 14.0,0.7746930981955333,0.7735915666177422,0.7726756682523486,0.771577005246328
134,P012,equatorial,quad,1328295889906.481,"(np.float64(-61.87499999999999), np.float64(24.721673381714922))",P012,1328295889906.4812,"(-60.68156264452128, 25.96473692181796)",1328295889893.7346,1328295889903.812,4604175.312930972,4672887.887618582,2 ** 14.0,0.7874101144331387,0.7644233945650939,0.7853595672601554,0.7624327086417513
135,P013,equatorial,quad,1328295889906.481,"(np.float64(-50.625), np.float64(24.721673381714922))",P013,1328295889906.4812,"(-50.35527084118757, 27.573944622450924)",1328295889893.7415,1328295889923.899,4604175.312930214,4639849.851361927,2 ** 14.0,0.787410114433402,0.7753483007187257,0.7853595672604181,0.773329164518911
136,P020,equatorial,quad,1328295889906.481,"(np.float64(-84.375), np.float64(14.539764060139051))",P020,1328295889906.4812,"(-83.8673366242059, 13.833606962911917)",1328295889898.9734,1328295889911.0486,4609649.774292682,4659480.293054811,2 ** 14.0,0.7855409544014498,0.7688289608986697,0.7834952748327076,0.7668268021463225
137,P021,equatorial,quad,1328295889906.481,"(np.float64(-73.125), np.float64(14.539764060139051))",P021,1328295889906.4812,"(-71.72693538270327, 14.13712993166201)",1328295889898.9792,1328295889903.8103,4609649.774293509,4674370.250153625,2 ** 14.0,0.7855409544011713,0.7639386349656069,0.78349527483243,0.7619492114370546
138,P022,equatorial,quad,1328295889906.481,"(np.float64(-84.375), np.float64(4.8015545941779685))",P022,1328295889906.4812,"(-84.09824253752119, 4.634549659228102)",1328295889901.4878,1328295889915.4917,4618396.857629322,4646103.924325636,2 ** 14.0,0.7825681976198489,0.77326232878029,0.7805302596052215,0.7712486247990776
139,P023,equatorial,quad,1328295889906.481,"(np.float64(-73.125), np.float64(4.8015545941779685))",P023,1328295889906.4812,"(-72.5714794273857, 4.771283596424485)",1328295889901.4893,1328295889923.874,4618396.857630073,4640764.160191544,2 ** 14.0,0.7825681976195954,0.7750428174234993,0.7805302596049687,0.7730244767530992
140,P030,equatorial,quad,1328295889906.481,"(np.float64(-61.87499999999999), np.float64(14.539764060139051))",P030,1328295889906.4812,"(-59.32267269525218, 13.95495687867786)",1328295889898.984,1328295889840.2075,4609649.774293069,4663696.4471706245,2 ** 14.0,0.7855409544013243,0.7674394895634711,0.7834952748325824,0.7654409492261659
141,P031,equatorial,quad,1328295889906.481,"(np.float64(-50.625), np.float64(14.539764060139051))",P031,1328295889906.4812,"(-50.02349725753116, 16.264447144235238)",1328295889898.9734,1328295889932.9426,4609649.7742931275,4662243.805427345,2 ** 14.0,0.7855409544012981,0.7679177950678803,0.7834952748325563,0.7659180091431845
142,P032,equatorial,quad,1328295889906.481,"(np.float64(-61.87499999999999), np.float64(4.8015545941779685))",P032,1328295889906.4812,"(-61.25472673445396, 4.845214047955154)",1328295889901.4885,1328295889932.9487,4618396.85762969,4663388.310334469,2 ** 14.0,0.7825681976197247,0.76754091123293,0.7805302596050976,0.7655421067765544
143,P033,equatorial,quad,1328295889906.481,"(np.float64(-50.625), np.float64(4.8015545941779685))",P033,1328295889906.4812,"(-49.66895309052614, 4.674329763453383)",1328295889901.49,1328295889655.1304,4618396.857629639,4546752.938365426,2 ** 14.0,0.7825681976197428,0.8074246064405715,0.7805302596051158,0.8053219381950304
144,P100,equatorial,quad,1328295889906.481,"(np.float64(-39.375), np.float64(35.807009652689125))",P100,1328295889906.4812,"(-39.06318004935726, 39.07303100130087)",1328295889884.9219,1328295889915.4912,4641811.530585981,4645115.136401154,2 ** 14.0,0.7746930981955426,0.7735915666177332,0.7726756682523578,0.7715770052463192
145,P101,equatorial,quad,1328295889906.481,"(np.float64(-28.124999999999996), np.float64(35.807009652689125))",P101,1328295889906.4812,"(-27.52323059736019, 37.67547459364754)",1328295889884.9219,1328295889911.0378,4641811.5305861635,4658316.582076062,2 ** 14.0,0.7746930981954817,0.7692131367872179,0.7726756682522972,0.7672099775768276
146,P102,equatorial,quad,1328295889906.481,"(np.float64(-39.375), np.float64(24.721673381714922))",P102,1328295889906.4812,"(-39.64472915881244, 27.573944622450924)",1328295889893.7405,1328295889923.8916,4604175.312930236,4639849.851361883,2 ** 14.0,0.7874101144333941,0.7753483007187362,0.7853595672604101,0.7733291645189213
147,P103,equatorial,quad,1328295889906.481,"(np.float64(-28.124999999999996), np.float64(24.721673381714922))",P103,1328295889906.4812,"(-29.318437355478725, 25.96473692181796)",1328295889893.7412,1328295889903.803,4604175.312931577,4672887.887618813,2 ** 14.0,0.787410114432936,0.7644233945650132,0.785359567259953,0.7624327086416709
148,P110,equatorial,quad,1328295889906.481,"(np.float64(-16.875000000000004), np.float64(35.807009652689125))",P110,1328295889906.4812,"(-16.871081907722168, 35.05655649107054)",1328295889884.9236,1328295889903.3823,4641811.530585897,4683982.3229392655,2 ** 14.0,0.7746930981955716,0.7608064714000211,0.7726756682523869,0.7588252045474215
149,P111,equatorial,quad,1328295889906.481,"(np.float64(-5.624999999999994), np.float64(35.807009652689125))",P111,1328295889906.4812,"(-7.405428702569425, 31.500333470041987)",1328295889884.9214,1328295889839.9019,4641811.530587353,4671916.769110367,2 ** 14.0,0.7746930981950845,0.7647412181952683,0.7726756682519009,0.762749704606318
150,P112,equatorial,quad,1328295889906.481,"(np.float64(-16.875000000000004), np.float64(24.721673381714922))",P112,1328295889906.4812,"(-20.007400791680652, 22.996271576819204)",1328295889893.7402,1328295889850.8337,4604175.312931061,4675981.163617481,2 ** 14.0,0.7874101144331117,0.7634123594832262,0.7853595672601286,0.7614243064638218
151,P113,equatorial,quad,1328295889906.481,"(np.float64(-5.624999999999994), np.float64(24.721673381714922))",P113,1328295889906.4812,"(-6.6172726048731985, 22.828331211352843)",1328295889893.7424,1328295889903.4219,4604175.312931385,4685432.700805435,2 ** 14.0,0.7874101144330021,0.7603355283093128,0.7853595672600192,0.7583554878710119
152,P120,equatorial,quad,1328295889906.481,"(np.float64(-39.375), np.float64(14.539764060139051))",P120,1328295889906.4812,"(-39.97650274246884, 16.264447144235238)",1328295889898.9712,1328295889932.9417,4609649.7742931675,4662243.805427212,2 ** 14.0,0.7855409544012831,0.7679177950679236,0.7834952748325414,0.7659180091432277
153,P121,equatorial,quad,1328295889906.481,"(np.float64(-28.124999999999996), np.float64(14.539764060139051))",P121,1328295889906.4812,"(-30.677327304747816, 13.95495687867786)",1328295889898.9731,1328295889840.1902,4609649.774294624,4663696.447170845,2 ** 14.0,0.7855409544007879,0.7674394895633884,0.7834952748320473,0.7654409492260834
154,P122,equatorial,quad,1328295889906.481,"(np.float64(-39.375), np.float64(4.8015545941779685))",P122,1328295889906.4812,"(-40.33104690947386, 4.674329763453385)",1328295889901.4917,1328295889655.1323,4618396.857629686,4546752.938365362,2 ** 14.0,0.7825681976197281,0.8074246064405953,0.780530259605101,0.8053219381950543
155,P123,equatorial,quad,1328295889906.481,"(np.float64(-28.124999999999996), np.float64(4.8015545941779685))",P123,1328295889906.4812,"(-28.745273265546043, 4.845214047955154)",1328295889901.492,1328295889932.9485,4618396.8576311795,4663388.310334487,2 ** 14.0,0.7825681976192219,0.767540911232924,0.7805302596045962,0.7655421067765485
156,P130,equatorial,quad,1328295889906.481,"(np.float64(-16.875000000000004), np.float64(14.539764060139051))",P130,1328295889906.4812,"(-18.273064617296722, 14.13712993166201)",1328295889898.9766,1328295889903.8289,4609649.774294196,4674370.250153543,2 ** 14.0,0.7855409544009359,0.7639386349656443,0.7834952748321949,0.7619492114370919
157,P131,equatorial,quad,1328295889906.481,"(np.float64(-5.624999999999994), np.float64(14.539764060139051))",P131,1328295889906.4812,"(-6.132663375794064, 13.833606962911917)",1328295889898.9736,1328295889911.048,4609649.774294162,4659480.2930547735,2 ** 14.0,0.7855409544009456,0.7688289608986818,0.7834952748322048,0.7668268021463345
158,P132,equatorial,quad,1328295889906.481,"(np.float64(-16.875000000000004), np.float64(4.8015545941779685))",P132,1328295889906.4812,"(-17.428520572614307, 4.771283596424485)",1328295889901.488,1328295889923.8674,4618396.8576307045,4640764.160191467,2 ** 14.0,0.7825681976193805,0.7750428174235212,0.7805302596047544,0.773024476753121
159,P133,equatorial,quad,1328295889906.481,"(np.float64(-5.624999999999994), np.float64(4.8015545941779685))",P133,1328295889906.4812,"(-5.901757462478779, 4.634549659228103)",1328295889901.492,1328295889915.5125,4618396.857630563,4646103.9243256,2 ** 14.0,0.7825681976194309,0.7732623287803138,0.7805302596048046,0.7712486247991013
160,P200,equatorial,quad,1328295889906.481,"(np.float64(-84.375), np.float64(-4.801554594177967))",P200,1328295889906.4812,"(-84.09824253752119, -4.634549659228102)",1328295889901.497,1328295889915.4915,4618396.857629613,4646103.9243256375,2 ** 14.0,0.7825681976197558,0.7732623287802891,0.7805302596051287,0.7712486247990769
161,P201,equatorial,quad,1328295889906.481,"(np.float64(-73.125), np.float64(-4.801554594177967))",P201,1328295889906.4812,"(-72.5714794273857, -4.771283596424485)",1328295889901.4954,1328295889923.8848,4618396.857630339,4640764.160191589,2 ** 14.0,0.7825681976195087,0.7750428174234906,0.7805302596048822,0.7730244767530904
162,P202,equatorial,quad,1328295889906.481,"(np.float64(-84.375), np.float64(-14.539764060139058))",P202,1328295889906.4812,"(-83.8673366242059, -13.833606962911917)",1328295889898.9934,1328295889911.0237,4609649.774294953,4659480.293054831,2 ** 14.0,0.7855409544006877,0.7688289608986486,0.7834952748319474,0.7668268021463015
163,P203,equatorial,quad,1328295889906.481,"(np.float64(-73.125), np.float64(-14.539764060139058))",P203,1328295889906.4812,"(-71.72693538270327, -14.13712993166201)",1328295889898.992,1328295889903.8364,4609649.774295003,4674370.250153558,2 ** 14.0,0.7855409544006698,0.7639386349656437,0.7834952748319296,0.7619492114370913
164,P210,equatorial,quad,1328295889906.481,"(np.float64(-61.87499999999999), np.float64(-4.801554594177967))",P210,1328295889906.4812,"(-61.25472673445396, -4.845214047955154)",1328295889901.4934,1328295889932.9539,4618396.857629903,4663388.310334547,2 ** 14.0,0.7825681976196556,0.7675409112329072,0.7805302596050288,0.7655421067765316
165,P211,equatorial,quad,1328295889906.481,"(np.float64(-50.625), np.float64(-4.801554594177967))",P211,1328295889906.4812,"(-49.66895309052614, -4.674329763453383)",1328295889901.4932,1328295889655.1099,4618396.857629851,4546752.938365406,2 ** 14.0,0.7825681976196728,0.8074246064405659,0.780530259605046,0.8053219381950248
166,P212,equatorial,quad,1328295889906.481,"(np.float64(-61.87499999999999), np.float64(-14.539764060139058))",P212,1328295889906.4812,"(-59.32267269525218, -13.95495687867786)",1328295889898.995,1328295889840.2317,4609649.774293994,4663696.447170616,2 ** 14.0,0.7855409544010157,0.7674394895634877,0.7834952748322745,0.7654409492261824
167,P213,equatorial,quad,1328295889906.481,"(np.float64(-50.625), np.float64(-14.539764060139058))",P213,1328295889906.4812,"(-50.02349725753116, -16.264447144235238)",1328295889898.9924,1328295889932.946,4609649.774293187,4662243.805427357,2 ** 14.0,0.785540954401289,0.7679177950678787,0.7834952748325472,0.7659180091431829
168,P220,equatorial,quad,1328295889906.481,"(np.float64(-84.375), np.float64(-24.721673381714922))",P220,1328295889906.4812,"(-83.38272739512679, -22.828331211352843)",1328295889893.7314,1328295889903.3765,4604175.3129286645,4685432.700805347,2 ** 14.0,0.7874101144339262,0.7603355283093153,0.7853595672609408,0.7583554878710145
169,P221,equatorial,quad,1328295889906.481,"(np.float64(-73.125), np.float64(-24.721673381714922))",P221,1328295889906.4812,"(-69.99259920831936, -22.996271576819204)",1328295889893.731,1328295889850.809,4604175.312927942,4675981.163617547,2 ** 14.0,0.7874101144341732,0.7634123594831904,0.785359567261187,0.7614243064637862
