Common latitude,Authalic (mpmath),Authalic (old code),Authalic (new code),Diff. (old - new) E-10,Diff. (new - mpmath) E-10,Diff. (old - mpmath)E-10,Authalic inverse (old code),Authalic inverse (new code),Diff. (auth_inv_new - common)E-10,Diff. (auth_inv_old - common)E-10
-89.0,-88.99551395783985004627804124025737521328058141462953590303485403367226,-88.99551395783817,-88.99551395783986,0.01690000000000000000000000000000000000000000000000000000001062638557066,-0.00009953721958759742624786719418585370464096965145966327738134536524138839,0.01680046278041240257375213280581414629535903034854033672262928102032927,-88.99999999995053,-89.0,0.0,0.4946999999999999999999999999999999999999999999999999999999969959032874
-88.9,-88.89506556528807669258548019417584425194849721183732112099544734574206,-88.89506556528715,-88.89506556528808,0.009299999999999999999999999999999999999999999999999999999992541701948031,-0.00003307414519805824155748051502788162678879004552654257941703768906766086,0.00926692585480194175844251948497211837321120995447345742057550401288037,-88.89999999994559,-88.89999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.5440999999999999999999999999999999999999999999999999999999986336546255
-88.8,-88.7946172332048662155799919758740839495906070776568824919313954080731,-88.79461723320294,-88.79461723320487,0.019300000000000000000000000000000000000000000000000000000000475601465,-0.00003784420008024125916050409392922343117508068604591926898566902757453713,0.01926215579991975874083949590607077656882491931395408073101480657389046,-88.79999999994062,-88.8,0.0,0.5938000000000000000000000000000000000000000000000000000000019003752556
-88.7,-88.69416896708420873710223624141872242810821289656620571683835763711153,-88.69416896708312,-88.69416896708421,0.01090000000000000000000000000000000000000000000000000000000122953817212,-0.0000126289776375858127757189178710343379428316164236288847157182229159689,0.01088737102236241418722428108212896566205716838357637111528551131525615,-88.6999999999357,-88.7,0.0,0.6429999999999999999999999999999999999999999999999999999999908608778448
-88.6,-88.59372077241927224751157076613814435764249754957270505901089960865369,-88.59372077241864,-88.59372077241926,0.006199999999999999999999999999999999999999999999999999999998891557705653,0.0001224751157076613814435764249754957270505901089960865368964782041811537,0.006322475115707661381443576424975495727050590108996086536895369761886807,-88.59999999993076,-88.60000000000001,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.6923999999999999999999999999999999999999999999999999999999924986291829
-88.5,-88.493272654702334144056059087532845395229330982047142500406797846667,-88.4932726547024,-88.49327265470235,-0.0005000000000000000000000000000000000000000000000000000000027149488200281,-0.0001585594394091246715460477066901795285749959320215333300226850555627727,-0.0006585594394091246715460477066901795285749959320215333300254000043828008,-88.4999999999258,-88.50000000000003,-0.0003000000000000000000000000000000000000000000000000000000016289692920168,0.7419999999999999999999999999999999999999999999999999999999952223600491
-88.4,-88.39282461942471278107846498906237447070227871746551236908271993700839,-88.39282461942484,-88.39282461942472,-0.001199999999999999999999999999999999999999999999999999999994924607947169,-0.00007218921535010937625529297721282534487630917280062991612042992374721335,-0.001272189215350109376255292977212825344876309172800629916115354531694382,-88.39999999992085,-88.4,0.0,0.7914999999999999999999999999999999999999999999999999999999974031011512
-88.3,-88.29237667207669903296775564157600304929264819936813979792681563525109,-88.29237667207688,-88.29237667207668,-0.002000000000000000000000000000000000000000000000000000000010859795280112,0.0001903296775564157600304929264819936813979792681563525109397914265625089,-0.001809670322443584239969507073518006318602020731843647489071068368717603,-88.29999999991591,-88.3,0.0,0.8408999999999999999999999999999999999999999999999999999999990408524893
-88.2,-88.19192881814748787076542669411176963620796933529051478287603525037234,-88.1919288181464,-88.1919288181475,0.01100000000000000000000000000000000000000000000000000000000177252793613,-0.0001212923457330588823036379203066470948521712396474962766175454497886426,0.01087870765426694111769636207969335290514782876035250372338422707814748,-88.19999999991097,-88.2,0.0,0.8903000000000000000000000000000000000000000000000000000000006786038274
-88.1,-88.09148106312510995333573921361296545623185542784011760082006551422358,-88.09148106312443,-88.0914810631251,0.006700000000000000000000000000000000000000000000000000000001606506525681,0.00009953335739213612965456231855427840117600820065514223583924159039046776,0.006799533357392136129654562318554278401176008200655142235840848096916149,-88.09999999990602,-88.10000000000001,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.9398000000000000000000000000000000000000000000000000000000028593449295
-88.0,-87.99103341249636323400872011949086382940425614651316621298090831464548,-87.99103341249676,-87.99103341249636,-0.003999999999999999999999999999999999999999999999999999999998537052118428,0.0000323400872011949086382940425614651316621298090831464547941108732435503,-0.003967659912798805091361705957438534868337870190916853545204426178874878,-87.99999999990106,-87.99999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.9894000000000000000000000000000000000000000000000000000000055830757957
-87.9,-87.89058587174674458360452464996389187628667172239769496413663620189075,-87.89058587174684,-87.89058587174677,-0.0006999999999999999999999999999999999999999999999999999999922096591271411,-0.0002541639547535003610812371332827760230503586336379810924792943672542035,-0.0009541639547535003610812371332827760230503586336379810924715040263813446,-87.89999999989615,-87.89999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.038500000000000000000000000000000000000000000000000000000005591857842
-87.8,-87.79013844636038143074749143917051885140152306055848530756361876736712,-87.79013844636036,-87.79013844636037,0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.0001143074749143917051885140152306055848530756361876736711677935290554565,0.0002143074749143917051885140152306055848530756361876736711683365188194621,-87.7999999998912,-87.80000000000001,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.088000000000000000000000000000000000000000000000000000000007772598944
-87.7,-87.68969114181996342037793798400732369085467359515986720878295059993117,-87.68969114181945,-87.68969114181996,0.005099999999999999999999999999999999999999999999999999999992918670301592,0.00003420377937984007323690854673595159867208782950599931170110242020082073,0.005134203779379840073236908546735951598672087829505999311694021090502412,-87.69999999988626,-87.7,0.0,1.137399999999999999999999999999999999999999999999999999999997819081061
-87.6,-87.5892439636066740913694466446835694230113267417490095925187071973984,-87.58924396360602,-87.58924396360666,0.006399999999999999999999999999999999999999999999999999999999977537233665,0.0001409136944664468356942301132674174900959251870719739839626394580693494,0.006540913694466446835694230113267417490095925187071973983962616995303014,-87.59999999988129,-87.60000000000001,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.187100000000000000000000000000000000000000000000000000000001085801691
-87.5,-87.48879691720012257415907886068455164840231439721387616850653791154279,-87.48879691720045,-87.4887969172001,-0.0034999999999999999999999999999999999999999999999999999999958221032984,0.0002257415907886068455164840231439721387616850653791154278903578418202821,-0.003274258409211393154483515976856027861238314934620884572105464261478118,-87.49999999987634,-87.50000000000001,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.236600000000000000000000000000000000000000000000000000000003266542793
-87.4,-87.38835000807827530929762798214992057172287098886207358576973628767742,-87.38835000807791,-87.38835000807828,0.003700000000000000000000000000000000000000000000000000000008499352047309,-0.00004690702372017850079428277129011137926414230263712322584470577188546828,0.003653092976279821499205717228709888620735857697362876774163793580161841,-87.39999999987143,-87.39999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.285700000000000000000000000000000000000000000000000000000003275324839
-87.3,-87.2879032417173877878266790239282112111483009537301091648015183064593,-87.2879032417166,-87.2879032417174,0.008000000000000000000000000000000000000000000000000000000008665373457754,-0.000122121733209760717887888516990462698908351984816935407043723604083326,0.007877878266790239282112111483009537301091648015183064592964941769374428,-87.29999999986647,-87.29999999999998,0.0002000000000000000000000000000000000000000000000000000000010859795280112,1.335300000000000000000000000000000000000000000000000000000005999055706
-87.2,-87.18745662359193631438888675446891239548805115165097035189544047198163,-87.18745662359208,-87.18745662359194,-0.00139999999999999999999999999999999999999999999999999999999601058747518,-0.0000368561111324553108760451194884834902964810455952801837129975966166413,-0.001436856111132455310876045119488483490296481045595280183709008184091822,-87.19999999986153,-87.2,0.0,1.384699999999999999999999999999999999999999999999999999999996045537823
-87.1,-87.08701015917454979397751184333800821952518855920243795894846518192116,-87.08701015917403,-87.08701015917453,0.004999999999999999999999999999999999999999999999999999999992375680537586,0.000197939775118433380082195251885592024379589484651819211649060948933249,0.005197939775118433380082195251885592024379589484651819211641436629470835,-87.09999999985658,-87.10000000000001,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.434199999999999999999999999999999999999999999999999999999998226278925
-87.0,-86.98656385393594154323086831894659520584560743594173408174590898313607,-86.9865638539359,-86.98656385393593,0.0003000000000000000000000000000000000000000000000000000000016289692920168,0.0001154323086831894659520584560743594173408174590898313607511027272912661,0.000415432308683189465952058456074359417340817459089831360752731696583283,-86.99999999985165,-87.00000000000001,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.483499999999999999999999999999999999999999999999999999999999321040499
-86.9,-86.8861177133448411271769343418941966865248516441393350990160912658926,-86.88611771334432,-86.88611771334485,0.005299999999999999999999999999999999999999999999999999999994004649829603,-0.00008872823065658105803313475148355860664900983908734107399660161867588559,0.005211271769343418941966865248516441393350990160912658925997403031153717,-86.89999999984671,-86.89999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.532900000000000000000000000000000000000000000000000000000000958791837
-86.8,-86.7856717428679262223329622893523618558728673487268455350666744903651,-86.78567174286792,-86.78567174286793,0.0001000000000000000000000000000000000000000000000000000000005429897640056,-0.00003777667037710647638144127132651273154464933325509634900039775421230123,0.00006222332962289352361855872867348726845535066674490365100014523555170438,-86.79999999984179,-86.8,0.0,1.582100000000000000000000000000000000000000000000000000000001510563647
-86.7,-86.68522594796975450706449338272754505080788061197701574238912852749043,-86.68522594796964,-86.68522594796976,0.001199999999999999999999999999999999999999999999999999999994924607947169,-0.00005492935506617272454949192119388022984257610871472509566446591818831372,0.001145070644933827275450508078806119770157423891285274904330458689758855,-86.69999999983683,-86.7,0.0,1.631699999999999999999999999999999999999999999999999999999992643025292
-86.6,-86.58478033411269558010773658539606440975659343196334532797472017076866,-86.58478033411241,-86.5847803341127,0.002899999999999999999999999999999999999999999999999999999992564164714366,-0.00004419892263414603935590243406568036654672025279829231340422609901050116,0.002855801077365853960644097565934319633453279747201707686588338065703865,-86.59999999983188,-86.6,0.0,1.681199999999999999999999999999999999999999999999999999999994823766395
-86.5,-86.48433490675686290815881126092209825987723004720192273532367457113542,-86.48433490675691,-86.48433490675687,-0.0004000000000000000000000000000000000000000000000000000000021719590560224,-0.00007091841188739077901740122769952798077264676325428864576845757568068388,-0.0004709184118873907790174012276995279807726467632542886457706295347367063,-86.49999999982694,-86.5,0.0,1.730599999999999999999999999999999999999999999999999999999996461517733
-86.4,-86.38388967136004580343287812654869193902724275190227006557117624410347,-86.3838896713603,-86.38388967136004,-0.00259999999999999999999999999999999999999999999999999999999093519542235,0.00005803432878126548691939027242751902270065571176244103465363021080928871,-0.002541965671218734513080609727572480977299344288237558965337304984613061,-86.39999999982201,-86.40000000000002,-0.0002000000000000000000000000000000000000000000000000000000010859795280112,1.779899999999999999999999999999999999999999999999999999999997556279307
-86.3,-86.28344463337764143209569337396017360968019106108897439509214807974876,-86.28344463337756,-86.28344463337763,0.0007000000000000000000000000000000000000000000000000000000038009283480393,0.0001143209569337396017360968019106108897439509214807974875783790621156385,0.0008143209569337396017360968019106108897439509214807974875821799904636778,-86.29999999981708,-86.30000000000003,-0.0002999999999999999999999999999999999999999999999999999999900377000711186,1.829200000000000000000000000000000000000000000000000000000010242310102
-86.2,-86.18299979826258685446961647179233016230363231494465170310817878572827,-86.18299979826224,-86.1829997982626,0.003599999999999999999999999999999999999999999999999999999996365093062406,-0.0001314553038352820766983769636768505534829689182121427173460362006245328,0.003468544696164717923301623036323149446517031081787857282650328892437873,-86.19999999981212,-86.19999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,1.878799999999999999999999999999999999999999999999999999999989783502526
-86.1,-86.08255517146529109791558312492533442377978524272372511799269804725347,-86.08255517146495,-86.08255517146529,0.003400000000000000000000000000000000000000000000000000000006870382755293,0.00001097915583124925334423779785242723725117992698047253471554920254118395,0.003410979155831249253344237797852427237251179926980472534722419585296477,-86.09999999980718,-86.1,0.0,1.928200000000000000000000000000000000000000000000000000000003012523085
-86.0,-85.98211075843356726329202115741542078483458767887360382398533833656238,-85.98211075843341,-85.98211075843356,0.001499999999999999999999999999999999999999999999999999999996553577239186,0.00007263292021157415420784834587678873603823985338336562381251558088203674,0.001572632920211574154207848345876788736038239853383365623809069158121223,-85.99999999980227,-86.0,0.0,1.977300000000000000000000000000000000000000000000000000000003021305131
