Common latitude,Authalic (mpmath),Authalic (old code),Authalic (new code),Diff. (old - new) E-10,Diff. (new - mpmath) E-10,Diff. (old - mpmath)E-10,Authalic inverse (old code),Authalic inverse (new code),Diff. (auth_inv_new - common)E-10,Diff. (auth_inv_old - common)E-10
-55.4,-55.27998342403473627880693347566143296143757420904788894650466506019381,-55.279983424034754,-55.27998342403474,-0.000139999999999999999999999999999999999999999999999999999999601058747518,-0.00003721193066524338567038562425790952111053495334939806188943638914283722,-0.0001772119306652433856703856242579095211105349533493980618890374478903553,-55.399999997970106,-55.4,0.0,20.29894000000000000000000000000000000000000000000000000000000442388781
-55.3,-55.17982576395303639132519959160312762507438633365458657592961298925521,-55.179825763952984,-55.17982576395304,0.0005599999999999999999999999999999999999999999999999999999984042349900721,-0.00003608674800408396872374925613666345413424070387010744793675229755977971,0.0005239132519959160312762507438633365458657592961298925520616519374302924,-55.299999997955375,-55.29999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,20.44624999999999999999999999999999999999999999999999999999999986802523
-55.2,-55.07966957108931533759029051419877605593372998726357877491216116785631,-55.07966957108932,-55.079669571089326,0.00005999999999999999999999999999999999999999999999999999999568928617004409,-0.0001066240970948580122394406627001273642122508783883214369247814550710383,-0.00004662409709485801223944066270012736421225087838832143692909216890099424,-55.19999999794049,-55.19999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,20.5951000000000000000000000000000000000000000000000000000000025150781
-55.1,-54.97951484732308832942495466991408156790481923674977605772178935339819,-54.97951484732309,-54.97951484732309,0.0,-0.0000167057504533008591843209518076325022394227821064660180574884750465144,-0.0000167057504533008591843209518076325022394227821064660180574884750465144,-55.09999999792544,-55.1,0.0,20.74559999999999999999999999999999999999999999999999999999999673455825
-55.0,-54.87936159451582872402251171145635271408213834948754931246054570662966,-54.87936159451579,-54.879361594515835,0.0004500000000000000000000000000000000000000000000000000000024434539380253,-0.00006275977488288543647285917861650512450687539454293370335721637108693742,0.0003872402251171145635271408213834948754931246054570662966452270828510878,-54.99999999791021,-54.99999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,20.89790000000000000000000000000000000000000000000000000000000072785415
-54.9,-54.77920981451094650977818045617122110185607025115640023101553951603802,-54.77920981451092,-54.779209814510956,0.00036000000000000000000000000000000000000000000000000000000311389007251,-0.00009490221819543828778898143929748843599768984460483961983612736654445227,0.0002650977818045617122110185607025115640023101553951603801669865235280578,-54.89999999789482,-54.900000000000006,-0.00005999999999999999999999999999999999999999999999999999999568928617004409,21.05180000000000000000000000000000000000000000000000000000000181771705
-54.8,-54.67905950913376701900203545209338161807176333784806966688614997126711,-54.679059509133744,-54.67905950913376,0.0001600000000000000000000000000000000000000000000000000000020279105444988,0.00007019002035452093381618071763337848069666886149971267109544906134286512,0.0002301900203545209338161807176333784806966688614997126710974769718873639,-54.79999999787925,-54.79999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,21.20750000000000000000000000000000000000000000000000000000000109012648
-54.7,-54.57891068019150986771488177410998117509602043805914743873707205364261,-54.5789106801915,-54.57891068019153,0.0002999999999999999999999999999999999999999999999999999999958333346815677,-0.0002013228511822589001882490397956194085256126292794635738756191651637185,0.00009867714881774109981175096020438059147438737072053642612021416951784922,-54.699999997863486,-54.699999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,21.3651400000000000000000000000000000000000000000000000000000039417758
-54.6,-54.4787633294732681227252482794394947257963272749129959064797469285353,-54.47876332947326,-54.47876332947327,0.0001000000000000000000000000000000000000000000000000000000005429897640056,-0.00001877274751720560505274203672725087004093520253071464697648992012917589,0.00008122725248279439494725796327274912995906479746928535302405306963482972,-54.59999999784756,-54.599999999999994,0.00005999999999999999999999999999999999999999999999999999999568928617004409,21.52440000000000000000000000000000000000000000000000000000000052120931
-54.5,-54.37861745874998769618261070442407135549946053103083492340729601586351,-54.378617458749986,-54.378617458749986,0.0,0.00001696182610704424071355499460531030834923407296015863510169555078010909,0.00001696182610704424071355499460531030834923407296015863510169555078010909,-54.499999997831445,-54.49999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,21.68555000000000000000000000000000000000000000000000000000000040838782
-54.4,-54.27847306977444696779886771606574345785050427083662512471946578700645,-54.2784730697744,-54.27847306977445,0.000499999999999999999999999999999999999999999999999999999996919314209579,-0.00003032201132283934256542149495729163374875280534212993549128969852409087,0.0004696779886771606574345785050427083662512471946578700645056296156854881,-54.399999997815165,-54.4,0.0,21.84835000000000000000000000000000000000000000000000000000000345926284
-54.3,-54.17833016428123663492700539423157575165751371265778760698205850668051,-54.17833016428121,-54.178330164281235,0.0002499999999999999999999999999999999999999999999999999999955618397995649,0.0000163492700539423157575165751371265778760698205850668051249181569669293,0.0002663492700539423157575165751371265778760698205850668051204799967664942,-54.29999999779869,-54.3,0.0,22.01309999999999999999999999999999999999999999999999999999999971153442
-54.2,-54.07818874398673979068279866627218097438575529076588347822471028210521,-54.0781887439867,-54.07818874398674,0.0004000000000000000000000000000000000000000000000000000000021719590560224,-0.000002093172013337278190256142447092341165217752897178947922684480812903562,0.0003979068279866627218097438575529076588347822471028210520794874782431189,-54.199999997782044,-54.199999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,22.17956000000000000000000000000000000000000000000000000000000061242327
-54.1,-53.97804881058911223029231199704054693660755282982542979728215837586815,-53.97804881058911,-53.978048810589115,0.00005000000000000000000000000000000000000000000000000000000027149488200281,-0.00002769707688002959453063392447170174570202717841624131850201207228179832,0.00002230292311997040546936607552829825429797282158375868149825942260020449,-54.09999999776521,-54.1,0.0,22.34789999999999999999999999999999999999999999999999999999999781199663
-54.0,-53.87791036576826298584487620589714931663122620991440060148965353397936,-53.87791036576824,-53.877910365768265,0.000250000000000000000000000000000000000000000000000000000001357474410014,-0.00002014155123794102850683368773790085599398510346466020642326385156535205,0.000229858448762058971493166312262099144006014896535339793578093622844662,-53.999999997748176,-54.0,0.0,22.51824000000000000000000000000000000000000000000000000000000007573065
-53.9,-53.77777341118583508962813369000979750394289566776250754725452910035644,-53.77777341118585,-53.77777341118584,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,-0.00004910371866309990202496057104332237492452745470899643559947112560270671,-0.0001491037186630999020249605710433223749245274547089964356000141153667123,-53.89999999773097,-53.9,0.0,22.69030000000000000000000000000000000000000000000000000000000240587324
-53.8,-53.67763794848518656621866063170185108579169153239602741902595077662349,-53.67763794848519,-53.67763794848519,0.0,-0.00003433781339368298148914208308467603972580974049223376506353174752543889,-0.00003433781339368298148914208308467603972580974049223376506353174752543889,-53.79999999771358,-53.8,0.0,22.86419999999999999999999999999999999999999999999999999999999618099673
-53.7,-53.57750397929137165349859200820073527033206528647501147325096345191939,-53.577503979291365,-53.57750397929137,0.00005000000000000000000000000000000000000000000000000000000027149488200281,0.0000165349859200820073527033206528647501147325096345191939276257698909359,0.0000665349859200820073527033206528647501147325096345191939278972647729387,-53.69999999769599,-53.7,0.0,23.0401000000000000000000000000000000000000000000000000000000008159155
-53.6,-53.47737150521112225276559345615034366186266110101551542844979070329123,-53.47737150521109,-53.47737150521113,0.0004000000000000000000000000000000000000000000000000000000021719590560224,-0.0000774723440654384965633813733889898448457155020929670876902664618161295,0.0003225276559345615034366186266110101551542844979070329123119054972398929,-53.599999997678204,-53.6,0.0,23.21795999999999999999999999999999999999999999999999999999999986565674
-53.5,-53.37724052783282960810044332176488917854135591537162692319653769377454,-53.37724052783283,-53.37724052783283,0.0,-0.000003918995566782351108214586440846283730768034623062254569376874759143057,-0.000003918995566782351108214586440846283730768034623062254569376874759143057,-53.49999999766024,-53.5,0.0,23.39760000000000000000000000000000000000000000000000000000000046672732
-53.4,-53.27711104872652621515340860143446393188411348772510521971625846933816,-53.27711104872647,-53.27711104872652,0.0005000000000000000000000000000000000000000000000000000000027149488200281,0.00006215153408601434463931884113487725105219716258469338155172721603993713,0.0005621515340860143446393188411348772510521971625846933815544421648599652,-53.39999999764206,-53.400000000000006,-0.00005999999999999999999999999999999999999999999999999999999568928617004409,23.57940000000000000000000000000000000000000000000000000000000236423451
-53.3,-53.1769830694438679595075199976866942127054923407687407224752812006452,-53.17698306944386,-53.176983069443864,0.00003999999999999999999999999999999999999999999999999999999905806898351243,0.00003959507519997686694212705492340768740722475281200645195289129006102529,0.00007959507519997686694212705492340768740722475281200645195194935904453771,-53.2999999976237,-53.3,0.0,23.76299999999999999999999999999999999999999999999999999999999664865361
-53.2,-53.07685659151811648477377403223222785273202291329431589835280254918255,-53.076856591518066,-53.07685659151812,0.0005400000000000000000000000000000000000000000000000000000017730178035405,-0.00003515226225967767772147267977086705684101647197450817447096044032035859,0.0005048477377403223222785273202291329431589835280254918255308125774831819,-53.19999999760514,-53.199999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,23.948600000000000000000000000000000000000000000000000000000001792868
-53.1,-52.97673161646412179057021412176610311993899828754318766270144038948757,-52.97673161646412,-52.97673161646412,0.0,0.00001790570214121766103119938998287543187662701440389487574605231624268509,0.00001790570214121766103119938998287543187662701440389487574605231624268509,-53.09999999758639,-53.099999999999994,0.00005999999999999999999999999999999999999999999999999999999568928617004409,24.13609999999999999999999999999999999999999999999999999999999986698407
-53.0,-52.87660814577830506053376778347683300130500461810266537454020949488472,-52.87660814577831,-52.876608145778306,-0.00003999999999999999999999999999999999999999999999999999999905806898351243,-0.000009394662322165231669986949953818973346254597905051152819790679885281808,-0.00004939466232216523166998694995381897334625459790505115281884874886879423,-52.99999999756742,-53.0,0.0,24.32579999999999999999999999999999999999999999999999999999999829560573
-52.9,-52.77648618093864172051064374586643900885181386889944527919298780870115,-52.77648618093864,-52.77648618093864,0.0,0.00001720510643745866439008851813868899445279192987808701151001917782630391,0.00001720510643745866439008851813868899445279192987808701151001917782630391,-52.899999997548264,-52.9,0.0,24.51736000000000000000000000000000000000000000000000000000000218732931
-52.8,-52.67636572340464472706802074636432276416519141009668215733570821699285,-52.676365723404665,-52.67636572340465,-0.0001500000000000000000000000000000000000000000000000000000008144846460084,-0.00005272931979253635677235834808589903317842664291783007154904550162694339,-0.0002027293197925363567723583480858990331784266429178300715498599862729518,-52.7999999975289,-52.79999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,24.71099999999999999999999999999999999999999999999999999999999766808231
-52.7,-52.57624677461734808646668925000178113194984664484935946540065396988413,-52.57624677461729,-52.57624677461735,0.0006000000000000000000000000000000000000000000000000000000032579385840337,-0.00001913533310749998218868050153355150640534599346030115870473128960167457,0.0005808646668925000178113194984664484935946540065396988412985266489823591,-52.69999999750933,-52.699999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,24.90669999999999999999999999999999999999999999999999999999999969791676
-52.6,-52.47612933599929060423123827259641942119254910781803756666653590859664,-52.476129335999296,-52.476129335999296,0.0,-0.00005395768761727403580578807450892181962433333464091403358352692690889092,-0.00005395768761727403580578807450892181962433333464091403358352692690889092,-52.599999997489554,-52.6,0.0,25.10445999999999999999999999999999999999999999999999999999999668556343
-52.5,-52.37601340895449986545131198678812139723972319917619292978518871247329,-52.376013408954464,-52.376013408954506,0.0004199999999999999999999999999999999999999999999999999999988031762425541,-0.0000613454868801321187860276027680082380707021481128752670705607565391176,0.0003586545131198678812139723972319917619292978518871247329282424197034365,-52.499999997469594,-52.49999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,25.30406000000000000000000000000000000000000000000000000000000250509484
-52.4,-52.27589899486847644594439487899808451810683196603250898315727430183999,-52.27589899486848,-52.27589899486848,0.0,-0.00003554055605121001915481893168033967491016842725698160010348435685218181,-0.00003554055605121001915481893168033967491016842725698160010348435685218181,-52.399999997449406,-52.4,0.0,25.5059400000000000000000000000000000000000000000000000000000009996352
-52.3,-52.17578609510817835440751995889220014789083063123610263875977387058249,-52.17578609510818,-52.17578609510817,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.00008354407519958892200147890830631236102638759773870582485130044548039566,-0.00001645592480041107799852109169368763897361240226129417514924254428360995,-52.29999999742901,-52.300000000000004,-0.00003999999999999999999999999999999999999999999999999999999905806898351243,25.70989999999999999999999999999999999999999999999999999999999687883958
-52.2,-52.07567471102200570568223194897614576042416775394574288370788748810825,-52.07567471102199,-52.07567471102201,0.0002000000000000000000000000000000000000000000000000000000010859795280112,-0.00004294317768051023854239575832246054257116292112511891754267295935284727,0.000157056822319489761457604241677539457428837078874881082458413020175164,-52.19999999740841,-52.199999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,25.91590000000000000000000000000000000000000000000000000000000267590823
-52.1,-51.9755648439397856252540765491012146418907558074554060424315457416993,-51.97556484393977,-51.9755648439398,0.0002999999999999999999999999999999999999999999999999999999958333346815677,-0.0001437474592345089878535810924419254459395756845425830070292187158307423,0.0001562525407654910121464189075580745540604243154574169929666146188508254,-52.0999999973876,-52.1,0.0,26.12399999999999999999999999999999999999999999999999999999999669322347
-52.0,-51.87545649517275738510482782729820903651078540940351481436366781278335,-51.875456495172735,-51.87545649517276,0.000250000000000000000000000000000000000000000000000000000001357474410014,-0.00002614895172172701790963489214590596485185636332187216649726383124892168,0.0002238510482782729820903651078540940351481436366781278335040936431610924,-51.99999999736657,-51.99999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,26.33430000000000000000000000000000000000000000000000000000000265631353
-51.9,-51.7753496660135577710326085826735167893043755722676594550396223307577,-51.77534966601357,-51.775349666013554,-0.0001599999999999999999999999999999999999999999999999999999962322759340497,0.00003771032608582673516789304375572267659455039622330757698088426076885705,-0.0001222896739141732648321069562442773234054496037766924230153480151651927,-51.89999999734533,-51.9,0.0,26.5467000000000000000000000000000000000000000000000000000000026352848
-51.8,-51.6752443577362066815520032060983890667857937278630354464216610015762,-51.675244357736176,-51.6752443577362,0.0002400000000000000000000000000000000000000000000000000000001440485115236,0.00006681552003206098389066785793727863035446421661001576201160979929710044,0.0003068155200320609838906678579372786303544642166100157620117538478086241,-51.79999999732388,-51.8,0.0,26.76119999999999999999999999999999999999999999999999999999999663013728
-51.7,-51.5751405715960929584832091779097937675999360635188491493022997364455,-51.57514057159609,-51.57514057159611,0.0002000000000000000000000000000000000000000000000000000000010859795280112,-0.0001704151679082209020623240006393648115085069770026355450026683969808696,0.0000295848320917790979376759993606351884914930229973644549984175825471416,-51.69999999730222,-51.699999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,26.9778000000000000000000000000000000000000000000000000000000020277748
-51.6,-51.47503830882996044933622193643713792187525118337859426970814608512239,-51.475038308829944,-51.475038308829966,0.000220000000000000000000000000000000000000000000000000000003512831324992,-0.00005550663778063562862078124748816621405730291853914877610447823141112104,0.0001644933622193643713792187525118337859426970814608512238990345999138709,-51.59999999728033,-51.599999999999994,0.00005999999999999999999999999999999999999999999999999999999568928617004409,27.19669999999999999999999999999999999999999999999999999999999673163846
-51.5,-51.37493757065589430159299847429849205753879679392658532216069512514866,-51.37493757065588,-51.374937570655895,0.0001500000000000000000000000000000000000000000000000000000008144846460084,-0.000006984070015257015079424612032060734146778393048748513407621530341600056,0.0001430159299847429849205753879679392658532216069512514865931929543044084,-51.49999999725823,-51.5,0.0,27.41770000000000000000000000000000000000000000000000000000000283828716
-51.4,-51.27483835827330748898749771830334925244000290135430526423864717748432,-51.27483835827328,-51.274838358273314,0.0003400000000000000000000000000000000000000000000000000000006870382755293,-0.00006511012502281696650747559997098645694735761352822515682906133718805596,0.0002748898749771830334925244000290135430526423864717748431716257010874733,-51.399999997235916,-51.39999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,27.64084000000000000000000000000000000000000000000000000000000201888606
-51.3,-51.17474067286292756988045057049186418159776558881166181743565346156247,-51.174740672862875,-51.174740672862924,0.0004899999999999999999999999999999999999999999999999999999957058883110886,0.00003569880450570491864181597765588811661817435653461562470146887525403211,0.0005256988045057049186418159776558881166181743565346156246971747635651207,-51.29999999721336,-51.3,0.0,27.86639999999999999999999999999999999999999999999999999999999927118725
-51.2,-51.07464451558678367782266947917225487006308897093487720519798258525121,-51.07464451558674,-51.07464451558678,0.0004000000000000000000000000000000000000000000000000000000021719590560224,0.00003677822669479172254870063088970934877205197982585251207429725072811292,0.0004367782266947917225487006308897093487720519798258525120764692097841354,-51.19999999719061,-51.2,0.0,28.09390000000000000000000000000000000000000000000000000000000010272834
-51.1,-50.97454988758819374439766661643084013990121268957176209963129315903165,-50.97454988758818,-50.9745498875882,0.0002000000000000000000000000000000000000000000000000000000010859795280112,-0.00006255602333383569159860098787310428237900368706840968346346613845701251,0.0001374439766661643084013990121268957176209963129315903165376198410709987,-51.09999999716763,-51.099999999999994,0.00005999999999999999999999999999999999999999999999999999999568928617004409,28.32369999999999999999999999999999999999999999999999999999999603613017
-51.0,-50.87445678999175195443131120892724149856057046238969065504352795480373,-50.87445678999173,-50.874456789991754,0.0002400000000000000000000000000000000000000000000000000000001440485115236,-0.0000204556868879107275850143942953761030934495647204519626965379887659715,0.0002195443131120892724149856057046238969065504352795480373036060597455521,-50.999999997144414,-51.0,0.0,28.55586000000000000000000000000000000000000000000000000000000014758274
-50.9,-50.77436522390331643365322034809587654624486683918057598082440323522588,-50.77436522390332,-50.774365223903324,0.00003999999999999999999999999999999999999999999999999999999905806898351243,-0.00007566346779651904123453755133160819424019175596764774117577071499763555,-0.00003566346779651904123453755133160819424019175596764774117671264601412312,-50.89999999712099,-50.89999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,28.79010000000000000000000000000000000000000000000000000000000164369934
-50.8,-50.67427519040999716889154374019944494194195769612308732279273035493209,-50.67427519040993,-50.67427519040999,0.0005999999999999999999999999999999999999999999999999999999974623039735846,0.00007168891543740199444941941957696123087322792730354932085335798381938804,0.0006716889154374019944494194195769612308732279273035493208508202877929726,-50.79999999709734,-50.800000000000004,-0.00003999999999999999999999999999999999999999999999999999999905806898351243,29.02659999999999999999999999999999999999999999999999999999999918360769
-50.7,-50.57418669058014416087977139186534962239882558384068903964721077033851,-50.5741866905801,-50.57418669058015,0.0005000000000000000000000000000000000000000000000000000000027149488200281,-0.00005839120228608134650377601174416159310960352789229661485186745566484795,0.0004416087977139186534962239882558384068903964721077033851508474931551801,-50.699999997073455,-50.699999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,29.26545000000000000000000000000000000000000000000000000000000368814089
-50.6,-50.47409972546333580975116420842497097329996946615693427509556013649439,-50.47409972546336,-50.47409972546334,-0.0002000000000000000000000000000000000000000000000000000000010859795280112,-0.00004190248835791575029026700030533843065724904439863505609274383374031782,-0.000241902488357915750290267000305338430657249044398635056093829813268329,-50.599999997049345,-50.599999999999994,0.00005999999999999999999999999999999999999999999999999999999568928617004409,29.50654999999999999999999999999999999999999999999999999999999722740533
-50.5,-50.37401429609036753329338095600898543689860187039993219290218058948872,-50.374014296090344,-50.37401429609037,0.0002599999999999999999999999999999999999999999999999999999967752656980553,-0.00002466706619043991014563101398129600067807097819410511275417085013960807,0.0002353329338095600898543689860187039993219290218058948872426044155584472,-50.49999999702501,-50.49999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,29.74989999999999999999999999999999999999999999999999999999999718830486
-50.4,-50.27393040347324061803285104916669557524038176230349327727604836558682,-50.27393040347323,-50.27393040347324,0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.000006180328510491666955752403817623034932772760483655868182645108606141994,0.0001061803285104916669557524038176230349327727604836558681831880983701476,-50.39999999700045,-50.400000000000006,-0.00005999999999999999999999999999999999999999999999999999999568928617004409,29.99550000000000000000000000000000000000000000000000000000000357083946
-50.3,-50.17384804860515130321542121880660577760181342068276414604405843134831,-50.173848048605116,-50.17384804860515,0.0003400000000000000000000000000000000000000000000000000000006870382755293,0.0000130321542121880660577760181342068276414604405843134830925422566456869,0.0003530321542121880660577760181342068276414604405843134830932292949212162,-50.29999999697566,-50.3,0.0,30.2433999999999999999999999999999999999999999999999999999999992596002
-50.2,-50.07376723246048009774678533532717439806540584761149300321766180331814,-50.0737672324605,-50.07376723246048,-0.0002000000000000000000000000000000000000000000000000000000010859795280112,0.0000009774678533532717439806540584761149300321766180331813586465171775305538,-0.0001990225321466467282560193459415238850699678233819668186424394623504807,-50.19999999695063,-50.2,0.0,30.49370000000000000000000000000000000000000000000000000000000218448066
-50.1,-49.9736879559947813301531905535428574608238267041452459256205896692204,-49.97368795599475,-49.973687955994784,0.0003400000000000000000000000000000000000000000000000000000006870382755293,-0.00002669846809446457142539176173295854754074379410330779601307968632059216,0.0003133015319055354285746082382670414524592562058966922039876073519549371,-50.09999999692538,-50.1,0.0,30.7461999999999999999999999999999999999999999999999999999999996682321
-50.0,-49.87361022014477293161989955382659430395841261300280258497518911713692,-49.8736102201448,-49.87361022014478,-0.0001999999999999999999999999999999999999999999999999999999952903449175621,-0.00007068380100446173405696041587386997197415024810882863076902103606771763,-0.0002706838010044617340569604158738699719741502481088286307643113809852798,-49.999999996899895,-49.99999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,31.00104999999999999999999999999999999999999999999999999999999832097377
-49.9,-49.77353402582832645216187802199363549511896299488283098452796854608947,-49.77353402582834,-49.77353402582832,-0.0002000000000000000000000000000000000000000000000000000000010859795280112,0.00006452161878021993635495118962994882830984527968546089465838767154689867,-0.0001354783812197800636450488103700511716901547203145391053426983079811126,-49.899999996874165,-49.9,0.0,31.25835000000000000000000000000000000000000000000000000000000448133005
-49.8,-49.6734593739444573099781686828426501972819637946276107420764902877771,-49.67345937394444,-49.67345937394446,0.0002000000000000000000000000000000000000000000000000000000010859795280112,-0.00002690021831317157349802718036205372389257923509712222905024817070229616,0.0001730997816868284265019728196379462761074207649028777709508378088257151,-49.79999999684823,-49.800000000000004,-0.00003999999999999999999999999999999999999999999999999999999905806898351243,31.51769999999999999999999999999999999999999999999999999999999859043805
-49.7,-49.57338626537331527403840822273887360277038473231143542630805267377597,-49.57338626537327,-49.57338626537332,0.0005000000000000000000000000000000000000000000000000000000027149488200281,-0.00004725961591777261126397229615267688564573691947326224030725387769809863,0.0004527403840822273887360277038473231143542630805267377596954610711219294,-49.69999999682203,-49.699999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,31.77970000000000000000000000000000000000000000000000000000000129314018
-49.6,-49.47331470097617517994694134875132330030779445509341100868648516094379,-49.473314700976196,-49.473314700976175,-0.0002100000000000000000000000000000000000000000000000000000022994054265016,0.000001799469413487513233003077944550934110086864851609437883734288459464282,-0.0002082005305865124867669969220554490658899131351483905621185651169670373,-49.59999999679561,-49.6,0.0,32.04389999999999999999999999999999999999999999999999999999999855471329
-49.5,-49.37324468159542787912698707901188582946108754557561685312324427306657,-49.373244681595416,-49.37324468159543,0.000139999999999999999999999999999999999999999999999999999999601058747518,-0.00002120873012920988114170538912454424383146876755726933434745309055087561,0.0001187912698707901188582946108754557561685312324427306656521479681966424,-49.49999999676895,-49.50000000000001,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,32.31049999999999999999999999999999999999999999999999999999999725677152
-49.4,-49.27317620805457142136431618430706599473286350500963483421385048807674,-49.27317620805455,-49.27317620805458,0.0002999999999999999999999999999999999999999999999999999999958333346815677,-0.00008578635683815692934005267136494990365165786149511923255193715002037044,0.0002142136431618430706599473286350500963483421385048807674438961846611973,-49.399999996742054,-49.4,0.0,32.57946000000000000000000000000000000000000000000000000000000413688049
-49.3,-49.1731092811582024707469055473900380196177132422778984970387860605972,-49.173109281158204,-49.1731092811582,-0.00003999999999999999999999999999999999999999999999999999999905806898351243,0.00002470746905547390038019617713242277898497038786060597199072218320162547,-0.00001529253094452609961980382286757722101502961213939402800833588578188696,-49.299999996714924,-49.300000000000004,-0.00003999999999999999999999999999999999999999999999999999999905806898351243,32.85075999999999999999999999999999999999999999999999999999999938128457
-49.2,-49.07304390169200795503404511684517479489883964120404375620034114969089,-49.07304390169204,-49.07304390169202,-0.0002000000000000000000000000000000000000000000000000000000010859795280112,-0.0001204496595488315482520510116035879595624379965885030910611785709312763,-0.0003204496595488315482520510116035879595624379965885030910622645504592875,-49.19999999668755,-49.199999999999996,0.00003999999999999999999999999999999999999999999999999999999905806898351243,33.12450000000000000000000000000000000000000000000000000000000091987736
-49.1,-48.97298007042275694848538614906978345790954336647135953321299223354867,-48.97298007042273,-48.97298007042276,0.0003000000000000000000000000000000000000000000000000000000016289692920168,-0.00003051514613850930216542090456633528640466787007766451326078036067887551,0.0002694848538614906978345790954336647135953321299223354867408486086131413,-49.099999996659946,-49.1,0.0,33.40053999999999999999999999999999999999999999999999999999999756033089
-49.0,-48.8729177880982927881774355973644563129932830730516948256760330002256,-48.87291778809825,-48.87291778809829,0.0004000000000000000000000000000000000000000000000000000000021719590560224,0.00002788177435597364456312993283073051694825676033000225595369253792442486,0.0004278817743559736445631299328307305169482567603300022559558644969804473,-48.9999999966321,-49.0,0.0,33.67899999999999999999999999999999999999999999999999999999999806812134
-48.9,-48.77285705544752542383202086333547238828583996828935678432050250456006,-48.77285705544752,-48.77285705544753,0.0001000000000000000000000000000000000000000000000000000000005429897640056,-0.00004576167979136664527611714160031710643215679497495439936095330899030617,0.00005423832020863335472388285839968289356784320502504560063958968077369944,-48.89999999660401,-48.89999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,33.95990000000000000000000000000000000000000000000000000000000487010049
-48.8,-48.67279787318042400117827171468570080420220549472236323063008871380319,-48.672797873180414,-48.672797873180414,0.0,0.0001000117827171468570080420220549472236323063008871380318975287527184768,0.0001000117827171468570080420220549472236323063008871380318975287527184768,-48.799999996575686,-48.800000000000004,-0.00003999999999999999999999999999999999999999999999999999999905806898351243,34.24314000000000000000000000000000000000000000000000000000000003637476
-48.7,-48.57274024198800967886669203666387040938084504573144612905681884475718,-48.57274024198803,-48.572740241988015,-0.0001500000000000000000000000000000000000000000000000000000008144846460084,-0.0000532113330796333612959061915495426855387094318115524281633036439925453,-0.0002032113330796333612959061915495426855387094318115524281641181286385537,-48.69999999654712,-48.69999999999999,0.0001000000000000000000000000000000000000000000000000000000005429897640056,34.52879999999999999999999999999999999999999999999999999999999906998594
-48.6,-48.47268416254234867895092326339840043640505268613584454682775052522678,-48.472684162542315,-48.47268416254236,0.0004499999999999999999999999999999999999999999999999999999966478193275762,-0.0001132104907673660159956359494731386415545317224947477321987467827302692,0.0003367895092326339840043640505268613584454682775052522677979010365973069,-48.599999996518314,-48.599999999999994,0.00005999999999999999999999999999999999999999999999999999999568928617004409,34.81685999999999999999999999999999999999999999999999999999999954408224
-48.5,-48.37262963549654557094983387128622549563112648554869233397974056945275,-48.37262963549654,-48.372629635496544,0.00004000000000000000000000000000000000000000000000000000000485370359396152,0.00001570949833871286225495631126485548692333979740569452745049928400494325,0.00005570949833871286225495631126485548692333979740569452745535298759890477,-48.499999996489265,-48.5,0.0,35.10734999999999999999999999999999999999999999999999999999999930330673
-48.4,-48.27257666148473678949960525054602951343861102131839801123139053358646,-48.27257666148474,-48.27257666148474,0.0,-0.00003210500394749453970486561388978681601988768609466413537133052191957587,-0.00003210500394749453970486561388978681601988768609466413537133052191957587,-48.39999999645998,-48.400000000000006,-0.00005999999999999999999999999999999999999999999999999999999568928617004409,35.40020000000000000000000000000000000000000000000000000000000144494736
-48.3,-48.17252524112208438560252364376708818189580795831020167786172531838928,-48.17252524112209,-48.17252524112208,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.00004385602523643767088181895807958310201677861725318389281831573871168618,-0.00005614397476356232911818104192041689798322138274681610718222725105231943,-48.29999999643045,-48.300000000000004,-0.00003999999999999999999999999999999999999999999999999999999905806898351243,35.69549999999999999999999999999999999999999999999999999999999950293337
