Common latitude,Authalic (mpmath),Authalic (old code),Authalic (new code),Diff. (old - new) E10,Diff. (new - mpmath) E10,Diff. (old - mpmath)E10
-85.9,-85.88166656461257037547618674755958247803399528772225154326891456089543,-85.88166656461242,-85.88166656461257,0.001499999999999999999999999999999999999999999999999999999996553577239186,0.000003754761867475595824780339952877222515432689145608954285781346502592967,0.001503754761867475595824780339952877222515432689145608954282334923741779
-85.8,-85.78122259544469815696638956771430741541888131715331807254709825694479,-85.78122259544448,-85.7812225954447,0.002200000000000000000000000000000000000000000000000000000000354505587225,-0.00001843033610432285692584581118682846681927452901743055207604761671901949,0.002181569663895677143074154188813171533180725470982569447924306888868206
-85.7,-85.68077885636959746503228058682012914310427252188515977673215435938361,-85.68077885636953,-85.68077885636961,0.0007999999999999999999999999999999999999999999999999999999927526488911467,-0.0001253496771941317987085689572747811484022326784564061639264707758150551,0.0006746503228058682012914310427252188515977673215435938360662818730760916
-85.6,-85.58033535282399091432646295331013311542098743451324485497541877371192,-85.58033535282378,-85.580335352824,0.002200000000000000000000000000000000000000000000000000000000354505587225,-0.00009085673537046689866884579012565486755145024581226288080281691529677071,0.002109143264629533101331154209874345132448549754187737119197537590290455
-85.5,-85.47989209024172335603012247412964737120009716807204300434261642272298,-85.47989209024142,-85.47989209024172,0.00300000000000000000000000000000000000000000000000000000000469842369927,0.00003356030122474129647371200097168072043004342616422722977838934449298407,0.003033560301224741296473712000971680720430043426164227229783087768192254
-85.4,-85.37944907405359428741646503639775738655382396777228004410468787505468,-85.37944907405361,-85.3794490740536,-0.0001000000000000000000000000000000000000000000000000000000005429897640056,-0.00005712583534963602242613446176032227719955895312124945323226080083723942,-0.000157125835349636022426134461760322277199558953121249453232803790601245
-85.3,-85.27900630968733304032634977659925666471746857645396357507646989870098,-85.27900630968713,-85.27900630968733,0.001999999999999999999999999999999999999999999999999999999999268526059214,0.00003040326349776599256664717468576453963575076469898700975018697569160521,0.002030403263497765992566647174685764539635750764698987009749455501750819
-85.2,-85.17856380256757400977745577252126545164552128472333876580767930794373,-85.17856380256727,-85.1785638025676,0.003300000000000000000000000000000000000000000000000000000006327392991287,-0.0002599022254422747873454835447871527666123419232069205626743695852963855,0.003040097774557725212654516455212847233387658076793079437331957807694901
-85.1,-85.07812155811568918672881513408075772242909015752030201674864324844636,-85.0781215581156,-85.0781215581157,0.001000000000000000000000000000000000000000000000000000000005429897640056,-0.0001081327118486591924227757090984247969798325135675155363617761777310329,0.0008918672881513408075772242909015752030201674864324844636436537199090232
-85.0,-84.97767958174983483964153703515524966308856924948280996563066655232183,-84.97767958174963,-84.97767958174985,0.002200000000000000000000000000000000000000000000000000000000354505587225,-0.0001516035846296484475033691143075051719003436933344767816845357268709228,0.002048396415370351552496630885692494828099656306665523218315818778716302
-84.9,-84.8772378788847841335782640076964781829652039329565189552377606380229,-84.87723787888474,-84.87723787888478,0.0004000000000000000000000000000000000000000000000000000000021719590560224,0.00004133578264007696478182965203932956518955237760638022899788239411836673,0.0004413357826400769647818296520393295651895523776063802290000543531743892
-84.8,-84.77679645493190253092663350469146347496136967748532421615549600830763,-84.77679645493164,-84.7767964549319,0.002600000000000000000000000000000000000000000000000000000002526464643248,0.00002530926633504691463474961369677485324216155496008307625586868547643369,0.002625309266335046914634749613696774853242161554960083076258395150119681
-84.7,-84.67635531529912323665757813896278543923068900403333127622681300397174,-84.67635531529893,-84.67635531529912,0.001899999999999999999999999999999999999999999999999999999998725536295208,0.0000323665757813896278543923068900403333127622681300397174358945552231531,0.001932366575781389627854392306890040333312762268130039717434620091518362
-84.6,-84.57591446539077995413788594770137022671618724422552771913919322899814,-84.57591446539065,-84.57591446539078,0.001299999999999999999999999999999999999999999999999999999995467597711175,-0.0000004586211405229862977328381275577447228086080677100186438992499850957263,0.001299541378859477013702267161872442255277191391932289981351568347726079
-84.5,-84.47547391060765379130478786563233373249316107994952316287852869267122,-84.4754739106075,-84.47547391060765,0.001499999999999999999999999999999999999999999999999999999996553577239186,0.00003791304787865632333732493161079949523162878528692671217892053484623294,0.001537913047878656323337324931610799495231628785286926712175474112085419
-84.4,-84.37503365634680611177133894921952535299977867454094534031839604291662,-84.37503365634646,-84.37503365634682,0.003599999999999999999999999999999999999999999999999999999996365093062406,-0.0001388822866105078047464700022132545905465968160395708338159908877203513,0.003461117713389492195253529997786745409453403183960429166180374205342054
-84.3,-84.27459370800155417005697020207915270029622566546886486808435798058423,-84.27459370800145,-84.27459370800156,0.001100000000000000000000000000000000000000000000000000000005972887404062,-0.00005829943029797920847299703774334531135131915642019415766153625460725674,0.001041700569702020791527002962256654688648680843579805842344436632796805
-84.2,-84.17415407096144679573596606641008990303236167004238249564717503211915,-84.17415407096141,-84.17415407096144,0.0003000000000000000000000000000000000000000000000000000000016289692920168,0.00006795735966066410089903032361670042382495647175032119151443434912709158,0.0003679573596606641008990303236167004238249564717503211915160633184191084
-84.1,-84.07371475061209739471233540125520574858215167796670530428813797613413,-84.07371475061207,-84.0737147506121,0.0003000000000000000000000000000000000000000000000000000000016289692920168,-0.00002605287664598744794251417848322033294695711862023865873466812511572646,0.0002739471233540125520574858215167796670530428813797613412669608441762904
-84.0,-83.97327575233523110211533848464264972748902876587126916493474460346019,-83.97327575233496,-83.97327575233524,0.002800000000000000000000000000000000000000000000000000000003612444171259,-0.00008897884661515357350272510971234128730835065255396539804959704043577932,0.00271102115338484642649727489028765871269164934744603460195401540373548
-83.9,-83.87283708150851788778628885036486718733533611842874256056474505671472,-83.87283708150845,-83.87283708150854,0.0009000000000000000000000000000000000000000000000000000000048869078760505,-0.0002211221371114963513281266466388157125743943525494328528018225629017913,0.0006788778628885036486718733533611842874256056474505671472030643449742592
-83.8,-83.77239874350554844817985491590371885199417395661368893338020536701536,-83.77239874350526,-83.77239874350555,0.002900000000000000000000000000000000000000000000000000000004155433935265,-0.00001551820145084096281148005826043386311066619794632984635081853658125679,0.002884481798549159037188519941739566136889333802053670153653336897354008
-83.7,-83.67196074369581015154637918206435272228966703766468687260388692355849,-83.67196074369585,-83.6719607436958,-0.0004999999999999999999999999999999999999999999999999999999911236795991299,0.0001015154637918206435272228966703766468687260388692355848477203206174479,-0.000398484536208179356472777103329623353131273961130764415143403358981682
-83.6,-83.57152308744452030698350676061147030146439652929923853193705040670391,-83.57152308744455,-83.57152308744453,-0.0002000000000000000000000000000000000000000000000000000000010859795280112,-0.00009693016493239388529698535603470700761468062949593296091480551485059936,-0.0002969301649323938852969853560347070076146806294959329609158914943786106
-83.5,-83.47108578011267358605909005152707981525801487550768804541501581306924,-83.47108578011226,-83.47108578011269,0.004300000000000000000000000000000000000000000000000000000000166021410445,-0.0001641394090994847292018474198512449231195458498418693075775309594438535,0.004135860590900515270798152580148755076880454150158130692422635061966591
-83.4,-83.37064882705687540495147508315375732164763644771288067111486449604035,-83.37064882705691,-83.37064882705688,-0.0003000000000000000000000000000000000000000000000000000000016289692920168,-0.00004595048524916846242678352363552287119328885135503959646540507716874324,-0.0003459504852491684624267835236355228711932888513550395964670340464607601
-83.3,-83.2702122336293180950806610420016282917161726517189116068825406296285,-83.270212233629,-83.27021223362932,0.003200000000000000000000000000000000000000000000000000000005784403227281,-0.0000190491933895799837170828382734828108839311745937037149549565915018031,0.003180950806610420016282917161726517189116068825406296285050827811725478
-83.2,-83.16977600517775713136180997858220478556917474711080030903432168212299,-83.16977600517764,-83.16977600517775,0.001100000000000000000000000000000000000000000000000000000005972887404062,0.00007131361809978582204785569174747110800309034321682122987686862945061766,0.001171313618099785822047855691747471108003090343216821229882841516854679
-83.1,-83.06934014704534469123926006568408548384972617929032331891661130560606,-83.06934014704517,-83.06934014704534,0.001700000000000000000000000000000000000000000000000000000009230825988095,0.0000469123926006568408548384972617929032331891661130560605647998470466043,0.0017469123926006568408548384972617929032331891661130560605740306730347
-83.0,-82.96890466457067736693372775619049291827158362290551319605696254668584,-82.96890466457053,-82.96890466457067,0.00139999999999999999999999999999999999999999999999999999999601058747518,0.00007366933727756190492918271583622905513196056962546685838531663479376754,0.001473669337277561904929182715836229055131960569625466858381327222268948
-82.9,-82.86846956308762984639575449546231913283667214972529671006053366492734,-82.86846956308739,-82.86846956308763,0.002400000000000000000000000000000000000000000000000000000001440485115236,-0.000001536042455045376808671633278502747032899394663350726574602978899326915,0.00239846395754495462319132836672149725296710060533664927342683750621591
-82.8,-82.76803484792533138461239777364992165396177759857530271541669463628865,-82.76803484792528,-82.76803484792532,0.0004000000000000000000000000000000000000000000000000000000021719590560224,0.0001138461239777364992165396177759857530271541669463628864530121865580346,0.0005138461239777364992165396177759857530271541669463628864551841456140571
-82.7,-82.66760052440814233685409524447779828754202852684727873947112449887593,-82.66760052440817,-82.66760052440813,-0.0004000000000000000000000000000000000000000000000000000000021719590560224,0.0001233685409524447779828754202852684727873947112449887593175724888148315,-0.0002766314590475552220171245797147315272126052887550112406845994702411909
-82.6,-82.56716659785548802977895580793193626360061975260120044299264689023529,-82.56716659785555,-82.56716659785549,-0.0005999999999999999999999999999999999999999999999999999999916666693631355,-0.00001970221044192068063736399380247398799557007353109764709338857992487318,-0.0006197022104419206806373639938024739879955700735310976470850552492880087
-82.5,-82.46673307358190678608284957361283959617390465497132080929088802603653,-82.46673307358176,-82.46673307358192,0.001599999999999999999999999999999999999999999999999999999997096567003192,-0.0001321391715042638716040382609534502867919070911197396347297257031226707,0.001467860828495736128395961739046549713208092908880260365267370863880521
-82.4,-82.3662999568968839263044172821564992461914995608276743334357846115068,-82.36629995689681,-82.3662999568969,0.0009000000000000000000000000000000000000000000000000000000048869078760505,-0.0001607369558271784350075380850043917232566656421538849320155588427492798,0.0007392630441728215649924619149956082767433343578461150679893280651267707
-82.3,-82.26586725310482856263072055793045141030986452942508274515134770839899,-82.26586725310459,-82.26586725310483,0.002399999999999999999999999999999999999999999999999999999989849215894338,-0.00001437369279442069548589690135470574917254848652291601011497061034076917,0.002385626307205579304514103098645294250827451513477083989874878605553569
-82.2,-82.16543496750505045893564288218731503773311690472300303378559136046769,-82.16543496750492,-82.16543496750505,0.001299999999999999999999999999999999999999999999999999999995467597711175,0.000004589356428821873150377331169047230030337855913604676909835605432137213,0.001304589356428821873150377331169047230030337855913604676905303203143312
-82.1,-82.06500310539159423591577708123414467131746721797730822095142645130888,-82.0650031053915,-82.0650031053916,0.0009999999999999999999999999999999999999999999999999999999938386284191579,-0.00005764084222918765855328682532782022691779048573548691118595071433233814,0.0009423591577708123414467131746721797730822095142645130888078879140868198
-82.0,-81.96457167205328772979492750644367587274831835693221955234464094163948,-81.96457167205321,-81.96457167205328,0.0007000000000000000000000000000000000000000000000000000000038009283480393,0.00007729794927506443675872748318356932219552344640941639480524088657470448,0.0007772979492750644367587274831835693221955234464094163948090418149227438
-81.9,-81.86414067277357633688900164076235599728936561479870145242049231743263,-81.86414067277333,-81.86414067277357,0.002399999999999999999999999999999999999999999999999999999989849215894338,0.00006336889001640762355997289365614798701452420492317432633366641174985662,0.002463368890016407623559972893656147987014524204923174326323515627644195
-81.8,-81.76371011283050015160306682374696461779934408433351267367848880682836,-81.76371011283028,-81.76371011283051,0.002300000000000000000000000000000000000000000000000000000000897495351231,-0.00009848396933176253035382200655915666487326321511193171637888754739851775,0.002201516030668237469646177993440843335126736784888068283622009947952713
-81.7,-81.66327999749667117492677055213671568091070914104084547517617415010843,-81.66327999749652,-81.66327999749667,0.001499999999999999999999999999999999999999999999999999999996553577239186,0.00001174926770552136715680910709141040845475176174150108428909744865682215,0.001511749267705521367156809107091410408454751761741501084285651025896008
-81.6,-81.56285033203910787542780743998170018805493706157662364796873884790568,-81.56285033203898,-81.56285033203912,0.00139999999999999999999999999999999999999999999999999999999601058747518,-0.0001212457219256001829981194506293842337635203126115209431964187433458156,0.001278754278074399817001880549370615766236479687388479056799591844129365
-81.5,-81.46242112171928390352663575602131343411108172909284611763309979451925,-81.46242112171913,-81.46242112171929,0.001599999999999999999999999999999999999999999999999999999997096567003192,-0.00006096473364243978686565888918270907153882366900205480745817017485165096,0.001539035266357560213134341110817290928461176330997945192538926392151541
-81.4,-81.36199237179296280059076006707804024347056006974546617679976658665266,-81.36199237179292,-81.36199237179297,0.0005000000000000000000000000000000000000000000000000000000027149488200281,-0.00007199409239932921959756529439930254533823200233413347344917672845839593,0.0004280059076006707804024347056006974546617679976658665265535382203616321
-81.3,-81.26156408751017550267600918713248243496186130635056992806475870775248,-81.2615640875101,-81.26156408751017,0.0007000000000000000000000000000000000000000000000000000000038009283480393,0.00005502676009187132482434961861306350569928064758707752478923170225908403,0.0007550267600918713248243496186130635056992806475870775247930326306071233
-81.2,-81.16113627411519791900312320968778553248651357031806191915213991587698,-81.161136274115,-81.16113627411521,0.00209999999999999999999999999999999999999999999999999999999981151582322,-0.0001208099687679031221446751348642968193808084786008412301970994552293423,0.001979190031232096877855324865135703180619191521399158769802712060593877
-81.1,-81.060708936846385870490771247610145258392561544538737209201932083031,-81.06070893684637,-81.06070893684638,0.0001000000000000000000000000000000000000000000000000000000005429897640056,0.0000587049077124761014525839256154453873720920193208303099601787017802199,0.0001587049077124761014525839256154453873720920193208303099607216915442255
-81.0,-80.96028208093622418097199120700524843121762787874116396251265493214471,-80.96028208093631,-80.96028208093622,-0.0009000000000000000000000000000000000000000000000000000000048869078760505,0.00004180971991207005248431217627878741163962512654932144709301283486041755,-0.000858190280087929947515687823721212588360374873450678552911874073015633
-80.9,-80.85985571161116177243992079729625575749157441936328845945494020024802,-80.85985571161099,-80.85985571161117,0.001799999999999999999999999999999999999999999999999999999998182546531203,-0.00008227560079202703744242508425580636711540545059799751975159271494633014,0.001717724399207972962557574915744193632884594549402002480246589831584873
-80.8,-80.75942983409158955593791443427691948933029024787153387257431178843032,-80.75942983409165,-80.75942983409159,-0.0005999999999999999999999999999999999999999999999999999999916666693631355,-0.000004440620855657230805106697097521284661274256882115696757091382957355288,-0.0006044406208556572308051066970975212846612742568821156967487580523204908
-80.7,-80.65900445359181840139156288897990151368741642122881891114333910693071,-80.65900445359183,-80.6590044535918,-0.0003000000000000000000000000000000000000000000000000000000016289692920168,0.0001840139156288897990151368741642122881891114333910693070525257300091103,-0.0001159860843711102009848631258357877118108885666089306929491032392829065
-80.6,-80.55857957531991447521063511808323190407787706092472786177927749925226,-80.55857957531991,-80.55857957531992,0.0001000000000000000000000000000000000000000000000000000000005429897640056,-0.00005524789364881916768095922122939075272138220722500747741442207070173428,0.00004475210635118083231904077877060924727861779277499252258612091906227133
-80.5,-80.4581552044777487296659764675363160660314851760021987863982605217712,-80.45815520447756,-80.45815520447773,0.001700000000000000000000000000000000000000000000000000000009230825988095,0.0001872966597646753631606603148517600219878639826052177119454645532632515,0.001887296659764675363160660314851760021987863982605217711954695379251347
-80.4,-80.35773134626083240575274503738199610449278918916673593504696446645953,-80.35773134626083,-80.35773134626083,0.0,0.00002405752745037381996104492789189166735935046964466459529548145504024479,0.00002405752745037381996104492789189166735935046964466459529548145504024479
-80.3,-80.2573080058582953324773165330673307450073565073878382834712303153782,-80.25730800585823,-80.25730800585829,0.0006000000000000000000000000000000000000000000000000000000032579385840337,0.0000533247731653306733074500735650738783828347123031537819543473542943215,0.0006533247731653306733074500735650738783828347123031537819576052928783552
-80.2,-80.15688518845286430926066825054332640639722588528848936652192306979333,-80.15688518845259,-80.15688518845286,0.002700000000000000000000000000000000000000000000000000000003069454407253,0.00004309260668250543326406397225885288489366521923069793329810757116028118,0.002743092606682505433264063972258852884893665219230697933301177025567534
-80.1,-80.05646289922069886397752923577044532115590921979142422712006839284937,-80.0564628992205,-80.05646289922069,0.001899999999999999999999999999999999999999999999999999999998725536295208,0.00008863977529235770445321155909219791424227120068392849374959075380939173,0.0019886397752923577044532115590921979142422712006839284937483162901046
-80.0,-79.95604114333144116155131367727604636785869990392799529454516605037719,-79.95604114333135,-79.95604114333143,0.0008000000000000000000000000000000000000000000000000000000043439181120449,0.0001116155131367727604636785869990392799529454516605037719333868330681892,0.0009116155131367727604636785869990392799529454516605037719377307511802341
-79.9,-79.85561992594805193573646764915294867843072177491182827284712477402309,-79.85561992594783,-79.85561992594805,0.002199999999999999999999999999999999999999999999999999999988763236366327,0.00001935736467649152948678430721774911828272847124774023092266094727119765,0.002219357364676491529486784307217749118282728471247740230911424183637525
-79.8,-79.75519925222678921788506832340913332678399054282044693347129590890527,-79.75519925222666,-79.75519925222679,0.001299999999999999999999999999999999999999999999999999999995467597711175,-0.000007821149316765908666732160094571795530665287040910947322541207220708673,0.001292178850683234091333267839905428204469334712959089052672926390490466
