Common latitude,Authalic (direct mpmath),Authalic (OLD),Authalic (NEW),Diff (auth OLD - auth NEW) E-12,Diff (auth OLD - auth direct mpmath) E-12,Diff (auth NEW - auth direct mpmath) E-12,Authalic inverse (OLD),Authalic inverse (NEW),Diff (auth inv OLD - auth inv NEW) E-12,Diff (auth inv OLD - common) E-12,Diff (auth inv NEW - common) E-12
-89.0,-88.99551395786199602958329651553533062769777082011551156520314257666018,-88.99551395786067,-88.995513957862,1.330000000000000000000000000000000000000000000000000000000267002328736,1.326029583296515535330627697770820115511565203142576660180088493740946,-0.003970416703484464669372302229179884488434796857423339820178508587789469,-88.99999999995055,-89.0,49.44999999999999999999999999999999999999999999999999999999959099237594,49.44999999999999999999999999999999999999999999999999999999959099237594,0.0
-88.9,-88.89506556531243622335771937452247725671831002587282242746845075801318,-88.89506556531191,-88.89506556531245,0.5399999999999999999999999999999999999999999999999999999994547639593608,0.5262233577193745224772567183100258728224274684507580131795371266135017,-0.01377664228062547752274328168997412717757253154924198681991763734585913,-88.89999999994558,-88.89999999999999,54.40999999999999999999999999999999999999999999999999999999986336546255,54.41999999999999999999999999999999999999999999999999999999991766443895,0.01000000000000000000000000000000000000000000000000000000005429897640056
-88.8,-88.79461723323143899360768575921215470675784542972555938045493522911506,-88.79461723322895,-88.79461723323143,2.480000000000000000000000000000000000000000000000000000000715750004351,2.488993607685759212154706757845429725559380454935229115060741522941806,0.008993607685759212154706757845429725559380454935229115060025772937454681,-88.79999999994064,-88.8,59.36000000000000000000000000000000000000000000000000000000008143957276,59.36000000000000000000000000000000000000000000000000000000008143957276,0.0
-88.7,-88.69416896711299443489789562973590810574724560113217686104399029485272,-88.69416896711103,-88.694168967113,1.970000000000000000000000000000000000000000000000000000000264756052102,1.964434897895629735908105747245601132176861043990294852719642808262544,-0.005565102104370264091894252754398867823138956009705147280621947789558229,-88.6999999999357,-88.7,64.29999999999999999999999999999999999999999999999999999999908608778448,64.29999999999999999999999999999999999999999999999999999999908608778448,0.0
-88.6,-88.5937207724502705103159196806722412872816481809830148506431526800089,-88.59372077244895,-88.59372077245025,1.300000000000000000000000000000000000000000000000000000000104105399534,1.320510315919680672241287281648180983014850643152680008900112261364766,0.02051031591968067224128728164818098301485064315268000890000815596523197,-88.59999999993074,-88.60000000000001,69.2699999999999999999999999999999999999999999999999999999994127598475,69.2599999999999999999999999999999999999999999999999999999993584608711,-0.01000000000000000000000000000000000000000000000000000000005429897640056
-88.5,-88.49327265473554458984255443143247757896814664855028554123169868022783,-88.49327265473362,-88.49327265473555,1.9300000000000000000000000000000000000000000000000000000000475601465,1.924589842554431432477578968146648550285541231698680227830210767283193,-0.005410157445568567522421031853351449714458768301319772169836792863306861,-88.4999999999258,-88.50000000000001,74.20999999999999999999999999999999999999999999999999999999957653498131,74.19999999999999999999999999999999999999999999999999999999952223600491,-0.01000000000000000000000000000000000000000000000000000000005429897640056
-88.4,-88.39282461946013500055816409262990025740927999324004613151678591056907,-88.39282461945955,-88.39282461946014,0.5899999999999999999999999999999999999999999999999999999997262588413637,0.5850005581640926299002574092799932400461315167859105690698029763644767,-0.004999441835907370099742590720006759953868483214089430929923282476886947,-88.39999999992085,-88.39999999999999,79.13999999999999999999999999999999999999999999999999999999968601113872,79.14999999999999999999999999999999999999999999999999999999974031011512,0.01000000000000000000000000000000000000000000000000000000005429897640056
-88.3,-88.29237667211433258959453102021377694066896786811734323920050421478964,-88.2923766721136,-88.29237667211433,0.7299999999999999999999999999999999999999999999999999999993273175888817,0.7325895945310202137769406689678681173432392005042147896390490770887924,0.00258959453102021377694066896786811734323920050421478963972175949991076,-88.2999999999159,-88.3,84.09999999999999999999999999999999999999999999999999999999995838422533,84.09999999999999999999999999999999999999999999999999999999995838422533,0.0
-88.2,-88.19192881818733230074152804410877134404108169766742317905660256204006,-88.1919288181857,-88.19192881818732,1.619999999999999999999999999999999999999999999999999999999523418800172,1.632300741528044108771344041081697667423179056602562040059705684363753,0.01230074152804410877134404108169766742317905660256204006018226556358073,-88.19999999991097,-88.20000000000002,89.05000000000000000000000000000000000000000000000000000000017645833554,89.03000000000000000000000000000000000000000000000000000000006786038274,-0.02000000000000000000000000000000000000000000000000000000010859795280112
-88.1,-88.09148106316716476561770256592615256152933241997004142599130335804073,-88.09148106316665,-88.09148106316717,0.5199999999999999999999999999999999999999999999999999999993461660065597,0.5147656177025659261525615293324199700414259913033580407295846332388497,-0.005234382297434073847438470667580029958574008696641959269761532767710024,-88.09999999990603,-88.09999999999998,93.95000000000000000000000000000000000000000000000000000000012303756375,93.97000000000000000000000000000000000000000000000000000000023163551655,0.02000000000000000000000000000000000000000000000000000000010859795280112
-88.0,-87.99103341254062791031362406669453669290000103130295185051838383132359,-87.99103341254012,-87.99103341254062,0.5000000000000000000000000000000000000000000000000000000003966949758484,0.5079103136240666945366929000010313029518505183838313235904839505990551,0.007910313624066694536692900001031302951850518383831323590087255623206662,-87.99999999990108,-88.00000000000001,98.93000000000000000000000000000000000000000000000000000000050400860317,98.92000000000000000000000000000000000000000000000000000000044970962676,-0.01000000000000000000000000000000000000000000000000000000005429897640056
-87.9,-87.89058587179321857841659355656097876632675549706165392459814674845218,-87.89058587179262,-87.89058587179322,0.5999999999999999999999999999999999999999999999999999999997805578177642,0.5985784165935565609787663267554970616539245981467484521793539612815366,-0.001421583406443439021233673244502938346075401853251547820426596536227605,-87.89999999989614,-87.90000000000002,103.8800000000000000000000000000000000000000000000000000000007220827134,103.8600000000000000000000000000000000000000000000000000000006134847606,-0.02000000000000000000000000000000000000000000000000000000010859795280112
-87.8,-87.79013844640906417132504554048209448212874658638588390493859299216364,-87.79013844640802,-87.79013844640906,1.039999999999999999999999999999999999999999999999999999999851458935209,1.044171325045540482094482128746586385883904938592992163639786482816091,0.004171325045540482094482128746586385883904938592992163639935023880881618,-87.79999999989118,-87.8,108.8200000000000000000000000000000000000000000000000000000008858578472,108.8200000000000000000000000000000000000000000000000000000008858578472,0.0
-87.7,-87.68969114187085430676069027388096433476224102676436072270515473676912,-87.68969114187072,-87.68969114187087,0.1499999999999999999999999999999999999999999999999999999996553577239186,0.1343067606902738809643347622410267643607227051547367691192765133212681,-0.01569323930972611903566523775897323563927729484526323088037884440265051,-87.69999999988626,-87.69999999999999,113.7299999999999999999999999999999999999999999999999999999997276091297,113.7399999999999999999999999999999999999999999999999999999997819081061,0.01000000000000000000000000000000000000000000000000000000005429897640056
-87.6,-87.58924396365977249638614644728742124907516679415012523968377516497168,-87.58924396365882,-87.58924396365977,0.950000000000000000000000000000000000000000000000000000000521895069694,0.9524963861464472874212490751667941501252396837751649716800631310908874,0.0024963861464472874212490751667941501252396837751649716795412360211934,-87.59999999988129,-87.6,118.7100000000000000000000000000000000000000000000000000000001085801691,118.7100000000000000000000000000000000000000000000000000000001085801691,0.0
-87.5,-87.48879691725542784343550197668234464653690779961419130491270168142617,-87.4887969172546,-87.48879691725541,0.8099999999999999999999999999999999999999999999999999999997617094000862,0.8278434355019766823446465369077996141913049127016814261697546739196374,0.01784343550197668234464653690779961419130491270168142616999296451955127,-87.49999999987635,-87.49999999999999,123.6400000000000000000000000000000000000000000000000000000002180563265,123.6500000000000000000000000000000000000000000000000000000002723553029,0.01000000000000000000000000000000000000000000000000000000005429897640056
-87.4,-87.38835000813578676126491329458269699406108447805709880678373853626497,-87.38835000813583,-87.3883500081358,-0.03000000000000000000000000000000000000000000000000000000016289692920168,-0.04323873508670541730300593891552194290119321626146373502981655768214387,-0.01323873508670541730300593891552194290119321626146373502965366075294219,-87.39999999987141,-87.39999999999999,128.5800000000000000000000000000000000000000000000000000000003818314603,128.5900000000000000000000000000000000000000000000000000000004361304367,0.01000000000000000000000000000000000000000000000000000000005429897640056
