Common latitude,Authalic (direct mpmath),Authalic (OLD),Authalic (NEW),Authalic (Clenshaw),Diff (auth OLD - auth NEW) E-12,Diff (auth OLD - auth direct mpmath) E-12,Diff (auth NEW - auth direct mpmath) E-12,Diff (auth Clenshaw - auth direct mpmath) E-12,Authalic inverse (OLD),Authalic inverse (NEW),Diff (auth inv OLD - auth inv NEW) E-12,Diff (auth inv OLD - common) E-12,Diff (auth inv NEW - common) E-12
-74.3,-74.23304714995322903418845570132426693551501059810366929453887463280228,-74.23304714995325,-74.23304714995324,-74.23304714995324,-0.01000000000000000000000000000000000000000000000000000000005429897640056,-0.02096581154429867573306448498940189633070546112536719772054020098786136,-0.01096581154429867573306448498940189633070546112536719772048590201146079,-0.01096581154429867573306448498940189633070546112536719772048590201146079,-74.29999999924561,-74.3,754.3899999999999999999999999999999999999999999999999999999999059380165,754.3899999999999999999999999999999999999999999999999999999999059380165,0.0
-74.2,-74.13266491526288727960946188620149181325655393784502728182947397268563,-74.13266491526286,-74.13266491526288,-74.13266491526288,0.02000000000000000000000000000000000000000000000000000000010859795280112,0.02727960946188620149181325655393784502728182947397268563000829832550201,0.007279609461886201491813256553937845027281829473972685629899700372700883,0.007279609461886201491813256553937845027281829473972685629899700372700883,-74.19999999924119,-74.2,758.8099999999999999999999999999999999999999999999999999999995644202217,758.8099999999999999999999999999999999999999999999999999999995644202217,0.0
-74.1,-74.0322835050270441735888728024283210356161090336597823516702963943427,-74.03228350502701,-74.03228350502704,-74.03228350502704,0.03000000000000000000000000000000000000000000000000000000016289692920168,0.03417358887280242832103561610903365978235167029639434270013511078646058,0.004173588872802428321035616109033659782351670296394342699972213857258896,0.004173588872802428321035616109033659782351670296394342699972213857258896,-74.09999999923674,-74.1,763.259999999999999999999999999999999999999999999999999999999385799356,763.259999999999999999999999999999999999999999999999999999999385799356,0.0
-74.0,-73.93190292390700005472702532888946895211066863914552903109929691715524,-73.931902923907,-73.93190292390699,-73.93190292390699,-0.01000000000000000000000000000000000000000000000000000000005429897640056,0.00005472702532888946895211066863914552903109929691715523990720405514837023,0.01005472702532888946895211066863914552903109929691715523996150303154893,0.01005472702532888946895211066863914552903109929691715523996150303154893,-73.9999999992323,-74.00000000000001,767.7100000000000000000000000000000000000000000000000000000003663054125,767.7000000000000000000000000000000000000000000000000000000003120064361,-0.01000000000000000000000000000000000000000000000000000000005429897640056
-73.9,-73.83152317655375635270414385061811586015077550043467355805037974817847,-73.83152317655374,-73.83152317655377,-73.83152317655377,0.03000000000000000000000000000000000000000000000000000000016289692920168,0.01635270414385061811586015077550043467355805037974817846974639067177301,-0.01364729585614938188413984922449956532644194962025182153041650625742868,-0.01364729585614938188413984922449956532644194962025182153041650625742868,-73.89999999922787,-73.89999999999999,772.1199999999999999999999999999999999999999999999999999999999704886413,772.1300000000000000000000000000000000000000000000000000000000247876177,0.01000000000000000000000000000000000000000000000000000000005429897640056
-73.8,-73.73114426760795824854888437281976641582254606338874176760825593063137,-73.73114426760785,-73.73114426760796,-73.73114426760796,0.1099999999999999999999999999999999999999999999999999999994381618183164,0.1082485488843728197664158225460633887417676082559306313695255920266798,-0.001751451115627180233584177453936611258232391744069368629912569791636543,-0.001751451115627180233584177453936611258232391744069368629912569791636543,-73.79999999922345,-73.8,776.5500000000000000000000000000000000000000000000000000000008423967449,776.5500000000000000000000000000000000000000000000000000000008423967449,0.0
-73.7,-73.63076620169983747079485207819312603899042135523906543587600587455626,-73.63076620169979,-73.63076620169986,-73.63076620169986,0.07000000000000000000000000000000000000000000000000000000038009283480393,0.0474707948520781931260389904213552390654358760058745562605390358861587,-0.02252920514792180687396100957864476093456412399412544373984105694864523,-0.02252920514792180687396100957864476093456412399412544373984105694864523,-73.699999999219,-73.7,780.9999999999999999999999999999999999999999999999999999999995046489572,780.9999999999999999999999999999999999999999999999999999999995046489572,0.0
-73.6,-73.53038898344915522825410554334026041222221147348584826624713289386319,-73.53038898344907,-73.53038898344916,-73.53038898344916,0.09000000000000000000000000000000000000000000000000000000048869078760505,0.08522825410554334026041222221147348584826624713289386319007083629990151,-0.004771745894456659739587777788526514151733752867106136810417854487703537,-0.004771745894456659739587777788526514151733752867106136810417854487703537,-73.59999999921459,-73.6,785.410000000000000000000000000000000000000000000000000000000267959108,785.410000000000000000000000000000000000000000000000000000000267959108,0.0
-73.5,-73.43001261746514528013451129809882111655544848638060579232913794134386,-73.43001261746508,-73.43001261746517,-73.43001261746517,0.09000000000000000000000000000000000000000000000000000000048869078760505,0.06528013451129809882111655544848638060579232913794134385986498861342958,-0.02471986548870190117888344455151361939420767086205865614062370217417547,-0.02471986548870190117888344455151361939420767086205865614062370217417547,-73.49999999921016,-73.5,789.8399999999999999999999999999999999999999999999999999999999807402896,789.8399999999999999999999999999999999999999999999999999999999807402896,0.0
-73.4,-73.32963710834645714422565250188058772620386165403354802833583762392686,-73.32963710834647,-73.32963710834646,-73.32963710834646,-0.01000000000000000000000000000000000000000000000000000000005429897640056,-0.01285577434749811941227379613834596645197166416237607314003243315046275,-0.002855774347498119412273796138345966451971664162376073139978134174062191,-0.002855774347498119412273796138345966451971664162376073139978134174062191,-73.39999999920576,-73.4,794.240000000000000000000000000000000000000000000000000000000689751464,794.240000000000000000000000000000000000000000000000000000000689751464,0.0
-73.3,-73.22926246068109944387582527475708425281369153853925953532036156894215,-73.2292624606811,-73.2292624606811,-73.2292624606811,0.0,-0.0005561241747252429157471863084614607404646796384310578501117654397413654,-0.0005561241747252429157471863084614607404646796384310578501117654397413654,-0.0005561241747252429157471863084614607404646796384310578501117654397413654,-73.29999999920138,-73.30000000000001,798.63000000000000000000000000000000000000000000000000000000018533674,798.6200000000000000000000000000000000000000000000000000000001310377636,-0.01000000000000000000000000000000000000000000000000000000005429897640056
-73.2,-73.12888867904638339448047570948549858366354043804264625177655100438608,-73.12888867904633,-73.12888867904638,-73.12888867904638,0.05000000000000000000000000000000000000000000000000000000027149488200281,0.05339448047570948549858366354043804264625177655100438607963971555621773,0.003394480475709485498583663540438042646251776551004386079368220674214929,0.003394480475709485498583663540438042646251776551004386079368220674214929,-73.19999999919696,-73.2,803.0399999999999999999999999999999999999999999999999999999997895199688,803.0399999999999999999999999999999999999999999999999999999997895199688,0.0
-73.1,-73.02851576800886643020023985550234976691558793428603418915602140997893,-73.02851576800894,-73.02851576800886,-73.02851576800886,-0.07999999999999999999999999999999999999999999999999999999927526488911467,-0.07356979976014449765023308441206571396581084397859002107009348952782336,0.006430200239855502349766915587934286034189156021409978929181775361291315,0.006430200239855502349766915587934286034189156021409978929181775361291315,-73.09999999919259,-73.1,807.410000000000000000000000000000000000000000000000000000000335634214,807.410000000000000000000000000000000000000000000000000000000335634214,0.0
-73.0,-72.9281437321242959716245480589069732233351548855431914664674696960565,-72.92814373212424,-72.92814373212431,-72.92814373212431,0.07000000000000000000000000000000000000000000000000000000038009283480393,0.05597162454805890697322333515488554319146646746969605650067490048195876,-0.01402837545194109302677666484511445680853353253030394349970519235284517,-0.01402837545194109302677666484511445680853353253030394349970519235284517,-72.9999999991882,-72.99999999999999,811.7899999999999999999999999999999999999999999999999999999997769205136,811.79999999999999999999999999999999999999999999999999999999983121949,0.01000000000000000000000000000000000000000000000000000000005429897640056
-72.9,-72.82777257593755333509454401558148957466118032058670582453797873329218,-72.82777257593747,-72.82777257593756,-72.82777257593756,0.08999999999999999999999999999999999999999999999999999999932956386551523,0.08333509454401558148957466118032058670582453797873329217971571265421352,-0.006664905455984418510425338819679413294175462021266707819613851211301715,-0.006664905455984418510425338819679413294175462021266707819613851211301715,-72.89999999918382,-72.9,816.1800000000000000000000000000000000000000000000000000000004316327116,816.1800000000000000000000000000000000000000000000000000000004316327116,0.0
-72.8,-72.72740230398259778439684780000695915309875538754839067074177625787204,-72.72740230398253,-72.72740230398259,-72.72740230398259,0.06000000000000000000000000000000000000000000000000000000032579385840337,0.06778439684780000695915309875538754839067074177625787204047665481903961,0.00778439684780000695915309875538754839067074177625787204015086096063624,0.00778439684780000695915309875538754839067074177625787204015086096063624,-72.79999999917943,-72.80000000000001,820.579999999999999999999999999999999999999999999999999999999981516964,820.5699999999999999999999999999999999999999999999999999999999272179876,-0.01000000000000000000000000000000000000000000000000000000005429897640056
-72.7,-72.62703292078241072553746102238228679531236416763264889485144676444536,-72.62703292078227,-72.6270329207824,-72.6270329207824,0.1300000000000000000000000000000000000000000000000000000007058866932073,0.1407255374610223822867953123641676326488948514467644453605283971815567,0.01072553746102238228679531236416763264889485144676444535982251048834945,0.01072553746102238228679531236416763264889485144676444535982251048834945,-72.69999999917506,-72.69999999999999,824.9299999999999999999999999999999999999999999999999999999992599063343,824.9399999999999999999999999999999999999999999999999999999993142053107,0.01000000000000000000000000000000000000000000000000000000005429897640056
-72.6,-72.52666443084894004530287119386343156775041324269776764018704936727095,-72.52666443084884,-72.52666443084892,-72.52666443084892,0.07999999999999999999999999999999999999999999999999999999927526488911467,0.1000453028711938634315677504132426977676401870493672709497022114125168,0.02004530287119386343156775041324269776764018704936727095042694652340215,0.02004530287119386343156775041324269776764018704936727095042694652340215,-72.59999999917066,-72.60000000000001,829.3500000000000000000000000000000000000000000000000000000000775154616,829.3400000000000000000000000000000000000000000000000000000000232164852,-0.01000000000000000000000000000000000000000000000000000000005429897640056
-72.5,-72.42629683868304459431316139682880682597771373067597752537618563175942,-72.42629683868299,-72.42629683868304,-72.42629683868304,0.05000000000000000000000000000000000000000000000000000000027149488200281,0.0545943131613968288068259777137306759775253761856317594196333740788387,0.004594313161396828806825977713730675977525376185631759419361879196835892,0.004594313161396828806825977713730675977525376185631759419361879196835892,-72.4999999991663,-72.5,833.700000000000000000000000000000000000000000000000000000000515031754,833.700000000000000000000000000000000000000000000000000000000515031754,0.0
-72.4,-72.32593014877443881526967051693654360156523720113455614037257663343057,-72.3259301487744,-72.32593014877445,-72.32593014877445,0.04999999999999999999999999999999999999999999999999999999911236795991299,0.03881526967051693654360156523720113455614037257663343056993776660256034,-0.01118473032948306345639843476279886544385962742336656942917460135735265,-0.01118473032948306345639843476279886544385962742336656942917460135735265,-72.39999999916193,-72.39999999999998,838.0499999999999999999999999999999999999999999999999999999997934211244,838.0699999999999999999999999999999999999999999999999999999999020190772,0.02000000000000000000000000000000000000000000000000000000010859795280112
-72.3,-72.22556436560163751709747864944354004363661210790375329943303049785093,-72.22556436560163,-72.22556436560163,-72.22556436560163,0.0,0.007517097478649443540043636612107903753299433030497850930590540206736466,0.007517097478649443540043636612107903753299433030497850930590540206736466,0.007517097478649443540043636612107903753299433030497850930590540206736466,-72.29999999915759,-72.3,842.4100000000000000000000000000000000000000000000000000000002852363932,842.4100000000000000000000000000000000000000000000000000000002852363932,0.0
-72.2,-72.12519949363190079568071189705480761043156798642086635776116179135935,-72.12519949363184,-72.1251994936319,-72.1251994936319,0.06000000000000000000000000000000000000000000000000000000032579385840337,0.0607956807118970548076104315679864208663577611617913593500612814264692,0.0007956807118970548076104315679864208663577611617913593497354875680658301,0.0007956807118970548076104315679864208663577611617913593497354875680658301,-72.19999999915322,-72.2,846.7799999999999999999999999999999999999999999999999999999996722237164,846.7799999999999999999999999999999999999999999999999999999996722237164,0.0
-72.1,-72.02483553732117910188637068388927482000567020931911188651643152639072,-72.02483553732115,-72.02483553732118,-72.02483553732118,0.03000000000000000000000000000000000000000000000000000000016289692920168,0.02910188637068388927482000567020931911188651643152639071968340536856154,-0.000898113629316110725179994329790680888113483568473609280479491560640146,-0.000898113629316110725179994329790680888113483568473609280479491560640146,-72.09999999914888,-72.10000000000001,851.1300000000000000000000000000000000000000000000000000000001097400089,851.1200000000000000000000000000000000000000000000000000000000554410325,-0.01000000000000000000000000000000000000000000000000000000005429897640056
-72.0,-71.92447250111405845757008597358246593337115922942603649002155968990638,-71.92447250111401,-71.92447250111407,-71.92447250111407,0.06000000000000000000000000000000000000000000000000000000032579385840337,0.04845757008597358246593337115922942603649002155968990638020632538940482,-0.01154242991402641753406662884077057396350997844031009362011946846899854,-0.01154242991402641753406662884077057396350997844031009362011946846899854,-71.99999999914452,-71.99999999999999,855.4700000000000000000000000000000000000000000000000000000004929573249,855.4800000000000000000000000000000000000000000000000000000005472563013,0.01000000000000000000000000000000000000000000000000000000005429897640056
-71.9,-71.82411038944370582025489845286566787958256426447658570602198292883797,-71.82411038944362,-71.82411038944372,-71.82411038944372,0.1000000000000000000000000000000000000000000000000000000005429897640056,0.08582025489845286566787958256426447658570602198292883796976157714165682,-0.01417974510154713433212041743573552341429397801707116203078141262234879,-0.01417974510154713433212041743573552341429397801707116203078141262234879,-71.89999999914018,-71.9,859.8199999999999999999999999999999999999999999999999999999997713466953,859.8199999999999999999999999999999999999999999999999999999997713466953,0.0
-71.8,-71.72374920673181459717183687910241955461169059163919912123334183146605,-71.72374920673178,-71.72374920673181,-71.72374920673181,0.03000000000000000000000000000000000000000000000000000000016289692920168,0.03459717183687910241955461169059163919912123334183146605029893863823599,0.004597171836879102419554611690591639199121233341831466050136041709034311,0.004597171836879102419554611690591639199121233341831466050136041709034311,-71.7999999991358,-71.8,864.2000000000000000000000000000000000000000000000000000000003717599169,864.2000000000000000000000000000000000000000000000000000000003717599169,0.0
-71.7,-71.62338895738855030934874344533020127658861636643753779260623431422205,-71.62338895738858,-71.62338895738856,-71.62338895738856,-0.0199999999999999999999999999999999999999999999999999999989494710307113,-0.02969065125655466979872341138363356246220739376568577794969004260213598,-0.009690651256554669798723411383633562462207393765685777950740571571424681,-0.009690651256554669798723411383633562462207393765685777950740571571424681,-71.69999999913149,-71.7,868.5099999999999999999999999999999999999999999999999999999994329533817,868.5099999999999999999999999999999999999999999999999999999994329533817,0.0
-71.6,-71.52302964581249640643145624361653483118101882231662497402508044516095,-71.52302964581251,-71.52302964581249,-71.52302964581249,-0.02000000000000000000000000000000000000000000000000000000010859795280112,-0.01359356854375638346516881898117768337502597491955483905099804822741132,0.006406431456243616534831181018822316624974025080445160949110549725389805,0.006406431456243616534831181018822316624974025080445160949110549725389805,-71.59999999912712,-71.6,872.8799999999999999999999999999999999999999999999999999999999790676269,872.8799999999999999999999999999999999999999999999999999999999790676269,0.0
-71.5,-71.42267127639060023291911176142541246878417134322213778766380727908888,-71.4226712763906,-71.42267127639062,-71.42267127639062,0.02000000000000000000000000000000000000000000000000000000010859795280112,0.0002329191117614254124687841713432221377876638072790888796231677322015415,-0.01976708088823857458753121582865677786221233619272091112048543022059958,-0.01976708088823857458753121582865677786221233619272091112048543022059958,-71.49999999912278,-71.49999999999999,877.2100000000000000000000000000000000000000000000000000000003079859666,877.220000000000000000000000000000000000000000000000000000000362284943,0.01000000000000000000000000000000000000000000000000000000005429897640056
